product,group,day,obs,avg_mid,avg_spread,avg_book_depth,avg_bid_depth,avg_ask_depth,dominant_quote_size,dominant_quote_size_share,top_quote_sizes,top_bid_size,top_bid_size_share,top_ask_size,top_ask_size_share,symmetric_top_size_share,bid_wall_level1_share,ask_wall_level1_share,bid_wall_price_mode,ask_wall_price_mode,max_volume_price_mode,max_volume_price_share,wall_dev_mean,wall_dev_abs_mean,wall_dev_nonzero_share,popular_dev_abs_mean,popular_dev_nonzero_share,depth_vwap_dev_abs_mean
ROBOT_DISHES,ROBOT,3,10000,9944.1296,7.2834,32.0574,16.0265,16.0309,8.0,0.17267284229552643,"8:0.173,4:0.091,12:0.089",4.0,0.1591,4.0,0.1574,0.7322,0.2719,0.2729,9816.0,9824.0,9816.0,0.0057,0.0101,0.1751,0.0336,135.10142857142858,0.9742,0.12232441862508149
ROBOT_DISHES,ROBOT,4,10000,10638.13105,7.8137,32.0927,16.0461,16.0466,8.0,0.19222970435827472,"8:0.192,5:0.101,4:0.100",4.0,0.1968,5.0,0.1985,0.9302,0.056,0.0566,10595.0,10605.0,10595.0,0.1559,-0.0002,0.0883,0.035,167.1442857142857,0.7706,0.06586898487770759
ROBOT_IRONING,ROBOT,2,10000,9354.291,6.8526,32.1517,16.0794,16.0723,8.0,0.13597372365190216,"8:0.136,12:0.082,5:0.076",5.0,0.1172,5.0,0.1171,0.9716,0.4596,0.4605,9996.0,10004.0,9996.0,0.0534,-0.003,0.053,0.0311,161.03295918367348,0.9097,0.041292723375081185
ROBOT_IRONING,ROBOT,3,10000,8892.5689,6.4312,32.0574,16.0265,16.0309,8.0,0.17003096685399702,"8:0.170,4:0.090,6:0.086",4.0,0.155,4.0,0.1545,0.9688,0.2967,0.2949,9326.0,9334.0,9326.0,0.0191,0.0031,0.0555,0.0336,149.0273469387755,0.9551,0.043009928152211066
ROBOT_IRONING,ROBOT,4,10000,7857.8509,5.895,32.0927,16.0461,16.0466,8.0,0.19313881696873134,"8:0.193,4:0.101,5:0.101",4.0,0.2006,5.0,0.2004,0.969,0.0455,0.0455,7646.0,7654.0,7646.0,0.0279,-0.0009,0.0525,0.035,109.9765306122449,0.9418,0.039952747238305074
ROBOT_LAUNDRY,ROBOT,2,10000,10273.57455,7.4533,32.1517,16.0794,16.0723,8.0,0.17338556117730264,"8:0.173,12:0.094,6:0.093",6.0,0.1732,5.0,0.1683,0.6459,0.1986,0.2066,10529.0,10078.0,10529.0,0.0035,0.00025,0.21635,0.0311,112.41270408163265,0.9748,0.1484401938316292
ROBOT_LAUNDRY,ROBOT,3,10000,10164.6527,7.3754,32.0574,16.0265,16.0309,8.0,0.18236177474402732,"8:0.182,4:0.095,5:0.090",4.0,0.1739,4.0,0.1673,0.6717,0.2092,0.2199,10268.0,10459.0,10268.0,0.0029,0.0058,0.2053,0.0336,130.84081632653061,0.9757,0.1420567709081819
ROBOT_LAUNDRY,ROBOT,4,10000,9030.05785,6.6665,32.0927,16.0461,16.0466,8.0,0.16283612962537347,"8:0.163,12:0.090,5:0.086",5.0,0.1455,5.0,0.1497,0.4454,0.3003,0.2984,9057.0,9066.0,9059.0,0.0039,0.0089,0.3106,0.035,155.19663265306122,0.9761,0.20981925361007014
ROBOT_MOPPING,ROBOT,2,10000,10539.3132,7.629,32.1517,16.0794,16.0723,8.0,0.17549865229110512,"8:0.175,5:0.095,12:0.095",5.0,0.1753,6.0,0.1731,0.6794,0.1871,0.1863,10495.0,10497.0,10501.0,0.0034,0.0051,0.2009,0.0311,154.84260204081633,0.9748,0.13822615148082767
ROBOT_MOPPING,ROBOT,3,10000,11011.26865,7.9137,32.0574,16.0265,16.0309,8.0,0.18904109589041096,"8:0.189,4:0.098,6:0.094",4.0,0.1846,4.0,0.182,0.7803,0.1495,0.1523,12034.0,12120.0,12034.0,0.002,0.00875,0.15695,0.0336,199.04005102040816,0.9757,0.11148258001520225
ROBOT_MOPPING,ROBOT,4,10000,11750.05785,8.3693,32.0927,16.0461,16.0466,8.0,0.1883176614881439,"8:0.188,6:0.099,5:0.098",4.0,0.1911,6.0,0.191,0.8587,0.094,0.095,12024.0,11882.0,12024.0,0.0027,0.00715,0.12715,0.035,192.18928571428572,0.9768,0.09213289101269875
ROBOT_VACUUMING,ROBOT,2,10000,9747.13565,7.1303,32.1517,16.0794,16.0723,8.0,0.16922518700457742,"8:0.169,12:0.092,5:0.091",5.0,0.1607,5.0,0.1609,0.7494,0.2495,0.2471,9636.0,9659.0,9636.0,0.0042,0.00605,0.16295,0.0311,161.66938775510204,0.9755,0.113172159948433
ROBOT_VACUUMING,ROBOT,3,10000,9125.04675,6.7227,32.0574,16.0265,16.0309,8.0,0.17140568682418902,"8:0.171,12:0.088,4:0.088",4.0,0.1499,4.0,0.1543,0.5379,0.2969,0.2894,8850.0,8858.0,8869.0,0.0031,0.01445,0.26445,0.0336,136.0155612244898,0.9755,0.17976054640417188
ROBOT_VACUUMING,ROBOT,4,10000,8628.14495,6.4069,32.0927,16.0461,16.0466,8.0,0.15887631909731356,"8:0.159,12:0.088,6:0.085",4.0,0.1405,6.0,0.1442,0.5738,0.331,0.3243,8657.0,8665.0,8657.0,0.0046,0.012,0.247,0.035,117.77683673469387,0.9761,0.16721977367398758
SLEEP_POD_COTTON,SLEEP_POD,2,10000,10737.58295,9.4377,59.1043,29.5557,29.5486,15.0,0.11963479382722175,"15:0.120,20:0.065,22:0.063",13.0,0.1133,13.0,0.1132,0.9684,0.0137,0.0137,10516.0,10527.0,10516.0,0.0023,0.002,0.1378,0.0311,211.205,0.9749,0.1048278718589987
SLEEP_POD_COTTON,SLEEP_POD,3,10000,11347.5816,9.9012,59.1236,29.5596,29.564,15.0,0.11458746529155098,"15:0.115,21:0.064,19:0.064",8.0,0.1134,8.0,0.1126,0.9664,0.0139,0.014,10783.0,10798.0,10805.0,0.0022,0.00795,0.20005,0.0336,159.71576530612245,0.9756,0.14695231114992494
SLEEP_POD_COTTON,SLEEP_POD,4,10000,12497.67735,10.8117,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,12762.0,12831.0,12775.0,0.002,0.01235,0.28495,0.035,246.3159693877551,0.978,0.20321660839207945
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,10000,10768.7459,9.465,59.1043,29.5557,29.5486,15.0,0.11959811461175887,"15:0.120,20:0.065,22:0.063",13.0,0.1133,13.0,0.1133,0.9688,0.0135,0.0135,10474.0,10505.0,10469.0,0.0024,0.00515,0.14215,0.0311,216.21188775510205,0.9764,0.10752773517760998
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,10000,10476.4434,9.2244,59.1236,29.5596,29.564,15.0,0.11457764991815882,"15:0.115,21:0.064,19:0.063",8.0,0.1133,8.0,0.1126,0.9651,0.0148,0.0145,10506.0,10502.0,10506.0,0.0029,0.01185,0.12385,0.0336,170.50872448979592,0.9758,0.09681900965179721
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,10000,10859.13585,9.5109,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,11062.0,11074.0,11019.0,0.0032,0.0032,0.1519,0.035,162.36566326530613,0.9734,0.1158694819700715
SLEEP_POD_NYLON,SLEEP_POD,2,10000,9511.1883,8.4758,59.1043,29.5557,29.5486,15.0,0.11664082555982004,"15:0.117,20:0.063,22:0.063",13.0,0.1066,13.0,0.1082,0.8773,0.0609,0.0605,9256.0,9266.0,9256.0,0.0025,0.0035,0.1117,0.0311,127.78948979591837,0.9747,0.08597120185033873
SLEEP_POD_NYLON,SLEEP_POD,3,10000,9224.39885,8.2383,59.1236,29.5596,29.564,15.0,0.1106350025813113,"15:0.111,19:0.061,21:0.061",8.0,0.1042,8.0,0.1036,0.8262,0.0903,0.0926,9569.0,9531.0,9569.0,0.0033,0.0095,0.1402,0.0336,146.46428571428572,0.9749,0.10555299844613437
SLEEP_POD_NYLON,SLEEP_POD,4,10000,10173.83055,8.9799,59.0519,29.5257,29.5262,15.0,0.11742188859337327,"15:0.117,18:0.064,16:0.063",13.0,0.1157,13.0,0.115,0.9532,0.0202,0.0187,9975.0,9986.0,9975.0,0.0034,0.00995,0.10735,0.035,125.03102040816327,0.9747,0.08654082716629091
SLEEP_POD_POLYESTER,SLEEP_POD,2,10000,10696.7835,9.4038,59.1043,29.5557,29.5486,15.0,0.11947671532121934,"15:0.119,20:0.065,22:0.063",13.0,0.1132,13.0,0.1131,0.9662,0.015,0.0146,10178.0,10201.0,10178.0,0.0028,0.00075,0.13875,0.0311,202.62311224489795,0.9768,0.1052805886520442
SLEEP_POD_POLYESTER,SLEEP_POD,3,10000,12015.35515,10.4341,59.1236,29.5596,29.564,15.0,0.11458746529155098,"15:0.115,21:0.064,19:0.064",8.0,0.1134,8.0,0.1126,0.9664,0.0139,0.014,11742.0,11819.0,11742.0,0.0031,0.01065,0.25525,0.0336,191.98535714285714,0.9765,0.18349896116964445
SLEEP_POD_POLYESTER,SLEEP_POD,4,10000,12809.5442,11.0492,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,12891.0,12905.0,12891.0,0.0031,0.0031,0.3166,0.035,146.21897959183673,0.976,0.22417001258593044
SLEEP_POD_SUEDE,SLEEP_POD,2,10000,10254.90605,9.0625,59.1043,29.5557,29.5486,15.0,0.11927518916766229,"15:0.119,20:0.065,22:0.063",13.0,0.112,13.0,0.1127,0.9556,0.0204,0.0197,9763.0,9773.0,9756.0,0.0027,0.0039,0.1017,0.0311,175.3884693877551,0.9729,0.08096892571088266
SLEEP_POD_SUEDE,SLEEP_POD,3,10000,11899.1903,10.3474,59.1236,29.5596,29.564,15.0,0.11458746529155098,"15:0.115,21:0.064,19:0.064",8.0,0.1134,8.0,0.1126,0.9664,0.0139,0.014,12076.0,12089.0,12084.0,0.0026,0.02105,0.20645,0.0336,197.8029081632653,0.9774,0.15170183650232322
SLEEP_POD_SUEDE,SLEEP_POD,4,10000,12038.16495,10.4385,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,11963.0,11976.0,11963.0,0.0028,0.00555,0.24215,0.035,179.13551020408164,0.976,0.17541083439674585
SNACKPACK_CHOCOLATE,SNACKPACK,2,10000,9961.20945,16.6809,160.2033,80.1052,80.0981,40.0,0.04490089553719828,"40:0.045,24:0.026,39:0.026",24.0,0.052,24.0,0.0517,0.9689,0.0018,0.0018,9902.0,9912.0,9902.0,0.0043,0.00095,0.15465,0.0311,88.29760204081633,0.9736,0.13867731224610688
SNACKPACK_CHOCOLATE,SNACKPACK,3,10000,9900.3468,16.5526,159.7746,79.8851,79.8895,40.0,0.045815152717175726,"40:0.046,46:0.026,20:0.026",20.0,0.0516,20.0,0.0517,0.9664,0.0016,0.0019,9942.0,9963.0,9942.0,0.0048,0.0146,0.1713,0.0336,75.46265306122449,0.9702,0.1524671629106997
SNACKPACK_CHOCOLATE,SNACKPACK,4,10000,9668.5587,16.18,159.9675,79.9835,79.984,40.0,0.04530359355638166,"40:0.045,54:0.026,36:0.026",36.0,0.0505,36.0,0.0507,0.965,0.0021,0.0021,9619.0,9638.0,9676.0,0.0044,0.0046,0.2004,0.035,87.7140306122449,0.9728,0.17145136262003235
SNACKPACK_PISTACHIO,SNACKPACK,2,10000,9655.60875,16.1945,160.2033,80.1052,80.0981,40.0,0.04490089553719828,"40:0.045,24:0.026,39:0.026",24.0,0.052,24.0,0.0517,0.9689,0.0018,0.0018,9539.0,9559.0,9559.0,0.0065,0.00105,0.19235,0.0311,80.85846938775511,0.9722,0.16112251685465306
SNACKPACK_PISTACHIO,SNACKPACK,3,10000,9487.3927,15.9062,159.7746,79.8851,79.8895,40.0,0.045815152717175726,"40:0.046,46:0.026,20:0.026",20.0,0.0516,20.0,0.0517,0.9664,0.0016,0.0019,9664.0,9700.0,9664.0,0.0045,0.01235,0.22095,0.0336,70.63683673469387,0.9727,0.18172141635410644
SNACKPACK_PISTACHIO,SNACKPACK,4,10000,9344.5303,15.6762,159.9675,79.9835,79.984,40.0,0.04530359355638166,"40:0.045,54:0.026,36:0.026",36.0,0.0505,36.0,0.0507,0.965,0.0021,0.0021,9417.0,9437.0,9417.0,0.0062,0.0094,0.2457,0.035,59.25020408163265,0.9687,0.19825088056934073
SNACKPACK_RASPBERRY,SNACKPACK,2,10000,10064.87245,16.8385,160.2033,80.1052,80.0981,40.0,0.04490089553719828,"40:0.045,24:0.026,39:0.026",24.0,0.052,24.0,0.0517,0.9689,0.0018,0.0018,9988.0,10058.0,10039.0,0.0042,-0.0022,0.155,0.0311,110.06311224489797,0.9744,0.13923528318035897
SNACKPACK_RASPBERRY,SNACKPACK,3,10000,10117.44635,16.8981,159.7746,79.8851,79.8895,40.0,0.045815152717175726,"40:0.046,46:0.026,20:0.026",20.0,0.0516,20.0,0.0517,0.9664,0.0016,0.0019,10243.0,10262.0,10241.0,0.0046,0.0131,0.1787,0.0336,95.69454081632654,0.9757,0.15816918894932278
SNACKPACK_RASPBERRY,SNACKPACK,4,10000,10051.1174,16.7908,159.9675,79.9835,79.984,40.0,0.04530359355638166,"40:0.045,54:0.026,36:0.026",36.0,0.0505,36.0,0.0507,0.965,0.0021,0.0021,9876.0,9918.0,9876.0,0.0043,0.00695,0.17875,0.035,94.66714285714286,0.973,0.15967939994339667
SNACKPACK_STRAWBERRY,SNACKPACK,2,10000,10295.3278,17.1988,160.2033,80.1052,80.0981,40.0,0.04490089553719828,"40:0.045,24:0.026,39:0.026",24.0,0.052,24.0,0.0517,0.9689,0.0018,0.0018,10311.0,10596.0,10311.0,0.0035,0.0027,0.1883,0.0311,116.94714285714285,0.9745,0.16123313667489236
SNACKPACK_STRAWBERRY,SNACKPACK,3,10000,10794.63975,17.9541,159.7746,79.8851,79.8895,40.0,0.045815152717175726,"40:0.046,46:0.026,20:0.026",20.0,0.0516,20.0,0.0517,0.9664,0.0016,0.0019,10712.0,10734.0,10722.0,0.0045,0.01985,0.28975,0.0336,95.37341836734694,0.9735,0.23087295775653857
SNACKPACK_STRAWBERRY,SNACKPACK,4,10000,11029.85795,18.3265,159.9675,79.9835,79.984,40.0,0.04530359355638166,"40:0.045,54:0.026,36:0.026",36.0,0.0505,36.0,0.0507,0.965,0.0021,0.0021,11001.0,11024.0,10958.0,0.0039,0.00805,0.32815,0.035,102.0269387755102,0.9762,0.2576603600765791
SNACKPACK_VANILLA,SNACKPACK,2,10000,10063.8341,16.833,160.2033,80.1052,80.0981,40.0,0.04490089553719828,"40:0.045,24:0.026,39:0.026",24.0,0.052,24.0,0.0517,0.9689,0.0018,0.0018,10032.0,10036.0,10015.0,0.0042,-0.0003,0.16,0.0311,98.01158163265306,0.9748,0.1425002438736381
SNACKPACK_VANILLA,SNACKPACK,3,10000,10026.5386,16.7542,159.7746,79.8851,79.8895,40.0,0.045815152717175726,"40:0.046,46:0.026,20:0.026",20.0,0.0516,20.0,0.0517,0.9664,0.0016,0.0019,10203.0,10224.0,9968.0,0.0046,0.01465,0.16995,0.0336,88.90428571428572,0.9728,0.1521286358902562
SNACKPACK_VANILLA,SNACKPACK,4,10000,10201.5347,17.0188,159.9675,79.9835,79.984,40.0,0.04530359355638166,"40:0.045,54:0.026,36:0.026",36.0,0.0505,36.0,0.0507,0.965,0.0021,0.0021,10183.0,10198.0,10183.0,0.0049,0.00455,0.19655,0.035,86.42025510204081,0.9734,0.17145098223019578
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,2,10000,9937.7182,8.813,59.1043,29.5557,29.5486,15.0,0.11897932204235365,"15:0.119,20:0.064,22:0.063",13.0,0.1119,13.0,0.1122,0.9473,0.0248,0.0237,9992.0,10003.0,9992.0,0.0047,0.00355,0.08345,0.0311,111.00984693877551,0.9713,0.06869316033454033
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,3,10000,9026.2545,8.0766,59.1236,29.5596,29.564,15.0,0.10826663885919863,"15:0.108,21:0.061,19:0.060",8.0,0.1021,8.0,0.1008,0.819,0.1095,0.1097,8785.0,8760.0,8818.0,0.0031,0.01155,0.14285,0.0336,133.73244897959182,0.9734,0.10684696005154183
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,4,10000,9191.6848,8.2096,59.0519,29.5257,29.5262,15.0,0.11204576043068641,"15:0.112,18:0.061,19:0.061",13.0,0.1057,13.0,0.1062,0.8283,0.0951,0.0989,9263.0,9273.0,9269.0,0.0039,0.00525,0.14125,0.035,115.30607142857143,0.9748,0.1064314329125802
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,2,10000,9636.6922,8.576,59.1043,29.5557,29.5486,15.0,0.11712030759890721,"15:0.117,20:0.063,22:0.062",13.0,0.1095,13.0,0.1105,0.8931,0.0525,0.0501,9206.0,9169.0,9187.0,0.0024,0.00515,0.10755,0.0311,175.01627551020408,0.9759,0.08366143080179299
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,3,10000,10011.40815,8.8449,59.1236,29.5596,29.564,15.0,0.11386657352427523,"15:0.114,21:0.064,19:0.063",8.0,0.1116,8.0,0.1111,0.9414,0.0274,0.0256,9627.0,9638.0,9627.0,0.0027,0.0114,0.1022,0.0336,154.98852040816325,0.9767,0.08213207423809472
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,4,10000,9793.1253,8.6804,59.0519,29.5257,29.5262,15.0,0.11660440745104922,"15:0.117,18:0.063,16:0.062",13.0,0.1127,13.0,0.1137,0.9203,0.0365,0.0358,9835.0,9846.0,9822.0,0.0033,0.0072,0.1016,0.035,104.97137755102041,0.9752,0.08220757465755796
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,2,10000,9788.14865,8.6867,59.1043,29.5557,29.5486,15.0,0.11822240056176958,"15:0.118,20:0.064,22:0.063",13.0,0.1104,13.0,0.1117,0.9266,0.0367,0.0326,9877.0,9893.0,9877.0,0.0041,0.00525,0.09045,0.0311,112.22321428571429,0.9741,0.07302324739983979
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,3,10000,9977.2997,8.8242,59.1236,29.5596,29.564,15.0,0.11394460124384943,"15:0.114,21:0.064,19:0.063",8.0,0.1118,8.0,0.111,0.937,0.029,0.0284,9815.0,9826.0,9815.0,0.0042,0.0119,0.1006,0.0336,175.19811224489797,0.9759,0.08104264783236521
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,4,10000,10488.4707,9.2254,59.0519,29.5257,29.5262,15.0,0.11780753968253968,"15:0.118,18:0.064,16:0.063",13.0,0.1156,13.0,0.1158,0.9621,0.0156,0.0144,10069.0,10080.0,10069.0,0.0031,0.0059,0.1259,0.035,149.49602040816328,0.9754,0.09890849175021886
TRANSLATOR_SPACE_GRAY,TRANSLATOR,2,10000,9707.22815,8.6269,59.1043,29.5557,29.5486,15.0,0.1184442541185954,"15:0.118,20:0.064,22:0.062",9.0,0.1095,13.0,0.1093,0.9095,0.0424,0.0445,9919.0,9930.0,9524.0,0.0022,0.00265,0.09955,0.0311,136.3369387755102,0.9762,0.07869976152161398
TRANSLATOR_SPACE_GRAY,TRANSLATOR,3,10000,9612.04765,8.5417,59.1236,29.5596,29.564,15.0,0.11275018344677513,"15:0.113,21:0.063,19:0.062",8.0,0.1097,8.0,0.1083,0.8922,0.0538,0.0539,9818.0,9829.0,9818.0,0.0033,0.01145,0.11245,0.0336,132.59938775510204,0.9765,0.08823784130862386
TRANSLATOR_SPACE_GRAY,TRANSLATOR,4,10000,8976.42985,8.0379,59.0519,29.5257,29.5262,15.0,0.11043121257289297,"15:0.110,18:0.060,19:0.059",13.0,0.1051,13.0,0.1056,0.7858,0.1164,0.116,8987.0,8997.0,9072.0,0.0025,0.0075,0.1619,0.035,172.69795918367348,0.9762,0.11950235239168296
TRANSLATOR_VOID_BLUE,TRANSLATOR,2,10000,10188.3893,9.003,59.1043,29.5557,29.5486,15.0,0.11920529801324503,"15:0.119,20:0.065,22:0.063",13.0,0.1125,13.0,0.1122,0.9548,0.0198,0.0213,10038.0,10049.0,10038.0,0.0031,0.0015,0.1013,0.0311,138.18367346938774,0.9743,0.08054516220605928
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,10000,11149.02545,9.7577,59.1236,29.5596,29.564,15.0,0.11458746529155098,"15:0.115,21:0.064,19:0.064",8.0,0.1134,8.0,0.1126,0.9664,0.0139,0.014,11302.0,11321.0,11315.0,0.0028,0.0135,0.1788,0.0336,173.72285714285715,0.9759,0.13297005917249663
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,10000,11238.32325,9.8133,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,11533.0,11546.0,11533.0,0.0033,0.00465,0.20055,0.035,131.09392857142856,0.9757,0.1477486538136651
UV_VISOR_AMBER,UV_VISOR,2,10000,9177.2059,11.8268,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,9507.0,9531.0,9507.0,0.0022,0.00315,0.31525,0.0311,126.22688775510204,0.9734,0.22542177533420854
UV_VISOR_AMBER,UV_VISOR,3,10000,7672.90135,10.0387,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,7783.0,7795.0,7783.0,0.0039,0.0115,0.2142,0.0336,117.4055612244898,0.975,0.16000753850769342
UV_VISOR_AMBER,UV_VISOR,4,10000,6884.9815,9.096,98.9347,49.4671,49.4676,25.0,0.0742770695898021,"25:0.074,28:0.040,33:0.039",13.0,0.0735,16.0,0.0728,0.9625,0.007,0.0073,6842.0,6853.0,6842.0,0.0044,0.0058,0.1139,0.035,118.94765306122449,0.9752,0.09474974281635741
UV_VISOR_MAGENTA,UV_VISOR,2,10000,10398.9058,13.2634,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10004.0,10020.0,10747.0,0.0023,0.01025,0.37815,0.0311,150.31127551020407,0.9754,0.26891029860061205
UV_VISOR_MAGENTA,UV_VISOR,3,10000,11358.40575,14.3765,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,11465.0,11483.0,11465.0,0.0039,0.0154,0.3374,0.0336,147.1684693877551,0.9755,0.24806403229711213
UV_VISOR_MAGENTA,UV_VISOR,4,10000,11578.06715,14.6349,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,11467.0,11485.0,11468.0,0.0029,0.0031,0.3277,0.035,159.73244897959182,0.9766,0.2442046269804512
UV_VISOR_ORANGE,UV_VISOR,2,10000,9876.90115,12.6553,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10071.0,10087.0,10106.0,0.0041,0.00755,0.36125,0.0311,149.2455612244898,0.9756,0.25632673853860777
UV_VISOR_ORANGE,UV_VISOR,3,10000,10574.22955,13.4513,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,10482.0,10499.0,10252.0,0.0026,0.0066,0.3435,0.0336,143.0948469387755,0.9754,0.2493058672093788
UV_VISOR_ORANGE,UV_VISOR,4,10000,10828.38795,13.7457,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,11210.0,11022.0,11372.0,0.0023,0.01325,0.32275,0.035,222.24367346938774,0.9772,0.23862957506154417
UV_VISOR_RED,UV_VISOR,2,10000,10777.55565,13.7181,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10836.0,10853.0,10775.0,0.0033,-0.00235,0.34265,0.0311,175.3119387755102,0.9772,0.24704898927963567
UV_VISOR_RED,UV_VISOR,3,10000,10624.18825,13.5135,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,10762.0,10525.0,10765.0,0.0024,0.0112,0.3552,0.0336,181.1804081632653,0.9761,0.2568006086861922
UV_VISOR_RED,UV_VISOR,4,10000,11788.13685,14.8867,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,11924.0,11946.0,11902.0,0.0029,0.0092,0.2967,0.035,238.78448979591838,0.9765,0.22476055735930076
UV_VISOR_YELLOW,UV_VISOR,2,10000,10790.3959,13.7314,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,11401.0,11419.0,11463.0,0.0024,0.00055,0.40405,0.0311,178.96994897959183,0.976,0.2855196504906944
UV_VISOR_YELLOW,UV_VISOR,3,10000,11408.83865,14.4349,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,11316.0,11242.0,11238.0,0.003,0.014,0.3066,0.0336,166.58566326530612,0.9766,0.22850230551770764
UV_VISOR_YELLOW,UV_VISOR,4,10000,10673.1477,13.5636,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,10008.0,10024.0,10008.0,0.0035,0.0062,0.411,0.035,160.59933673469388,0.9761,0.29402304098097976
