scan,key,side,horizon,count,edge,win
time_bucket,198,short,100,60,-9.4,0.11666666666666667
suffix,94,long,100,456,-9.414473684210526,0.21052631578947367
suffix,91,long,100,464,-9.431034482758621,0.17672413793103448
time_bucket,200,short,100,60,-9.5,0.11666666666666667
time_bucket,112,short,100,60,-9.533333333333333,0.05
suffix,90,long,100,470,-9.559574468085106,0.15531914893617021
suffix,93,long,100,460,-9.565217391304348,0.20434782608695654
suffix,87,long,100,492,-9.577235772357724,0.18495934959349594
suffix,68,long,100,319,-9.620689655172415,0.2225705329153605
suffix,96,long,100,488,-9.758196721311476,0.1864754098360656
time_bucket,195,short,100,60,-9.766666666666667,0.15
suffix,81,long,100,463,-9.76889848812095,0.20950323974082075
suffix,89,long,100,496,-9.92741935483871,0.23387096774193547
suffix,15,long,100,239,-9.99163179916318,0.17154811715481172
time_bucket,110,short,100,60,-10.083333333333334,0.11666666666666667
suffix,97,long,100,471,-10.116772823779193,0.18683651804670912
suffix,69,long,100,314,-10.207006369426752,0.2070063694267516
time_bucket,113,short,100,60,-10.233333333333333,0.05
suffix,9,long,100,266,-10.409774436090226,0.15789473684210525
suffix,85,long,100,483,-10.49896480331263,0.18426501035196688
suffix,83,long,100,492,-10.514227642276422,0.17682926829268292
suffix,1,long,100,407,-10.572481572481573,0.1547911547911548
time_bucket,192,short,100,60,-10.733333333333333,0.06666666666666667
time_bucket,193,short,100,60,-10.8,0.06666666666666667
suffix,2,long,100,392,-10.823979591836734,0.16581632653061223
time_bucket,196,short,100,60,-11.016666666666667,0.05
suffix,8,long,100,302,-11.066225165562914,0.16887417218543047
suffix,14,long,100,240,-11.1125,0.18333333333333332
suffix,99,long,100,416,-11.16826923076923,0.16826923076923078
time_bucket,190,short,100,60,-11.183333333333334,0.08333333333333333
suffix,6,long,100,337,-11.305637982195845,0.17210682492581603
suffix,0,long,100,410,-11.365853658536585,0.16341463414634147
time_bucket,194,short,100,60,-11.416666666666666,0.08333333333333333
suffix,4,long,100,356,-11.418539325842696,0.16292134831460675
suffix,84,long,100,475,-11.427368421052632,0.20210526315789473
time_bucket,185,short,100,60,-11.45,0.03333333333333333
suffix,88,long,100,465,-11.481720430107528,0.17204301075268819
suffix,98,long,100,441,-11.560090702947846,0.15419501133786848
suffix,7,long,100,294,-11.57482993197279,0.17687074829931973
time_bucket,191,short,100,60,-11.633333333333333,0.016666666666666666
suffix,21,long,100,161,-11.68944099378882,0.19875776397515527
suffix,5,long,100,335,-11.695522388059702,0.21194029850746268
suffix,19,long,100,163,-11.717791411042946,0.17177914110429449
suffix,18,long,100,202,-11.727722772277227,0.13366336633663367
time_bucket,188,short,100,60,-11.8,0.03333333333333333
time_bucket,186,short,100,60,-11.816666666666666,0.06666666666666667
time_bucket,120,short,100,60,-11.866666666666667,0.016666666666666666
time_bucket,189,short,100,60,-11.9,0.05
time_bucket,115,short,100,60,-11.916666666666666,0.05
time_bucket,187,short,100,60,-11.933333333333334,0.06666666666666667
time_bucket,127,short,100,60,-12.266666666666667,0.06666666666666667
time_bucket,116,short,100,60,-12.333333333333334,0.05
suffix,16,long,100,209,-12.334928229665072,0.14832535885167464
time_bucket,158,short,100,60,-12.35,0.03333333333333333
time_bucket,135,short,100,60,-12.433333333333334,0.05
time_bucket,136,short,100,60,-12.483333333333333,0.05
time_bucket,179,short,100,60,-12.733333333333333,0.03333333333333333
time_bucket,118,short,100,60,-12.766666666666667,0.03333333333333333
time_bucket,164,short,100,60,-12.9,0.03333333333333333
time_bucket,117,short,100,60,-12.916666666666666,0.03333333333333333
time_bucket,178,short,100,60,-12.933333333333334,0.06666666666666667
time_bucket,114,short,100,60,-13.033333333333333,0.05
time_bucket,129,short,100,60,-13.133333333333333,0.05
time_bucket,137,short,100,60,-13.2,0.05
time_bucket,153,short,100,60,-13.233333333333333,0.03333333333333333
time_bucket,131,short,100,60,-13.266666666666667,0.03333333333333333
time_bucket,134,short,100,60,-13.283333333333333,0.05
time_bucket,144,short,100,60,-13.283333333333333,0.05
suffix,23,long,100,127,-13.291338582677165,0.2440944881889764
time_bucket,138,short,100,60,-13.3,0.016666666666666666
time_bucket,184,short,100,60,-13.4,0.016666666666666666
time_bucket,162,short,100,60,-13.516666666666667,0.016666666666666666
time_bucket,145,short,100,60,-13.533333333333333,0.03333333333333333
time_bucket,151,short,100,60,-13.6,0.03333333333333333
time_bucket,142,short,100,60,-13.616666666666667,0.016666666666666666
time_bucket,130,short,100,60,-13.633333333333333,0.016666666666666666
time_bucket,172,short,100,60,-13.65,0.05
time_bucket,154,short,100,60,-13.683333333333334,0.0
time_bucket,183,short,100,60,-13.733333333333333,0.03333333333333333
time_bucket,121,short,100,60,-13.75,0.06666666666666667
suffix,17,long,100,212,-13.787735849056604,0.12264150943396226
time_bucket,132,short,100,60,-13.816666666666666,0.03333333333333333
time_bucket,167,short,100,60,-13.9,0.05
time_bucket,119,short,100,60,-13.916666666666666,0.0
time_bucket,122,short,100,60,-13.916666666666666,0.0
time_bucket,139,short,100,60,-13.933333333333334,0.03333333333333333
time_bucket,161,short,100,60,-13.933333333333334,0.03333333333333333
time_bucket,140,short,100,60,-13.95,0.03333333333333333
time_bucket,133,short,100,60,-14.016666666666667,0.05
time_bucket,155,short,100,60,-14.05,0.06666666666666667
suffix,3,long,100,400,-14.0775,0.1475
time_bucket,173,short,100,60,-14.083333333333334,0.03333333333333333
time_bucket,175,short,100,60,-14.083333333333334,0.03333333333333333
time_bucket,143,short,100,60,-14.1,0.016666666666666666
time_bucket,171,short,100,60,-14.133333333333333,0.016666666666666666
time_bucket,152,short,100,60,-14.15,0.03333333333333333
time_bucket,126,short,100,60,-14.15,0.016666666666666666
time_bucket,168,short,100,60,-14.166666666666666,0.03333333333333333
time_bucket,149,short,100,60,-14.183333333333334,0.03333333333333333
time_bucket,169,short,100,60,-14.283333333333333,0.016666666666666666
time_bucket,141,short,100,60,-14.3,0.06666666666666667
time_bucket,159,short,100,60,-14.333333333333334,0.016666666666666666
time_bucket,148,short,100,60,-14.35,0.05
time_bucket,125,short,100,60,-14.35,0.0
time_bucket,163,short,100,60,-14.366666666666667,0.03333333333333333
time_bucket,156,short,100,60,-14.383333333333333,0.05
time_bucket,177,short,100,60,-14.466666666666667,0.016666666666666666
time_bucket,146,short,100,60,-14.483333333333333,0.05
time_bucket,123,short,100,60,-14.516666666666667,0.03333333333333333
time_bucket,176,short,100,60,-14.516666666666667,0.016666666666666666
time_bucket,182,short,100,60,-14.533333333333333,0.03333333333333333
time_bucket,128,short,100,60,-14.533333333333333,0.016666666666666666
suffix,22,long,100,148,-14.662162162162161,0.23648648648648649
time_bucket,170,short,100,60,-14.666666666666666,0.03333333333333333
time_bucket,174,short,100,60,-14.666666666666666,0.016666666666666666
time_bucket,157,short,100,60,-14.716666666666667,0.05
time_bucket,147,short,100,60,-14.716666666666667,0.03333333333333333
time_bucket,165,short,100,60,-14.9,0.016666666666666666
time_bucket,124,short,100,60,-14.95,0.016666666666666666
time_bucket,160,short,100,60,-15.0,0.0
time_bucket,180,short,100,60,-15.1,0.05
time_bucket,181,short,100,60,-15.183333333333334,0.05
time_bucket,150,short,100,60,-15.266666666666667,0.016666666666666666
time_bucket,166,short,100,60,-15.533333333333333,0.03333333333333333
suffix,25,long,100,114,-17.07894736842105,0.3333333333333333
suffix,20,long,100,171,-17.75438596491228,0.11695906432748537
suffix,26,long,100,74,-19.58108108108108,0.36486486486486486
