day,sym,px_vs_fair,qty,h,mo
1,VEV_5500,-0.32448036175295414,4,50,0.5
1,VEV_5500,-0.32448036175295414,4,200,0.5
1,VEV_6000,-0.00018099935267887985,4,10,0.5
1,VEV_6000,-0.00018099935267887985,4,50,0.5
1,VEV_6000,-0.00018099935267887985,4,200,0.5
1,VEV_6500,-2.155223044555241e-12,4,10,0.5
1,VEV_6500,-2.155223044555241e-12,4,50,0.5
1,VEV_6500,-2.155223044555241e-12,4,200,0.5
1,VEV_5400,-2.631818101633886,4,10,0.5
1,VEV_5400,-2.631818101633886,4,50,0.5
1,VEV_5400,-2.631818101633886,4,200,0.5
1,VEV_5500,0.6744266671612742,4,10,0.5
1,VEV_5500,0.6744266671612742,4,50,0.5
1,VEV_5500,0.6744266671612742,4,200,0.5
1,VEV_6000,-0.00018107768823032253,4,10,0.5
1,VEV_6000,-0.00018107768823032253,4,50,0.5
1,VEV_6000,-0.00018107768823032253,4,200,0.5
1,VEV_6500,-2.1678555247461778e-12,4,10,0.5
1,VEV_6500,-2.1678555247461778e-12,4,50,0.5
1,VEV_6500,-2.1678555247461778e-12,4,200,0.5
1,VEV_5300,1.2671588460336594,3,10,1.0
1,VEV_5300,1.2671588460336594,3,50,1.0
1,VEV_5300,1.2671588460336594,3,200,1.0
1,VEV_5400,-1.632645276279586,3,10,0.0
1,VEV_5400,-1.632645276279586,3,50,0.0
1,VEV_5400,-1.632645276279586,3,200,0.0
1,VEV_5500,0.6741176334413694,3,10,0.5
1,VEV_5500,0.6741176334413694,3,50,0.5
1,VEV_5500,0.6741176334413694,3,200,0.5
1,VEV_6000,-0.00018109979670215617,3,10,0.5
1,VEV_6000,-0.00018109979670215617,3,50,0.5
1,VEV_6000,-0.00018109979670215617,3,200,0.5
1,VEV_6500,-2.1909599819044735e-12,3,10,0.5
1,VEV_6500,-2.1909599819044735e-12,3,50,0.5
1,VEV_6500,-2.1909599819044735e-12,3,200,0.5
1,VEV_5400,-0.6347685229872795,2,10,0.0
1,VEV_5400,-0.6347685229872795,2,50,0.0
1,VEV_5400,-0.6347685229872795,2,200,0.0
1,VEV_5500,1.67332572931101,2,10,0.0
1,VEV_5500,1.67332572931101,2,50,0.0
1,VEV_5500,1.67332572931101,2,200,0.0
1,VEV_6000,-0.00018115590119611568,2,10,0.5
1,VEV_6000,-0.00018115590119611568,2,50,0.5
1,VEV_6000,-0.00018115590119611568,2,200,0.5
1,VEV_6500,-2.1796065148389754e-12,2,10,0.5
1,VEV_6500,-2.1796065148389754e-12,2,50,0.5
1,VEV_6500,-2.1796065148389754e-12,2,200,0.5
1,VEV_5300,-2.723626890076673,4,10,1.0
1,VEV_5300,-2.723626890076673,4,50,1.0
1,VEV_5300,-2.723626890076673,4,200,2.0
1,VEV_5400,-3.6281021539591087,4,10,0.5
1,VEV_5400,-3.6281021539591087,4,50,0.5
1,VEV_5400,-3.6281021539591087,4,200,1.0
1,VEV_5500,-0.32417404912837355,4,10,0.5
1,VEV_5500,-0.32417404912837355,4,50,0.5
1,VEV_5500,-0.32417404912837355,4,200,0.5
1,VEV_6000,-0.0001809730954467864,4,10,0.5
1,VEV_6000,-0.0001809730954467864,4,50,0.5
1,VEV_6000,-0.0001809730954467864,4,200,0.5
1,VEV_6500,-2.1924597848093184e-12,4,10,0.5
1,VEV_6500,-2.1924597848093184e-12,4,50,0.5
1,VEV_6500,-2.1924597848093184e-12,4,200,0.5
1,VEV_5500,0.6743107005088582,2,10,0.5
1,VEV_5500,0.6743107005088582,2,50,0.5
1,VEV_5500,0.6743107005088582,2,200,0.5
1,VEV_6000,-0.00018108086921028634,2,10,0.5
1,VEV_6000,-0.00018108086921028634,2,50,0.5
1,VEV_6000,-0.00018108086921028634,2,200,0.5
1,VEV_6500,-2.165626504940901e-12,2,10,0.5
1,VEV_6500,-2.165626504940901e-12,2,50,0.5
1,VEV_6500,-2.165626504940901e-12,2,200,0.5
1,VEV_5300,4.257463112041876,4,10,1.0
1,VEV_5300,4.257463112041876,4,50,1.0
1,VEV_5300,4.257463112041876,4,200,1.0
1,VEV_5400,-0.6373559490038794,4,10,0.5
1,VEV_5400,-0.6373559490038794,4,50,0.5
1,VEV_5400,-0.6373559490038794,4,200,1.0
1,VEV_5500,0.6723750091555551,4,10,1.0
1,VEV_5500,0.6723750091555551,4,50,1.0
1,VEV_5500,0.6723750091555551,4,200,1.0
1,VEV_6000,-0.0001812174055093427,4,10,0.5
1,VEV_6000,-0.0001812174055093427,4,50,0.5
1,VEV_6000,-0.0001812174055093427,4,200,0.5
1,VEV_6500,-2.167417578632619e-12,4,10,0.5
1,VEV_6500,-2.167417578632619e-12,4,50,0.5
1,VEV_6500,-2.167417578632619e-12,4,200,0.5
1,VEV_5400,-0.6382335029167585,4,10,0.5
1,VEV_5400,-0.6382335029167585,4,50,0.5
1,VEV_5400,-0.6382335029167585,4,200,0.5
1,VEV_5500,1.6720495906352824,4,10,0.0
1,VEV_5500,1.6720495906352824,4,50,0.0
1,VEV_5500,1.6720495906352824,4,200,0.0
1,VEV_6000,-0.00018123969025159864,4,10,0.5
1,VEV_6000,-0.00018123969025159864,4,50,0.5
1,VEV_6000,-0.00018123969025159864,4,200,0.5
1,VEV_6500,-2.1896219368458936e-12,4,10,0.5
1,VEV_6500,-2.1896219368458936e-12,4,50,0.5
1,VEV_6500,-2.1896219368458936e-12,4,200,0.5
1,VEV_5400,-5.616790241895568,4,10,0.5
1,VEV_5400,-5.616790241895568,4,50,0.5
1,VEV_5400,-5.616790241895568,4,200,0.5
1,VEV_6000,-0.00018064620626820826,4,10,0.5
1,VEV_6000,-0.00018064620626820826,4,50,0.5
1,VEV_6000,-0.00018064620626820826,4,200,0.5
1,VEV_6500,-2.1057842238216085e-12,4,10,0.5
1,VEV_6500,-2.1057842238216085e-12,4,50,0.5
1,VEV_6500,-2.1057842238216085e-12,4,200,0.5
1,VEV_5400,-5.6174698340294285,5,10,0.5
1,VEV_5400,-5.6174698340294285,5,50,0.5
1,VEV_5400,-5.6174698340294285,5,200,0.5
1,VEV_6000,-0.00018066411197101674,5,10,0.5
1,VEV_6000,-0.00018066411197101674,5,50,0.5
1,VEV_6000,-0.00018066411197101674,5,200,0.5
1,VEV_6500,-2.1242582402739997e-12,5,10,0.5
1,VEV_6500,-2.1242582402739997e-12,5,50,0.5
1,VEV_6500,-2.1242582402739997e-12,5,200,0.5
1,VEV_5300,-6.69498482136504,4,10,1.0
1,VEV_5300,-6.69498482136504,4,50,1.0
1,VEV_5300,-6.69498482136504,4,200,1.0
1,VEV_5500,-1.3188120321370178,4,10,0.5
1,VEV_5500,-1.3188120321370178,4,50,0.5
1,VEV_5500,-1.3188120321370178,4,200,0.5
1,VEV_6000,-0.00018056448943119677,4,10,0.5
1,VEV_6000,-0.00018056448943119677,4,50,0.5
1,VEV_6000,-0.00018056448943119677,4,200,0.5
1,VEV_6500,-2.1547140716427923e-12,4,10,0.5
1,VEV_6500,-2.1547140716427923e-12,4,50,0.5
1,VEV_6500,-2.1547140716427923e-12,4,200,0.5
1,VEV_5200,-11.6722760124876,2,10,2.0
1,VEV_5200,-11.6722760124876,2,50,2.0
1,VEV_5200,-11.6722760124876,2,200,1.5
1,VEV_5300,-5.694603969075487,2,10,1.0
1,VEV_5300,-5.694603969075487,2,50,1.0
1,VEV_5300,-5.694603969075487,2,200,1.0
1,VEV_5400,-5.613679624052267,2,10,0.5
1,VEV_5400,-5.613679624052267,2,50,0.5
1,VEV_5400,-5.613679624052267,2,200,0.5
1,VEV_5500,-1.3187045937444566,2,10,1.0
1,VEV_5500,-1.3187045937444566,2,50,1.0
1,VEV_5500,-1.3187045937444566,2,200,0.5
1,VEV_6000,-0.00018054874449387366,2,10,0.5
1,VEV_6000,-0.00018054874449387366,2,50,0.5
1,VEV_6000,-0.00018054874449387366,2,200,0.5
1,VEV_6500,-2.1295424055082902e-12,2,10,0.5
1,VEV_6500,-2.1295424055082902e-12,2,50,0.5
1,VEV_6500,-2.1295424055082902e-12,2,200,0.5
1,VEV_5400,-4.61508193861178,2,10,0.5
1,VEV_5400,-4.61508193861178,2,50,0.5
1,VEV_5400,-4.61508193861178,2,200,0.0
1,VEV_5500,-0.3192236010432019,2,10,0.5
1,VEV_5500,-0.3192236010432019,2,50,0.5
1,VEV_5500,-0.3192236010432019,2,200,0.5
1,VEV_6000,-0.00018058387573223955,2,10,0.5
1,VEV_6000,-0.00018058387573223955,2,50,0.5
1,VEV_6000,-0.00018058387573223955,2,200,0.5
1,VEV_6500,-2.1640907270355274e-12,2,10,0.5
1,VEV_6500,-2.1640907270355274e-12,2,50,0.5
1,VEV_6500,-2.1640907270355274e-12,2,200,0.5
1,VEV_5300,-2.7108937336970342,4,10,0.0
1,VEV_5300,-2.7108937336970342,4,50,0.0
1,VEV_5300,-2.7108937336970342,4,200,0.0
1,VEV_5400,-4.621656274999594,4,10,0.5
1,VEV_5400,-4.621656274999594,4,50,0.5
1,VEV_5400,-4.621656274999594,4,200,0.5
1,VEV_5500,-0.3216813570867849,4,10,0.5
1,VEV_5500,-0.3216813570867849,4,50,0.5
1,VEV_5500,-0.3216813570867849,4,200,0.5
1,VEV_6000,-0.00018076032695276464,4,10,0.5
1,VEV_6000,-0.00018076032695276464,4,50,0.5
1,VEV_6000,-0.00018076032695276464,4,200,0.5
1,VEV_6500,-2.140962545940734e-12,4,10,0.5
1,VEV_6500,-2.140962545940734e-12,4,50,0.5
1,VEV_6500,-2.140962545940734e-12,4,200,0.5
1,VEV_5400,-5.612192906683056,2,10,0.5
1,VEV_5400,-5.612192906683056,2,50,0.5
1,VEV_5400,-5.612192906683056,2,200,0.5
1,VEV_5500,-1.3181241620994513,2,10,1.0
1,VEV_5500,-1.3181241620994513,2,50,1.0
1,VEV_5500,-1.3181241620994513,2,200,1.0
1,VEV_6000,-0.00018049704912078985,2,10,0.5
1,VEV_6000,-0.00018049704912078985,2,50,0.5
1,VEV_6000,-0.00018049704912078985,2,200,0.5
1,VEV_6500,-2.203312794923026e-12,2,10,0.5
1,VEV_6500,-2.203312794923026e-12,2,50,0.5
1,VEV_6500,-2.203312794923026e-12,2,200,0.5
1,VEV_5500,-0.3184603793174219,5,10,0.0
1,VEV_5500,-0.3184603793174219,5,50,0.0
1,VEV_5500,-0.3184603793174219,5,200,0.5
1,VEV_6000,-0.0001805203249769867,5,10,0.5
1,VEV_6000,-0.0001805203249769867,5,50,0.5
1,VEV_6000,-0.0001805203249769867,5,200,0.5
1,VEV_6500,-2.157398734523439e-12,5,10,0.5
1,VEV_6500,-2.157398734523439e-12,5,50,0.5
1,VEV_6500,-2.157398734523439e-12,5,200,0.5
1,VEV_5300,-0.7186122293094144,4,10,1.0
1,VEV_5300,-0.7186122293094144,4,50,1.0
1,VEV_5300,-0.7186122293094144,4,200,0.0
1,VEV_5400,-3.6253144451614148,4,10,0.5
1,VEV_5400,-3.6253144451614148,4,50,0.5
1,VEV_5400,-3.6253144451614148,4,200,0.0
1,VEV_5500,-0.32299633340944567,4,10,0.5
1,VEV_5500,-0.32299633340944567,4,50,0.5
1,VEV_5500,-0.32299633340944567,4,200,0.5
1,VEV_6000,-0.00018083330606805895,4,10,0.5
1,VEV_6000,-0.00018083330606805895,4,50,0.5
1,VEV_6000,-0.00018083330606805895,4,200,0.5
1,VEV_6500,-2.124970392607682e-12,4,10,0.5
1,VEV_6500,-2.124970392607682e-12,4,50,0.5
1,VEV_6500,-2.124970392607682e-12,4,200,0.5
1,VEV_5300,-6.660012130279583,5,10,1.0
1,VEV_5300,-6.660012130279583,5,50,1.0
1,VEV_5300,-6.660012130279583,5,200,1.0
1,VEV_5400,-6.59636496309383,5,10,1.0
1,VEV_5400,-6.59636496309383,5,50,1.0
1,VEV_5400,-6.59636496309383,5,200,1.0
1,VEV_5500,-1.3120876516014341,5,10,0.5
1,VEV_5500,-1.3120876516014341,5,50,0.5
1,VEV_5500,-1.3120876516014341,5,200,0.5
1,VEV_6000,-0.0001800151861791697,5,10,0.5
1,VEV_6000,-0.0001800151861791697,5,50,0.5
1,VEV_6000,-0.0001800151861791697,5,200,0.5
1,VEV_6500,-2.13165463652844e-12,5,10,0.5
1,VEV_6500,-2.13165463652844e-12,5,50,0.5
1,VEV_6500,-2.13165463652844e-12,5,200,0.5
1,VEV_5300,-5.666539318738259,2,10,1.0
1,VEV_5300,-5.666539318738259,2,50,1.0
1,VEV_5300,-5.666539318738259,2,200,1.0
1,VEV_5400,-5.599370177551926,2,10,0.5
1,VEV_5400,-5.599370177551926,2,50,0.5
1,VEV_5400,-5.599370177551926,2,200,0.5
1,VEV_5500,-1.313130224594648,2,10,1.0
1,VEV_5500,-1.313130224594648,2,50,1.0
1,VEV_5500,-1.313130224594648,2,200,1.0
1,VEV_6000,-0.0001800571651131527,2,10,0.5
1,VEV_6000,-0.0001800571651131527,2,50,0.5
1,VEV_6000,-0.0001800571651131527,2,200,0.5
1,VEV_6500,-2.1403717641898713e-12,2,10,0.5
1,VEV_6500,-2.1403717641898713e-12,2,50,0.5
1,VEV_6500,-2.1403717641898713e-12,2,200,0.5
1,VEV_5300,-5.662269398846632,2,10,0.0
1,VEV_5300,-5.662269398846632,2,50,0.0
1,VEV_5300,-5.662269398846632,2,200,0.0
1,VEV_5400,-5.597266677445134,2,10,0.5
1,VEV_5400,-5.597266677445134,2,50,0.5
1,VEV_5400,-5.597266677445134,2,200,0.5
1,VEV_5500,-1.3123400211562952,2,10,0.5
1,VEV_5500,-1.3123400211562952,2,50,0.5
1,VEV_5500,-1.3123400211562952,2,200,0.5
1,VEV_6000,-0.00017999889609734325,2,10,0.5
1,VEV_6000,-0.00017999889609734325,2,50,0.5
1,VEV_6000,-0.00017999889609734325,2,200,0.5
1,VEV_6500,-2.1470376954732214e-12,2,10,0.5
1,VEV_6500,-2.1470376954732214e-12,2,50,0.5
1,VEV_6500,-2.1470376954732214e-12,2,200,0.5
1,VEV_5200,-7.650599641981373,2,10,1.5
1,VEV_5200,-7.650599641981373,2,50,1.5
1,VEV_5200,-7.650599641981373,2,200,1.5
1,VEV_5300,-3.6799428151217697,2,10,1.0
1,VEV_5300,-3.6799428151217697,2,50,1.0
1,VEV_5300,-3.6799428151217697,2,200,1.0
1,VEV_5400,-4.605828155107471,2,10,0.5
1,VEV_5400,-4.605828155107471,2,50,0.5
1,VEV_5400,-4.605828155107471,2,200,0.5
1,VEV_5500,-0.31549666088205086,2,10,0.5
1,VEV_5500,-0.31549666088205086,2,50,0.5
1,VEV_5500,-0.31549666088205086,2,200,0.5
1,VEV_6000,-0.0001802075755120069,2,10,0.5
1,VEV_6000,-0.0001802075755120069,2,50,0.5
1,VEV_6000,-0.0001802075755120069,2,200,0.5
1,VEV_6500,-2.1383094585590544e-12,2,10,0.5
1,VEV_6500,-2.1383094585590544e-12,2,50,0.5
1,VEV_6500,-2.1383094585590544e-12,2,200,0.5
1,VEV_5400,-7.562280435761089,3,10,0.5
1,VEV_5400,-7.562280435761089,3,50,0.5
1,VEV_5400,-7.562280435761089,3,200,0.5
1,VEV_6000,-0.00017899978071198464,3,10,0.5
1,VEV_6000,-0.00017899978071198464,3,50,0.5
1,VEV_6000,-0.00017899978071198464,3,200,0.5
1,VEV_6500,-2.1556514896880265e-12,3,10,0.5
1,VEV_6500,-2.1556514896880265e-12,3,50,0.5
1,VEV_6500,-2.1556514896880265e-12,3,200,0.5
1,VEV_5200,-16.520446530655846,4,10,0.5
1,VEV_5200,-16.520446530655846,4,50,0.5
1,VEV_5200,-16.520446530655846,4,200,-0.5
1,VEV_5300,-8.598257018714818,4,10,0.5
1,VEV_5300,-8.598257018714818,4,50,0.5
1,VEV_5300,-8.598257018714818,4,200,0.0
1,VEV_5500,-1.3002739903126113,4,10,0.5
1,VEV_5500,-1.3002739903126113,4,50,0.5
1,VEV_5500,-1.3002739903126113,4,200,0.5
1,VEV_6000,-0.0001790630486407361,4,10,0.5
1,VEV_6000,-0.0001790630486407361,4,50,0.5
1,VEV_6000,-0.0001790630486407361,4,200,0.5
1,VEV_6500,-2.1327445361173174e-12,4,10,0.5
1,VEV_6500,-2.1327445361173174e-12,4,50,0.5
1,VEV_6500,-2.1327445361173174e-12,4,200,0.5
1,VEV_5200,-21.428736593735508,4,10,1.0
1,VEV_5200,-21.428736593735508,4,50,1.0
1,VEV_5200,-21.428736593735508,4,200,1.0
1,VEV_5300,-11.540756392977855,4,10,1.0
1,VEV_5300,-11.540756392977855,4,50,1.0
1,VEV_5300,-11.540756392977855,4,200,1.0
1,VEV_5400,-8.537064464302944,4,10,0.5
1,VEV_5400,-8.537064464302944,4,50,0.5
1,VEV_5400,-8.537064464302944,4,200,0.5
1,VEV_5500,-2.289584772705471,4,10,0.5
1,VEV_5500,-2.289584772705471,4,50,0.5
1,VEV_5500,-2.289584772705471,4,200,0.5
1,VEV_6000,-0.00017826514007010259,4,10,0.5
1,VEV_6000,-0.00017826514007010259,4,50,0.5
1,VEV_6000,-0.00017826514007010259,4,200,0.5
1,VEV_6500,-2.0970708519162077e-12,4,10,0.5
1,VEV_6500,-2.0970708519162077e-12,4,50,0.5
1,VEV_6500,-2.0970708519162077e-12,4,200,0.5
1,VEV_5400,-9.497716942861754,2,10,1.0
1,VEV_5400,-9.497716942861754,2,50,1.0
1,VEV_5400,-9.497716942861754,2,200,1.0
1,VEV_5500,-2.2746959641733824,2,10,0.5
1,VEV_5500,-2.2746959641733824,2,50,0.5
1,VEV_5500,-2.2746959641733824,2,200,0.5
1,VEV_6000,-0.0001771249847615482,2,10,0.5
1,VEV_6000,-0.0001771249847615482,2,50,0.5
1,VEV_6000,-0.0001771249847615482,2,200,0.5
1,VEV_6500,-2.0767674047973074e-12,2,10,0.5
1,VEV_6500,-2.0767674047973074e-12,2,50,0.5
1,VEV_6500,-2.0767674047973074e-12,2,200,0.5
1,VEV_5300,-8.516256302052462,3,10,1.0
1,VEV_5300,-8.516256302052462,3,50,1.0
1,VEV_5300,-8.516256302052462,3,200,1.0
1,VEV_5400,-7.5235492761451574,3,10,0.5
1,VEV_5400,-7.5235492761451574,3,50,0.5
1,VEV_5400,-7.5235492761451574,3,200,0.5
1,VEV_5500,-1.2839154496411034,3,10,0.5
1,VEV_5500,-1.2839154496411034,3,50,0.5
1,VEV_5500,-1.2839154496411034,3,200,0.5
1,VEV_6000,-0.00017761018550039405,3,10,0.5
1,VEV_6000,-0.00017761018550039405,3,50,0.5
1,VEV_6000,-0.00017761018550039405,3,200,0.5
1,VEV_6500,-2.0515908627025484e-12,3,10,0.5
1,VEV_6500,-2.0515908627025484e-12,3,50,0.5
1,VEV_6500,-2.0515908627025484e-12,3,200,0.5
1,VEV_5400,-6.531672489251562,5,10,0.5
1,VEV_5400,-6.531672489251562,5,50,0.5
1,VEV_5400,-6.531672489251562,5,200,0.5
1,VEV_5500,-1.2866395529668715,5,10,0.5
1,VEV_5500,-1.2866395529668715,5,50,0.5
1,VEV_5500,-1.2866395529668715,5,200,0.5
1,VEV_6000,-0.0001776796618454951,5,10,0.5
1,VEV_6000,-0.0001776796618454951,5,50,0.5
1,VEV_6000,-0.0001776796618454951,5,200,0.5
1,VEV_6500,-2.1303099178316597e-12,5,10,0.5
1,VEV_6500,-2.1303099178316597e-12,5,50,0.5
1,VEV_6500,-2.1303099178316597e-12,5,200,0.5
1,VEV_5400,-4.575702352426706,2,10,0.5
1,VEV_5400,-4.575702352426706,2,50,0.5
1,VEV_5400,-4.575702352426706,2,200,0.5
1,VEV_5500,-0.30235439687564636,2,10,0.5
1,VEV_5500,-0.30235439687564636,2,50,0.5
1,VEV_5500,-0.30235439687564636,2,200,0.5
1,VEV_6000,-0.0001785047891900023,2,10,0.5
1,VEV_6000,-0.0001785047891900023,2,50,0.5
1,VEV_6000,-0.0001785047891900023,2,200,0.5
1,VEV_6500,-2.117413842024667e-12,2,10,0.5
1,VEV_6500,-2.117413842024667e-12,2,50,0.5
1,VEV_6500,-2.117413842024667e-12,2,200,0.5
1,VEV_5400,-3.616709912495441,5,10,1.0
1,VEV_5400,-3.616709912495441,5,50,1.0
1,VEV_5400,-3.616709912495441,5,200,1.0
1,VEV_5500,0.682411533990372,5,10,0.5
1,VEV_5500,0.682411533990372,5,50,0.5
1,VEV_5500,0.682411533990372,5,200,0.5
1,VEV_6000,-0.00017955599451157126,5,10,0.5
1,VEV_6000,-0.00017955599451157126,5,50,0.5
1,VEV_6000,-0.00017955599451157126,5,200,0.5
1,VEV_6500,-2.127862987615152e-12,5,10,0.5
1,VEV_6500,-2.127862987615152e-12,5,50,0.5
1,VEV_6500,-2.127862987615152e-12,5,200,0.5
1,VEV_5300,3.2211183075848524,5,10,1.0
1,VEV_5300,3.2211183075848524,5,50,1.0
1,VEV_5300,3.2211183075848524,5,200,1.5
1,VEV_5400,-2.648525892023656,5,10,1.0
1,VEV_5400,-2.648525892023656,5,50,1.0
1,VEV_5400,-2.648525892023656,5,200,1.0
1,VEV_5500,0.670948754200996,5,10,0.5
1,VEV_5500,0.670948754200996,5,50,0.5
1,VEV_5500,0.670948754200996,5,200,1.0
1,VEV_6000,-0.00018020107305179297,5,10,0.5
1,VEV_6000,-0.00018020107305179297,5,50,0.5
1,VEV_6000,-0.00018020107305179297,5,200,0.5
1,VEV_6500,-2.1254727834516515e-12,5,10,0.5
1,VEV_6500,-2.1254727834516515e-12,5,50,0.5
1,VEV_6500,-2.1254727834516515e-12,5,200,0.5
1,VEV_5400,0.27136145142854673,5,10,0.5
1,VEV_5400,0.27136145142854673,5,50,0.5
1,VEV_5400,0.27136145142854673,5,200,0.5
1,VEV_5500,1.6412537857859064,5,10,0.5
1,VEV_5500,1.6412537857859064,5,50,0.5
1,VEV_5500,1.6412537857859064,5,200,0.5
1,VEV_6000,-0.00018222002540016534,5,10,0.5
1,VEV_6000,-0.00018222002540016534,5,50,0.5
1,VEV_6000,-0.00018222002540016534,5,200,0.5
1,VEV_6500,-2.1635398848815556e-12,5,10,0.5
1,VEV_6500,-2.1635398848815556e-12,5,50,0.5
1,VEV_6500,-2.1635398848815556e-12,5,200,0.5
1,VEV_5300,7.085109924828629,2,10,1.0
1,VEV_5300,7.085109924828629,2,50,1.0
1,VEV_5300,7.085109924828629,2,200,1.0
1,VEV_5400,-0.7135317023858398,2,10,1.0
1,VEV_5400,-0.7135317023858398,2,50,1.0
1,VEV_5400,-0.7135317023858398,2,200,0.5
1,VEV_5500,1.6473558670105533,2,10,0.5
1,VEV_5500,1.6473558670105533,2,50,0.5
1,VEV_5500,1.6473558670105533,2,200,0.5
1,VEV_6000,-0.00018159864058159628,2,10,0.5
1,VEV_6000,-0.00018159864058159628,2,50,0.5
1,VEV_6000,-0.00018159864058159628,2,200,0.5
1,VEV_6500,-2.1535086922929383e-12,2,10,0.5
1,VEV_6500,-2.1535086922929383e-12,2,50,0.5
1,VEV_6500,-2.1535086922929383e-12,2,200,0.5
1,VEV_5300,7.077304072210879,4,10,0.5
1,VEV_5300,7.077304072210879,4,50,0.5
1,VEV_5300,7.077304072210879,4,200,0.5
1,VEV_5400,-0.7163867067461958,4,10,0.5
1,VEV_5400,-0.7163867067461958,4,50,0.5
1,VEV_5400,-0.7163867067461958,4,200,0.5
1,VEV_5500,1.646691672803449,4,10,0.5
1,VEV_5500,1.646691672803449,4,50,0.5
1,VEV_5500,1.646691672803449,4,200,0.5
1,VEV_6000,-0.00018148181806662642,4,10,0.5
1,VEV_6000,-0.00018148181806662642,4,50,0.5
1,VEV_6000,-0.00018148181806662642,4,200,0.5
1,VEV_6500,-2.134085076996449e-12,4,10,0.5
1,VEV_6500,-2.134085076996449e-12,4,50,0.5
1,VEV_6500,-2.134085076996449e-12,4,200,0.5
1,VEV_5400,3.158572984966085,4,10,0.0
1,VEV_5400,3.158572984966085,4,50,0.0
1,VEV_5400,3.158572984966085,4,200,-0.5
1,VEV_5500,3.6008849444518702,4,10,0.0
1,VEV_5500,3.6008849444518702,4,50,0.0
1,VEV_5500,3.6008849444518702,4,200,0.0
1,VEV_6000,-0.0001843637678194416,4,10,0.5
1,VEV_6000,-0.0001843637678194416,4,50,0.5
1,VEV_6000,-0.0001843637678194416,4,200,0.5
1,VEV_6500,-2.1874678253542358e-12,4,10,0.5
1,VEV_6500,-2.1874678253542358e-12,4,50,0.5
1,VEV_6500,-2.1874678253542358e-12,4,200,0.5
1,VEV_5400,-0.7180760127078578,4,10,0.5
1,VEV_5400,-0.7180760127078578,4,50,0.5
1,VEV_5400,-0.7180760127078578,4,200,0.5
1,VEV_5500,1.6480420443022936,4,10,0.5
1,VEV_5500,1.6480420443022936,4,50,0.5
1,VEV_5500,1.6480420443022936,4,200,0.5
1,VEV_6000,-0.0001805803433041729,4,10,0.5
1,VEV_6000,-0.0001805803433041729,4,50,0.5
1,VEV_6000,-0.0001805803433041729,4,200,0.5
1,VEV_6500,-2.15273455440602e-12,4,10,0.5
1,VEV_6500,-2.15273455440602e-12,4,50,0.5
1,VEV_6500,-2.15273455440602e-12,4,200,0.5
1,VEV_5400,2.175831029165945,4,10,0.5
1,VEV_5400,2.175831029165945,4,50,0.5
1,VEV_5400,2.175831029165945,4,200,0.5
1,VEV_5500,2.60893036736487,4,10,0.5
1,VEV_5500,2.60893036736487,4,50,0.5
1,VEV_5500,2.60893036736487,4,200,0.5
1,VEV_6000,-0.00018313760917703292,4,10,0.5
1,VEV_6000,-0.00018313760917703292,4,50,0.5
1,VEV_6000,-0.00018313760917703292,4,200,0.5
1,VEV_6500,-2.1676934118987318e-12,4,10,0.5
1,VEV_6500,-2.1676934118987318e-12,4,50,0.5
1,VEV_6500,-2.1676934118987318e-12,4,200,0.5
1,VEV_5400,-1.6734101225168594,3,10,0.5
1,VEV_5400,-1.6734101225168594,3,50,0.5
1,VEV_5400,-1.6734101225168594,3,200,0.5
1,VEV_5500,0.6668091951696269,3,10,0.5
1,VEV_5500,0.6668091951696269,3,50,0.5
1,VEV_5500,0.6668091951696269,3,200,1.0
1,VEV_6000,-0.00017841234286802322,3,10,0.5
1,VEV_6000,-0.00017841234286802322,3,50,0.5
1,VEV_6000,-0.00017841234286802322,3,200,0.5
1,VEV_6500,-2.0495856621777726e-12,3,10,0.5
1,VEV_6500,-2.0495856621777726e-12,3,50,0.5
1,VEV_6500,-2.0495856621777726e-12,3,200,0.5
1,VEV_5400,1.157809942852559,2,10,0.5
1,VEV_5400,1.157809942852559,2,50,0.5
1,VEV_5400,1.157809942852559,2,200,0.5
1,VEV_5500,2.6047618826035617,2,10,0.5
1,VEV_5500,2.6047618826035617,2,50,0.5
1,VEV_5500,2.6047618826035617,2,200,0.5
1,VEV_6000,-0.0001823850361281111,2,10,0.5
1,VEV_6000,-0.0001823850361281111,2,50,0.5
1,VEV_6000,-0.0001823850361281111,2,200,0.5
1,VEV_6500,-2.0867415242723344e-12,2,10,0.5
1,VEV_6500,-2.0867415242723344e-12,2,50,0.5
1,VEV_6500,-2.0867415242723344e-12,2,200,0.5
1,VEV_5400,-2.562883245870406,3,10,0.5
1,VEV_5400,-2.562883245870406,3,50,0.5
1,VEV_5400,-2.562883245870406,3,200,0.5
1,VEV_5500,0.7171559398547451,3,10,0.5
1,VEV_5500,0.7171559398547451,3,50,0.5
1,VEV_5500,0.7171559398547451,3,200,0.5
1,VEV_6000,-0.00017130234624976835,3,10,0.5
1,VEV_6000,-0.00017130234624976835,3,50,0.5
1,VEV_6000,-0.00017130234624976835,3,200,0.5
1,VEV_6500,-1.8636937434894765e-12,3,10,0.5
1,VEV_6500,-1.8636937434894765e-12,3,50,0.5
1,VEV_6500,-1.8636937434894765e-12,3,200,0.5
1,VEV_5400,-2.5436249516732623,4,10,0.5
1,VEV_5400,-2.5436249516732623,4,50,0.5
1,VEV_5400,-2.5436249516732623,4,200,0.5
