day,timestamp,trader,counterparty,product,side,direction,price,qty,bid,ask,mid,spread,signed_price_vs_mid,touch_distance,at_or_through_touch,inside_spread,future_mid_10,edge_10,mid_move_10,future_mid_50,edge_50,mid_move_50,future_mid_200,edge_200,mid_move_200,future_mid_500,edge_500,mid_move_500,future_mid_1000,edge_1000,mid_move_1000,future_mid_2000,edge_2000,mid_move_2000,future_mid_5000,edge_5000,mid_move_5000
1,374800,Mark 14,Mark 38,VEV_4000,buy,1,1242.0,3,1242.0,1263.0,1252.5,21.0,-10.5,-21.0,False,False,1251.5,9.5,-1.0,1251.5,9.5,-1.0,1251.5,9.5,-1.0,1251.5,9.5,-1.0,1247.5,5.5,-5.0,1246.5,4.5,-6.0,1250.5,8.5,-2.0
1,374800,Mark 38,Mark 14,VEV_4000,sell,-1,1242.0,3,1242.0,1263.0,1252.5,21.0,10.5,0.0,True,False,1251.5,-9.5,1.0,1251.5,-9.5,1.0,1251.5,-9.5,1.0,1251.5,-9.5,1.0,1247.5,-5.5,5.0,1246.5,-4.5,6.0,1250.5,-8.5,2.0
1,375100,Mark 14,Mark 38,HYDROGEL_PACK,buy,1,9947.0,2,9947.0,9963.0,9955.0,16.0,-8.0,-16.0,False,False,9958.0,11.0,3.0,9958.0,11.0,3.0,9959.0,12.0,4.0,9961.0,14.0,6.0,9961.0,14.0,6.0,9965.0,18.0,10.0,9949.0,2.0,-6.0
1,375100,Mark 38,Mark 14,HYDROGEL_PACK,sell,-1,9947.0,2,9947.0,9963.0,9955.0,16.0,8.0,0.0,True,False,9958.0,-11.0,-3.0,9958.0,-11.0,-3.0,9959.0,-12.0,-4.0,9961.0,-14.0,-6.0,9961.0,-14.0,-6.0,9965.0,-18.0,-10.0,9949.0,-2.0,6.0
1,376300,Mark 14,Mark 38,VEV_4000,buy,1,1236.0,2,1236.0,1257.0,1246.5,21.0,-10.5,-21.0,False,False,1247.5,11.5,1.0,1247.5,11.5,1.0,1245.5,9.5,-1.0,1246.5,10.5,0.0,1247.5,11.5,1.0,1249.5,13.5,3.0,1253.5,17.5,7.0
1,376300,Mark 38,Mark 14,VEV_4000,sell,-1,1236.0,2,1236.0,1257.0,1246.5,21.0,10.5,0.0,True,False,1247.5,-11.5,-1.0,1247.5,-11.5,-1.0,1245.5,-9.5,1.0,1246.5,-10.5,-0.0,1247.5,-11.5,-1.0,1249.5,-13.5,-3.0,1253.5,-17.5,-7.0
1,376600,Mark 01,Mark 22,VEV_5300,buy,1,46.0,5,46.0,48.0,47.0,2.0,-1.0,-2.0,False,False,47.0,1.0,0.0,47.0,1.0,0.0,47.0,1.0,0.0,48.0,2.0,1.0,48.0,2.0,1.0,47.5,1.5,0.5,49.0,3.0,2.0
1,376600,Mark 22,Mark 01,VEV_5300,sell,-1,46.0,5,46.0,48.0,47.0,2.0,1.0,0.0,True,False,47.0,-1.0,-0.0,47.0,-1.0,-0.0,47.0,-1.0,-0.0,48.0,-2.0,-1.0,48.0,-2.0,-1.0,47.5,-1.5,-0.5,49.0,-3.0,-2.0
1,376600,Mark 01,Mark 22,VEV_5400,buy,1,15.0,5,15.0,16.0,15.5,1.0,-0.5,-1.0,False,False,16.0,1.0,0.5,16.0,1.0,0.5,16.0,1.0,0.5,16.5,1.5,1.0,16.0,1.0,0.5,16.0,1.0,0.5,16.5,1.5,1.0
1,376600,Mark 22,Mark 01,VEV_5400,sell,-1,15.0,5,15.0,16.0,15.5,1.0,0.5,0.0,True,False,16.0,-1.0,-0.5,16.0,-1.0,-0.5,16.0,-1.0,-0.5,16.5,-1.5,-1.0,16.0,-1.0,-0.5,16.0,-1.0,-0.5,16.5,-1.5,-1.0
1,376600,Mark 01,Mark 22,VEV_5500,buy,1,6.0,5,6.0,7.0,6.5,1.0,-0.5,-1.0,False,False,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,7.0,1.0,0.5,6.5,0.5,0.0,6.5,0.5,0.0,7.5,1.5,1.0
1,376600,Mark 22,Mark 01,VEV_5500,sell,-1,6.0,5,6.0,7.0,6.5,1.0,0.5,0.0,True,False,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0,7.0,-1.0,-0.5,6.5,-0.5,-0.0,6.5,-0.5,-0.0,7.5,-1.5,-1.0
1,376600,Mark 01,Mark 22,VEV_6000,buy,1,0.0,5,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,376600,Mark 22,Mark 01,VEV_6000,sell,-1,0.0,5,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
1,376600,Mark 01,Mark 22,VEV_6500,buy,1,0.0,5,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,376600,Mark 22,Mark 01,VEV_6500,sell,-1,0.0,5,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
1,377900,Mark 14,Mark 22,VEV_5300,buy,1,47.0,2,47.0,49.0,48.0,2.0,-1.0,-2.0,False,False,48.0,1.0,0.0,48.0,1.0,0.0,48.0,1.0,0.0,48.0,1.0,0.0,48.0,1.0,0.0,49.0,2.0,1.0,48.5,1.5,0.5
1,377900,Mark 22,Mark 14,VEV_5300,sell,-1,47.0,2,47.0,49.0,48.0,2.0,1.0,0.0,True,False,48.0,-1.0,-0.0,48.0,-1.0,-0.0,48.0,-1.0,-0.0,48.0,-1.0,-0.0,48.0,-1.0,-0.0,49.0,-2.0,-1.0,48.5,-1.5,-0.5
1,377900,Mark 01,Mark 22,VEV_5500,buy,1,6.0,2,6.0,7.0,6.5,1.0,-0.5,-1.0,False,False,6.5,0.5,0.0,6.5,0.5,0.0,7.0,1.0,0.5,7.0,1.0,0.5,6.5,0.5,0.0,7.5,1.5,1.0,7.0,1.0,0.5
1,377900,Mark 22,Mark 01,VEV_5500,sell,-1,6.0,2,6.0,7.0,6.5,1.0,0.5,0.0,True,False,6.5,-0.5,-0.0,6.5,-0.5,-0.0,7.0,-1.0,-0.5,7.0,-1.0,-0.5,6.5,-0.5,-0.0,7.5,-1.5,-1.0,7.0,-1.0,-0.5
1,377900,Mark 01,Mark 22,VEV_6000,buy,1,0.0,2,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,377900,Mark 22,Mark 01,VEV_6000,sell,-1,0.0,2,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
1,377900,Mark 01,Mark 22,VEV_6500,buy,1,0.0,2,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,377900,Mark 22,Mark 01,VEV_6500,sell,-1,0.0,2,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
1,380100,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9957.0,6,9941.0,9957.0,9949.0,16.0,8.0,0.0,True,False,9947.0,-10.0,-2.0,9947.0,-10.0,-2.0,9948.0,-9.0,-1.0,9937.0,-20.0,-12.0,9940.0,-17.0,-9.0,9935.0,-22.0,-14.0,9938.0,-19.0,-11.0
1,380100,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9957.0,6,9941.0,9957.0,9949.0,16.0,-8.0,-16.0,False,False,9947.0,10.0,2.0,9947.0,10.0,2.0,9948.0,9.0,1.0,9937.0,20.0,12.0,9940.0,17.0,9.0,9935.0,22.0,14.0,9938.0,19.0,11.0
1,380700,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9948.0,4,9932.0,9948.0,9940.0,16.0,8.0,0.0,True,False,9939.0,-9.0,-1.0,9939.0,-9.0,-1.0,9941.0,-7.0,1.0,9942.0,-6.0,2.0,9938.0,-10.0,-2.0,9931.5,-16.5,-8.5,9933.0,-15.0,-7.0
1,380700,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9948.0,4,9932.0,9948.0,9940.0,16.0,-8.0,-16.0,False,False,9939.0,9.0,1.0,9939.0,9.0,1.0,9941.0,7.0,-1.0,9942.0,6.0,-2.0,9938.0,10.0,2.0,9931.5,16.5,8.5,9933.0,15.0,7.0
1,380900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5250.0,8,5250.0,5256.0,5253.0,6.0,-3.0,-6.0,False,False,5254.0,4.0,1.0,5254.0,4.0,1.0,5253.5,3.5,0.5,5254.5,4.5,1.5,5251.0,1.0,-2.0,5250.5,0.5,-2.5,5247.5,-2.5,-5.5
1,380900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,sell,-1,5250.0,8,5250.0,5256.0,5253.0,6.0,3.0,0.0,True,False,5254.0,-4.0,-1.0,5254.0,-4.0,-1.0,5253.5,-3.5,-0.5,5254.5,-4.5,-1.5,5251.0,-1.0,2.0,5250.5,-0.5,2.5,5247.5,2.5,5.5
1,381700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,buy,1,5255.0,8,5250.0,5255.0,5252.5,5.0,2.5,0.0,True,False,5251.5,-3.5,-1.0,5251.5,-3.5,-1.0,5251.0,-4.0,-1.5,5252.5,-2.5,0.0,5249.5,-5.5,-3.0,5248.5,-6.5,-4.0,5245.5,-9.5,-7.0
1,381700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,sell,-1,5255.0,8,5250.0,5255.0,5252.5,5.0,-2.5,-5.0,False,False,5251.5,3.5,1.0,5251.5,3.5,1.0,5251.0,4.0,1.5,5252.5,2.5,-0.0,5249.5,5.5,3.0,5248.5,6.5,4.0,5245.5,9.5,7.0
1,383300,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9945.0,5,9929.0,9945.0,9937.0,16.0,8.0,0.0,True,False,9935.0,-10.0,-2.0,9935.0,-10.0,-2.0,9937.0,-8.0,0.0,9939.0,-6.0,2.0,9939.5,-5.5,2.5,9940.0,-5.0,3.0,9942.5,-2.5,5.5
1,383300,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9945.0,5,9929.0,9945.0,9937.0,16.0,-8.0,-16.0,False,False,9935.0,10.0,2.0,9935.0,10.0,2.0,9937.0,8.0,-0.0,9939.0,6.0,-2.0,9939.5,5.5,-2.5,9940.0,5.0,-3.0,9942.5,2.5,-5.5
1,383600,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9948.0,4,9932.0,9948.0,9940.0,16.0,8.0,0.0,True,False,9939.5,-8.5,-0.5,9939.5,-8.5,-0.5,9939.0,-9.0,-1.0,9941.0,-7.0,1.0,9939.0,-9.0,-1.0,9932.0,-16.0,-8.0,9943.0,-5.0,3.0
1,383600,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9948.0,4,9932.0,9948.0,9940.0,16.0,-8.0,-16.0,False,False,9939.5,8.5,0.5,9939.5,8.5,0.5,9939.0,9.0,1.0,9941.0,7.0,-1.0,9939.0,9.0,1.0,9932.0,16.0,8.0,9943.0,5.0,-3.0
1,383700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5246.0,7,5246.0,5251.0,5248.5,5.0,-2.5,-5.0,False,False,5249.5,3.5,1.0,5249.5,3.5,1.0,5250.5,4.5,2.0,5249.5,3.5,1.0,5248.0,2.0,-0.5,5249.5,3.5,1.0,5245.5,-0.5,-3.0
1,383700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5246.0,7,5246.0,5251.0,5248.5,5.0,2.5,0.0,True,False,5249.5,-3.5,-1.0,5249.5,-3.5,-1.0,5250.5,-4.5,-2.0,5249.5,-3.5,-1.0,5248.0,-2.0,0.5,5249.5,-3.5,-1.0,5245.5,0.5,3.0
1,384200,Mark 14,Mark 38,VEV_4000,buy,1,1239.0,1,1239.0,1260.0,1249.5,21.0,-10.5,-21.0,False,False,1247.5,8.5,-2.0,1247.5,8.5,-2.0,1248.5,9.5,-1.0,1247.5,8.5,-2.0,1248.0,9.0,-1.5,1244.5,5.5,-5.0,1242.5,3.5,-7.0
1,384200,Mark 38,Mark 14,VEV_4000,sell,-1,1239.0,1,1239.0,1260.0,1249.5,21.0,10.5,0.0,True,False,1247.5,-8.5,2.0,1247.5,-8.5,2.0,1248.5,-9.5,1.0,1247.5,-8.5,2.0,1248.0,-9.0,1.5,1244.5,-5.5,5.0,1242.5,-3.5,7.0
1,384500,Mark 14,Mark 38,VEV_4000,buy,1,1238.0,3,1238.0,1259.0,1248.5,21.0,-10.5,-21.0,False,False,1248.5,10.5,0.0,1248.5,10.5,0.0,1247.5,9.5,-1.0,1248.5,10.5,0.0,1249.5,11.5,1.0,1245.5,7.5,-3.0,1243.5,5.5,-5.0
1,384500,Mark 38,Mark 14,VEV_4000,sell,-1,1238.0,3,1238.0,1259.0,1248.5,21.0,10.5,0.0,True,False,1248.5,-10.5,-0.0,1248.5,-10.5,-0.0,1247.5,-9.5,1.0,1248.5,-10.5,-0.0,1249.5,-11.5,-1.0,1245.5,-7.5,3.0,1243.5,-5.5,5.0
1,385800,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9943.0,6,9927.0,9943.0,9935.0,16.0,8.0,0.0,True,False,9931.0,-12.0,-4.0,9931.0,-12.0,-4.0,9933.5,-9.5,-1.5,9934.0,-9.0,-1.0,9939.5,-3.5,4.5,9941.0,-2.0,6.0,9947.0,4.0,12.0
1,385800,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9943.0,6,9927.0,9943.0,9935.0,16.0,-8.0,-16.0,False,False,9931.0,12.0,4.0,9931.0,12.0,4.0,9933.5,9.5,1.5,9934.0,9.0,1.0,9939.5,3.5,-4.5,9941.0,2.0,-6.0,9947.0,-4.0,-12.0
1,385900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5245.0,3,5245.0,5250.0,5247.5,5.0,-2.5,-5.0,False,False,5246.5,1.5,-1.0,5246.5,1.5,-1.0,5245.5,0.5,-2.0,5245.0,0.0,-2.5,5245.5,0.5,-2.0,5246.5,1.5,-1.0,5245.5,0.5,-2.0
1,385900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5245.0,3,5245.0,5250.0,5247.5,5.0,2.5,0.0,True,False,5246.5,-1.5,1.0,5246.5,-1.5,1.0,5245.5,-0.5,2.0,5245.0,-0.0,2.5,5245.5,-0.5,2.0,5246.5,-1.5,1.0,5245.5,-0.5,2.0
1,386000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5244.0,8,5244.0,5249.0,5246.5,5.0,-2.5,-5.0,False,False,5245.5,1.5,-1.0,5245.5,1.5,-1.0,5246.0,2.0,-0.5,5245.5,1.5,-1.0,5244.5,0.5,-2.0,5246.5,2.5,0.0,5244.5,0.5,-2.0
1,386000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5244.0,8,5244.0,5249.0,5246.5,5.0,2.5,0.0,True,False,5245.5,-1.5,1.0,5245.5,-1.5,1.0,5246.0,-2.0,0.5,5245.5,-1.5,1.0,5244.5,-0.5,2.0,5246.5,-2.5,-0.0,5244.5,-0.5,2.0
1,386800,Mark 38,Mark 14,VEV_4000,buy,1,1257.0,2,1236.0,1257.0,1246.5,21.0,10.5,0.0,True,False,1245.5,-11.5,-1.0,1245.5,-11.5,-1.0,1244.5,-12.5,-2.0,1246.5,-10.5,0.0,1246.5,-10.5,0.0,1245.5,-11.5,-1.0,1244.0,-13.0,-2.5
1,386800,Mark 14,Mark 38,VEV_4000,sell,-1,1257.0,2,1236.0,1257.0,1246.5,21.0,-10.5,-21.0,False,False,1245.5,11.5,1.0,1245.5,11.5,1.0,1244.5,12.5,2.0,1246.5,10.5,-0.0,1246.5,10.5,-0.0,1245.5,11.5,1.0,1244.0,13.0,2.5
1,390100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,buy,1,5244.0,10,5242.0,5244.0,5243.0,2.0,1.0,0.0,True,False,5245.0,1.0,2.0,5245.0,1.0,2.0,5245.0,1.0,2.0,5244.5,0.5,1.5,5244.0,0.0,1.0,5244.5,0.5,1.5,5239.0,-5.0,-4.0
1,390100,Mark 49,Mark 67,VELVETFRUIT_EXTRACT,sell,-1,5244.0,10,5242.0,5244.0,5243.0,2.0,-1.0,-2.0,False,False,5245.0,-1.0,-2.0,5245.0,-1.0,-2.0,5245.0,-1.0,-2.0,5244.5,-0.5,-1.5,5244.0,-0.0,-1.0,5244.5,-0.5,-1.5,5239.0,5.0,4.0
1,390800,Mark 14,Mark 38,VEV_4000,buy,1,1233.0,3,1233.0,1254.0,1243.5,21.0,-10.5,-21.0,False,False,1245.5,12.5,2.0,1245.5,12.5,2.0,1244.5,11.5,1.0,1244.5,11.5,1.0,1244.0,11.0,0.5,1243.5,10.5,0.0,1242.5,9.5,-1.0
1,390800,Mark 38,Mark 14,VEV_4000,sell,-1,1233.0,3,1233.0,1254.0,1243.5,21.0,10.5,0.0,True,False,1245.5,-12.5,-2.0,1245.5,-12.5,-2.0,1244.5,-11.5,-1.0,1244.5,-11.5,-1.0,1244.0,-11.0,-0.5,1243.5,-10.5,-0.0,1242.5,-9.5,1.0
1,392300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5242.0,5,5242.0,5247.0,5244.5,5.0,-2.5,-5.0,False,False,5244.5,2.5,0.0,5244.5,2.5,0.0,5243.5,1.5,-1.0,5243.5,1.5,-1.0,5246.5,4.5,2.0,5239.5,-2.5,-5.0,5240.5,-1.5,-4.0
1,392300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5242.0,5,5242.0,5247.0,5244.5,5.0,2.5,0.0,True,False,5244.5,-2.5,-0.0,5244.5,-2.5,-0.0,5243.5,-1.5,1.0,5243.5,-1.5,1.0,5246.5,-4.5,-2.0,5239.5,2.5,5.0,5240.5,1.5,4.0
1,393000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5242.0,4,5242.0,5247.0,5244.5,5.0,-2.5,-5.0,False,False,5244.0,2.0,-0.5,5244.0,2.0,-0.5,5244.5,2.5,0.0,5244.0,2.0,-0.5,5242.5,0.5,-2.0,5241.0,-1.0,-3.5,5240.5,-1.5,-4.0
1,393000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,sell,-1,5242.0,4,5242.0,5247.0,5244.5,5.0,2.5,0.0,True,False,5244.0,-2.0,0.5,5244.0,-2.0,0.5,5244.5,-2.5,-0.0,5244.0,-2.0,0.5,5242.5,-0.5,2.0,5241.0,1.0,3.5,5240.5,1.5,4.0
1,393900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5241.0,6,5241.0,5243.0,5242.0,2.0,-1.0,-2.0,False,False,5242.5,1.5,0.5,5242.5,1.5,0.5,5241.5,0.5,-0.5,5239.0,-2.0,-3.0,5240.5,-0.5,-1.5,5243.5,2.5,1.5,5238.5,-2.5,-3.5
1,393900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,sell,-1,5241.0,6,5241.0,5243.0,5242.0,2.0,1.0,0.0,True,False,5242.5,-1.5,-0.5,5242.5,-1.5,-0.5,5241.5,-0.5,0.5,5239.0,2.0,3.0,5240.5,0.5,1.5,5243.5,-2.5,-1.5,5238.5,2.5,3.5
1,394700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5237.0,8,5237.0,5242.0,5239.5,5.0,-2.5,-5.0,False,False,5240.5,3.5,1.0,5240.5,3.5,1.0,5240.5,3.5,1.0,5239.5,2.5,0.0,5242.5,5.5,3.0,5242.5,5.5,3.0,5240.5,3.5,1.0
1,394700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5237.0,8,5237.0,5242.0,5239.5,5.0,2.5,0.0,True,False,5240.5,-3.5,-1.0,5240.5,-3.5,-1.0,5240.5,-3.5,-1.0,5239.5,-2.5,-0.0,5242.5,-5.5,-3.0,5242.5,-5.5,-3.0,5240.5,-3.5,-1.0
1,394800,Mark 14,Mark 38,HYDROGEL_PACK,buy,1,9941.0,5,9941.0,9957.0,9949.0,16.0,-8.0,-16.0,False,False,9949.0,8.0,0.0,9949.0,8.0,0.0,9949.0,8.0,0.0,9947.0,6.0,-2.0,9944.0,3.0,-5.0,9947.0,6.0,-2.0,9943.0,2.0,-6.0
1,394800,Mark 38,Mark 14,HYDROGEL_PACK,sell,-1,9941.0,5,9941.0,9957.0,9949.0,16.0,8.0,0.0,True,False,9949.0,-8.0,-0.0,9949.0,-8.0,-0.0,9949.0,-8.0,-0.0,9947.0,-6.0,2.0,9944.0,-3.0,5.0,9947.0,-6.0,2.0,9943.0,-2.0,6.0
1,396000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,buy,1,5246.0,8,5241.0,5246.0,5243.5,5.0,2.5,0.0,True,False,5243.5,-2.5,0.0,5243.5,-2.5,0.0,5242.5,-3.5,-1.0,5241.5,-4.5,-2.0,5241.0,-5.0,-2.5,5240.5,-5.5,-3.0,5243.5,-2.5,0.0
1,396000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,sell,-1,5246.0,8,5241.0,5246.0,5243.5,5.0,-2.5,-5.0,False,False,5243.5,2.5,-0.0,5243.5,2.5,-0.0,5242.5,3.5,1.0,5241.5,4.5,2.0,5241.0,5.0,2.5,5240.5,5.5,3.0,5243.5,2.5,-0.0
1,396200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5240.0,7,5240.0,5245.0,5242.5,5.0,-2.5,-5.0,False,False,5242.5,2.5,0.0,5242.5,2.5,0.0,5241.5,1.5,-1.0,5242.5,2.5,0.0,5242.5,2.5,0.0,5238.5,-1.5,-4.0,5243.0,3.0,0.5
1,396200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,sell,-1,5240.0,7,5240.0,5245.0,5242.5,5.0,2.5,0.0,True,False,5242.5,-2.5,-0.0,5242.5,-2.5,-0.0,5241.5,-1.5,1.0,5242.5,-2.5,-0.0,5242.5,-2.5,-0.0,5238.5,1.5,4.0,5243.0,-3.0,-0.5
1,396300,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9956.0,4,9941.0,9956.0,9948.5,15.0,7.5,0.0,True,False,9951.0,-5.0,2.5,9951.0,-5.0,2.5,9950.0,-6.0,1.5,9947.0,-9.0,-1.5,9947.0,-9.0,-1.5,9936.0,-20.0,-12.5,9932.0,-24.0,-16.5
1,396300,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9956.0,4,9941.0,9956.0,9948.5,15.0,-7.5,-15.0,False,False,9951.0,5.0,-2.5,9951.0,5.0,-2.5,9950.0,6.0,-1.5,9947.0,9.0,1.5,9947.0,9.0,1.5,9936.0,20.0,12.5,9932.0,24.0,16.5
1,397800,Mark 38,Mark 14,HYDROGEL_PACK,buy,1,9950.0,4,9934.0,9950.0,9942.0,16.0,8.0,0.0,True,False,9943.0,-7.0,1.0,9943.0,-7.0,1.0,9940.0,-10.0,-2.0,9936.0,-14.0,-6.0,9943.5,-6.5,1.5,9943.0,-7.0,1.0,9927.0,-23.0,-15.0
1,397800,Mark 14,Mark 38,HYDROGEL_PACK,sell,-1,9950.0,4,9934.0,9950.0,9942.0,16.0,-8.0,-16.0,False,False,9943.0,7.0,-1.0,9943.0,7.0,-1.0,9940.0,10.0,2.0,9936.0,14.0,6.0,9943.5,6.5,-1.5,9943.0,7.0,-1.0,9927.0,23.0,15.0
1,398400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,buy,1,5235.0,6,5235.0,5240.0,5237.5,5.0,-2.5,-5.0,False,False,5238.5,3.5,1.0,5238.5,3.5,1.0,5238.5,3.5,1.0,5238.5,3.5,1.0,5239.5,4.5,2.0,5243.5,8.5,6.0,5241.5,6.5,4.0
1,398400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,sell,-1,5235.0,6,5235.0,5240.0,5237.5,5.0,2.5,0.0,True,False,5238.5,-3.5,-1.0,5238.5,-3.5,-1.0,5238.5,-3.5,-1.0,5238.5,-3.5,-1.0,5239.5,-4.5,-2.0,5243.5,-8.5,-6.0,5241.5,-6.5,-4.0
1,399700,Mark 01,Mark 22,VEV_5400,buy,1,14.0,5,14.0,15.0,14.5,1.0,-0.5,-1.0,False,False,14.5,0.5,0.0,14.5,0.5,0.0,15.0,1.0,0.5,14.5,0.5,0.0,15.5,1.5,1.0,15.5,1.5,1.0,15.5,1.5,1.0
1,399700,Mark 22,Mark 01,VEV_5400,sell,-1,14.0,5,14.0,15.0,14.5,1.0,0.5,0.0,True,False,14.5,-0.5,-0.0,14.5,-0.5,-0.0,15.0,-1.0,-0.5,14.5,-0.5,-0.0,15.5,-1.5,-1.0,15.5,-1.5,-1.0,15.5,-1.5,-1.0
1,399700,Mark 01,Mark 22,VEV_5500,buy,1,6.0,5,6.0,7.0,6.5,1.0,-0.5,-1.0,False,False,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0
1,399700,Mark 22,Mark 01,VEV_5500,sell,-1,6.0,5,6.0,7.0,6.5,1.0,0.5,0.0,True,False,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0,6.5,-0.5,-0.0
1,399700,Mark 01,Mark 22,VEV_6000,buy,1,0.0,5,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,399700,Mark 22,Mark 01,VEV_6000,sell,-1,0.0,5,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
1,399700,Mark 01,Mark 22,VEV_6500,buy,1,0.0,5,0.0,1.0,0.5,1.0,-0.5,-1.0,False,False,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1,399700,Mark 22,Mark 01,VEV_6500,sell,-1,0.0,5,0.0,1.0,0.5,1.0,0.5,0.0,True,False,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0,0.5,-0.5,-0.0
