timestamp,buyer,seller,symbol,currency,price,quantity,day,mark_side,counterparty,signed_qty,product,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,top_depth,price_vs_mid,price_vs_bid,price_vs_ask,book_relation,liquidity_proxy,side_sign,future_mid_t10,future_mid_t50,future_mid_t200,future_mid_t500,signed_mid_move_t10,edge_vs_trade_t10,signed_mid_move_t50,edge_vs_trade_t50,signed_mid_move_t200,edge_vs_trade_t200,signed_mid_move_t500,edge_vs_trade_t500,spread_pctile_in_product_day,top_depth_pctile_in_product_day
852900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,7,1,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5265,66,5267,10,5266.0,2,76,-1.0,0.0,-2.0,at_bid,taker_proxy,-1.0,5266.5,5266.5,5267.5,5270.0,-0.5,-1.5,-0.5,-1.5,-1.5,-2.5,-4.0,-5.0,0.0411,0.4747
856600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5269.0,3,1,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5269,23,5274,53,5271.5,5,76,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5272.0,5272.0,5271.5,5271.5,-0.5,-3.0,-0.5,-3.0,-0.0,-2.5,-0.0,-2.5,0.8202,0.4747
868700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5246.0,4,1,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5246,63,5251,19,5248.5,5,82,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5248.5,5248.5,5246.5,5244.5,-0.0,-2.5,-0.0,-2.5,2.0,-0.5,4.0,1.5,0.8202,0.6118
869600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,1,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5241,25,5246,25,5243.5,5,50,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5246.5,5246.5,5245.5,5246.5,-3.0,-5.5,-3.0,-5.5,-2.0,-4.5,-3.0,-5.5,0.8202,0.275
871500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,1,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5241,57,5246,20,5243.5,5,77,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5244.5,5244.5,5244.5,5243.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,0.8202,0.4983
873600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5238,15,5243,15,5240.5,5,30,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5241.5,5241.5,5241.5,5242.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,0.8202,0.0459
874400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,3,1,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5241,21,5246,71,5243.5,5,92,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5242.5,5242.5,5243.0,5244.5,-1.0,-3.5,-1.0,-3.5,-0.5,-3.0,1.0,-1.5,0.8202,0.7794
876500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5242.0,6,1,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5237,16,5242,60,5239.5,5,76,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5237.5,5237.5,5237.0,5237.5,-2.0,-4.5,-2.0,-4.5,-2.5,-5.0,-2.0,-4.5,0.8202,0.4747
876800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5235,23,5240,70,5237.5,5,93,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5237.0,5237.0,5237.5,5237.5,-0.5,-3.0,-0.5,-3.0,0.0,-2.5,0.0,-2.5,0.8202,0.7892
877600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5,1,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5234,17,5239,17,5236.5,5,34,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5236.5,5236.5,5238.5,5237.0,0.0,-2.5,0.0,-2.5,2.0,-0.5,0.5,-2.0,0.8202,0.1006
878500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5239.0,4,1,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5234,72,5239,25,5236.5,5,97,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5237.5,5237.5,5238.5,5236.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,0.0,-2.5,0.8202,0.8189
881800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,4,1,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5244,24,5249,68,5246.5,5,92,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5246.0,5246.0,5244.5,5247.5,0.5,-2.0,0.5,-2.0,2.0,-0.5,-1.0,-3.5,0.8202,0.7794
883800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5251.0,8,1,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5251,25,5253,8,5252.0,2,33,-1.0,0.0,-2.0,at_bid,taker_proxy,-1.0,5253.5,5253.5,5254.5,5255.5,-1.5,-2.5,-1.5,-2.5,-2.5,-3.5,-3.5,-4.5,0.0411,0.0768
883900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5251.0,3,1,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5251,17,5256,65,5253.5,5,82,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5254.5,5254.5,5255.0,5256.5,-1.0,-3.5,-1.0,-3.5,-1.5,-4.0,-3.0,-5.5,0.8202,0.6118
884200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5253.0,4,1,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5253,21,5258,61,5255.5,5,82,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5255.5,5255.5,5256.5,5256.5,-0.0,-2.5,-0.0,-2.5,-1.0,-3.5,-1.0,-3.5,0.8202,0.6118
884600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5254.0,7,1,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5254,52,5259,15,5256.5,5,67,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5256.5,5256.5,5256.5,5255.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,0.8202,0.3321
886600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5259.0,5,1,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5253,56,5259,56,5256.0,6,112,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5255.5,5255.5,5255.5,5256.5,-0.5,-3.5,-0.5,-3.5,-0.5,-3.5,0.5,-2.5,1.0,0.8789
890200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,4,1,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5240,52,5245,21,5242.5,5,73,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5243.5,5243.5,5244.5,5246.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-4.0,-6.5,0.8202,0.4183
891000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,3,1,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5245,22,5250,22,5247.5,5,44,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5248.5,5248.5,5249.5,5249.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-2.0,-4.5,0.8202,0.2107
899700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5247.0,5,1,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5247,53,5252,23,5249.5,5,76,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5250.5,5250.5,5249.5,5251.5,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,-2.0,-4.5,0.8202,0.4747
901000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5255.0,7,1,buy,Mark 01,7,VELVETFRUIT_EXTRACT,5250,15,5255,52,5252.5,5,67,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5251.0,5251.0,5252.5,5254.0,-1.5,-4.0,-1.5,-4.0,0.0,-2.5,1.5,-1.0,0.8202,0.3321
901900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5253.0,3,1,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5253,17,5258,17,5255.5,5,34,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5255.5,5255.5,5255.5,5255.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,0.8202,0.1006
904000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5261.0,6,1,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5256,18,5261,18,5258.5,5,36,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5258.5,5258.5,5259.5,5255.0,0.0,-2.5,0.0,-2.5,1.0,-1.5,-3.5,-6.0,0.8202,0.1232
905200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5257.0,6,1,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5257,22,5262,22,5259.5,5,44,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5258.5,5258.5,5257.5,5256.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,3.0,0.5,0.8202,0.2107
907000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,4,1,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5250,22,5255,22,5252.5,5,44,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5253.5,5253.5,5254.0,5253.5,1.0,-1.5,1.0,-1.5,1.5,-1.0,1.0,-1.5,0.8202,0.2107
907300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5252.0,4,1,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5252,16,5257,55,5254.5,5,71,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5254.5,5254.5,5253.5,5255.0,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,-0.5,-3.0,0.8202,0.3867
911600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5264.0,5,1,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5259,16,5264,57,5261.5,5,73,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5262.5,5262.5,5263.0,5264.5,1.0,-1.5,1.0,-1.5,1.5,-1.0,3.0,0.5,0.8202,0.4183
913100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,7,1,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5260,25,5265,25,5262.5,5,50,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5263.5,5263.5,5262.5,5263.5,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,-1.0,-3.5,0.8202,0.275
917300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5266.0,6,1,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5260,66,5266,66,5263.0,6,132,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5263.0,5263.0,5263.5,5262.5,0.0,-3.0,0.0,-3.0,0.5,-2.5,-0.5,-3.5,1.0,0.9608
923000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5270.0,6,1,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5270,20,5275,20,5272.5,5,40,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5273.5,5273.5,5275.5,5271.5,-1.0,-3.5,-1.0,-3.5,-3.0,-5.5,1.0,-1.5,0.8202,0.1672
931200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5271.0,6,1,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5271,60,5276,21,5273.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5274.5,5274.5,5275.5,5275.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-2.0,-4.5,0.8202,0.5903
936600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5262.0,7,1,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5262,22,5267,59,5264.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5261.0,5261.0,5263.5,5263.0,3.5,1.0,3.5,1.0,1.0,-1.5,1.5,-1.0,0.8202,0.5903
937800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5259.0,6,1,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5259,61,5265,61,5262.0,6,122,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5262.5,5262.5,5263.5,5262.5,-0.5,-3.5,-0.5,-3.5,-1.5,-4.5,-0.5,-3.5,1.0,0.9194
938200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5266.0,3,1,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5261,19,5266,19,5263.5,5,38,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5262.5,5262.5,5262.5,5262.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,0.8202,0.146
944800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5245.0,8,1,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5239,53,5245,53,5242.0,6,106,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5242.5,5242.5,5243.5,5245.5,0.5,-2.5,0.5,-2.5,1.5,-1.5,3.5,0.5,1.0,0.8536
946800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,8,1,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5243,21,5248,21,5245.5,5,42,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5244.5,5244.5,5244.5,5247.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,2.0,-0.5,0.8202,0.1898
951500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5262.0,6,1,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5257,19,5262,54,5259.5,5,73,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5259.5,5259.5,5259.5,5259.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.8202,0.4183
960700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5263.0,4,1,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5257,67,5263,67,5260.0,6,134,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5260.5,5260.5,5260.5,5263.0,0.5,-2.5,0.5,-2.5,0.5,-2.5,3.0,0.0,1.0,0.9683
963300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5267.0,5,1,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5267,24,5272,70,5269.5,5,94,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5269.0,5269.0,5269.5,5270.5,0.5,-2.0,0.5,-2.0,-0.0,-2.5,-1.0,-3.5,0.8202,0.8003
963500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5267.0,5,1,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5267,25,5272,25,5269.5,5,50,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5268.0,5268.0,5270.5,5273.5,1.5,-1.0,1.5,-1.0,-1.0,-3.5,-4.0,-6.5,0.8202,0.275
965000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5272.0,4,1,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5272,63,5277,24,5274.5,5,87,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5275.5,5275.5,5275.5,5273.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,1.0,-1.5,0.8202,0.7115
966200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5268.0,7,1,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5268,61,5273,18,5270.5,5,79,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5272.5,5272.5,5273.5,5273.5,-2.0,-4.5,-2.0,-4.5,-3.0,-5.5,-3.0,-5.5,0.8202,0.5428
972800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5256.0,3,1,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5256,49,5262,49,5259.0,6,98,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5259.5,5259.5,5259.5,5258.5,-0.5,-3.5,-0.5,-3.5,-0.5,-3.5,0.5,-2.5,1.0,0.8264
973300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5261.0,8,1,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5256,23,5261,59,5258.5,5,82,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5257.5,5257.5,5257.5,5255.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-3.0,-5.5,0.8202,0.6118
975400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5255.0,3,1,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5255,73,5260,25,5257.5,5,98,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5256.5,5256.5,5257.5,5258.0,1.0,-1.5,1.0,-1.5,-0.0,-2.5,-0.5,-3.0,0.8202,0.8264
982000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5257.0,3,1,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5252,18,5257,54,5254.5,5,72,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5254.5,5254.5,5253.0,5253.5,0.0,-2.5,0.0,-2.5,-1.5,-4.0,-1.0,-3.5,0.8202,0.4027
984900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5254.0,6,1,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5249,22,5254,22,5251.5,5,44,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5251.5,5251.5,5251.5,5252.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,0.8202,0.2107
988000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4,1,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5251,16,5256,50,5253.5,5,66,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5253.5,5253.5,5254.5,5252.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,-1.0,-3.5,0.8202,0.3221
991500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,4,1,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5260,16,5265,63,5262.5,5,79,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5262.5,5262.5,5262.5,5263.0,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.5,-3.0,0.8202,0.5428
991600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,7,1,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5260,16,5265,57,5262.5,5,73,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5262.5,5262.5,5261.5,5262.5,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,-0.0,-2.5,0.8202,0.4183
2700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5269.0,8,2,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5269,69,5275,69,5272.0,6,138,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5271.5,5271.5,5269.5,5273.0,0.5,-2.5,0.5,-2.5,2.5,-0.5,-1.0,-4.0,1.0,0.9856
2900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5272.0,8,2,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5267,25,5272,25,5269.5,5,50,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5270.5,5270.5,5272.5,5274.5,1.0,-1.5,1.0,-1.5,3.0,0.5,5.0,2.5,0.8155,0.2722
4800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5273.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5268,63,5273,21,5270.5,5,84,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5272.5,5272.5,5273.0,5273.5,2.0,-0.5,2.0,-0.5,2.5,0.0,3.0,0.5,0.8155,0.6554
5700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5273.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5273,69,5279,69,5276.0,6,138,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5274.5,5274.5,5276.0,5275.5,1.5,-1.5,1.5,-1.5,-0.0,-3.0,0.5,-2.5,1.0,0.9856
9900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,2,sell,Mark 22,-5,VELVETFRUIT_EXTRACT,5261,5,5265,60,5263.0,4,65,-2.0,0.0,-4.0,at_bid,taker_proxy,-1.0,5262.5,5262.5,5263.0,5262.0,0.5,-1.5,0.5,-1.5,-0.0,-2.0,1.0,-1.0,0.0779,0.3108
10700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,4,2,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5260,22,5265,22,5262.5,5,44,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5261.0,5261.0,5261.5,5264.5,-1.5,-4.0,-1.5,-4.0,-1.0,-3.5,2.0,-0.5,0.8155,0.2058
12600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,3,2,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5264,58,5269,18,5266.5,5,76,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5265.0,5265.0,5265.5,5266.0,1.5,-1.0,1.5,-1.0,1.0,-1.5,0.5,-2.0,0.8155,0.4817
13900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5269.0,4,2,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5264,15,5269,15,5266.5,5,30,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5266.5,5266.5,5266.5,5266.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.8155,0.0446
16300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5,2,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5270,16,5275,55,5272.5,5,71,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5273.0,5273.0,5273.5,5273.0,0.5,-2.0,0.5,-2.0,1.0,-1.5,0.5,-2.0,0.8155,0.3863
17400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5274.0,3,2,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5274,17,5279,66,5276.5,5,83,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5276.5,5276.5,5275.5,5273.5,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,3.0,0.5,0.8155,0.6355
23100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,4,2,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5264,58,5270,58,5267.0,6,116,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5266.5,5266.5,5264.5,5262.5,0.5,-2.5,0.5,-2.5,2.5,-0.5,4.5,1.5,1.0,0.8972
25500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,6,2,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5264,24,5269,68,5266.5,5,92,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5266.5,5266.5,5266.5,5267.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-1.0,-3.5,0.8155,0.7762
26500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5269.0,6,2,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5264,21,5269,21,5266.5,5,42,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5266.5,5266.5,5267.5,5266.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,0.0,-2.5,0.8155,0.1844
32500,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5266.0,4,2,buy,Mark 22,4,VELVETFRUIT_EXTRACT,5264,19,5266,5,5265.0,2,24,1.0,2.0,0.0,at_ask,taker_proxy,1.0,5266.5,5266.5,5266.5,5268.5,1.5,0.5,1.5,0.5,1.5,0.5,3.5,2.5,0.04,0.0057
33300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5271.0,7,2,buy,Mark 01,7,VELVETFRUIT_EXTRACT,5266,20,5271,67,5268.5,5,87,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5267.5,5267.5,5268.5,5269.0,-1.0,-3.5,-1.0,-3.5,0.0,-2.5,0.5,-2.0,0.8155,0.7093
35700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5270.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5265,20,5270,20,5267.5,5,40,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5266.5,5266.5,5268.0,5268.5,-1.0,-3.5,-1.0,-3.5,0.5,-2.0,1.0,-1.5,0.8155,0.1632
35800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,7,2,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5264,19,5269,64,5266.5,5,83,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5268.0,5268.0,5265.5,5266.5,-1.5,-4.0,-1.5,-4.0,1.0,-1.5,-0.0,-2.5,0.8155,0.6355
36100,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5271.0,4,2,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5266,22,5271,68,5268.5,5,90,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5268.5,5268.5,5266.5,5268.5,0.0,-2.5,0.0,-2.5,-2.0,-4.5,0.0,-2.5,0.8155,0.7527
38400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5265,23,5270,55,5267.5,5,78,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5267.0,5267.0,5267.0,5268.5,0.5,-2.0,0.5,-2.0,0.5,-2.0,-1.0,-3.5,0.8155,0.5249
41700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5254.0,5,2,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5249,23,5254,58,5251.5,5,81,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5252.0,5252.0,5250.5,5252.5,0.5,-2.0,0.5,-2.0,-1.0,-3.5,1.0,-1.5,0.8155,0.5935
42000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5247.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5247,23,5252,23,5249.5,5,46,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5251.0,5251.0,5252.5,5253.5,-1.5,-4.0,-1.5,-4.0,-3.0,-5.5,-4.0,-6.5,0.8155,0.2292
