timestamp,buyer,seller,symbol,currency,price,quantity,day,mark22_side,counterparty,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,top_depth,total_depth,vvf_mid,replay_vol,vol_locked,role,price_vs_mid,price_vs_bid,price_vs_ask,price_vs_v314159_fair,future_mid_t10,mark22_mo_t10,contra_mo_t10,future_mid_t50,mark22_mo_t50,contra_mo_t50,future_mid_t200,mark22_mo_t200,contra_mo_t200,future_mid_t500,mark22_mo_t500,contra_mo_t500,spread_pctile_in_product_day,top_depth_pctile_in_product_day,total_depth_pctile_in_product_day
901100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,19,1,23,0.5,1,42,42.0,5251.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-5.874663419070444e-05,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,41.89,41.89
901100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,11,1,15,0.5,1,26,26.0,5251.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-1.3520799054309149e-13,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,25.39,25.39
921000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,sell,Mark 01,17,24,18,28,17.5,1,52,52.0,5269.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.516486403410898,17.5,-0.5,0.5,17.5,-0.5,0.5,18.0,-1.0,1.0,18.0,-1.0,1.0,61.36,86.79,85.25
921000,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,sell,Mark 01,7,24,8,28,7.5,1,52,52.0,5269.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.877478359589224,7.5,-0.5,0.5,7.5,-0.5,0.5,7.5,-0.5,0.5,7.5,-0.5,0.5,84.73,85.83,85.24
921000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,24,1,28,0.5,1,52,52.0,5269.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.3144238235467195e-05,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.28,85.28
921000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,12,1,16,0.5,1,28,28.0,5269.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.5958641812837565e-14,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,37.78,37.78
928400,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,sell,Mark 01,8,19,9,22,8.5,1,41,41.0,5280.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,3.877622761250457,8.5,-0.5,0.5,8.5,-0.5,0.5,8.5,-0.5,0.5,8.0,0.0,-0.0,84.73,35.11,32.54
928400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,sell,Mark 01,0,19,1,22,0.5,1,41,41.0,5280.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.535974211460032e-05,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,32.55,32.55
928400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,sell,Mark 01,0,11,1,14,0.5,1,25,25.0,5280.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-4.8361963213266806e-14,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.99,14.99
936400,Mark 38,Mark 22,HYDROGEL_PACK,XIRECS,10006.0,3,1,sell,Mark 38,9999,13,10006,4,10002.5,7,17,70.0,5266.0,170.0,True,passive_sell_at_ask,3.5,7.0,0.0,,10005.0,1.0,-1.0,10005.0,1.0,-1.0,10006.0,0.0,-0.0,10005.0,1.0,-1.0,0.84,0.78,30.28
937300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,sell,Mark 01,15,16,16,20,15.5,1,36,36.0,5260.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.751570808090971,15.5,-0.5,0.5,15.5,-0.5,0.5,15.5,-0.5,0.5,16.0,-1.0,1.0,61.36,22.41,15.28
937300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,sell,Mark 01,6,16,7,20,6.5,1,36,36.0,5260.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.799458591399155,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,18.2,15.31
937300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,16,1,20,0.5,1,36,36.0,5260.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-9.384644320619459e-06,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,15.31,15.31
937300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,10,1,14,0.5,1,24,24.0,5260.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,6.185458218312958e-15,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.91,14.91
943100,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,sell,Mark 01,13,13,14,17,13.5,1,30,30.0,5246.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.5583601606019926,13.5,-0.5,0.5,13.5,-0.5,0.5,13.0,0.0,-0.0,13.0,0.0,-0.0,61.36,7.03,1.62
943100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,sell,Mark 01,5,13,6,17,5.5,1,30,30.0,5246.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.4204238671080045,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,84.73,3.74,1.64
943100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,13,1,17,0.5,1,30,30.0,5246.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-4.001467223026332e-06,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,1.64,1.64
943100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,13,1,17,0.5,1,30,30.0,5246.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-9.104051071729653e-15,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,50.29,50.29
948500,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,sell,Mark 01,45,19,47,23,46.0,2,42,42.0,5249.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,9.52578024882942,46.0,-1.0,1.0,46.0,-1.0,1.0,45.0,0.0,-0.0,46.0,-1.0,1.0,86.97,58.63,41.61
948500,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,sell,Mark 01,13,19,15,23,14.0,2,42,42.0,5249.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,2.151689847450932,14.0,-1.0,1.0,14.0,-1.0,1.0,13.5,-0.5,0.5,14.0,-1.0,1.0,100.0,47.55,41.81
948500,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,sell,Mark 01,5,19,6,23,5.5,1,42,42.0,5249.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.67153693843475,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,84.73,44.16,41.88
948500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,19,1,23,0.5,1,42,42.0,5249.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.060930890057445e-06,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,41.89,41.89
948500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,16,1,20,0.5,1,36,36.0,5249.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-1.5902777998768851e-15,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.07,85.07
948700,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5247.0,6,1,sell,Mark 67,5245,66,5247,6,5246.0,2,72,138.0,5246.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5249.5,-2.5,2.5,5249.5,-2.5,2.5,5247.5,-0.5,0.5,5249.5,-2.5,2.5,4.11,40.27,89.43
949400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5248.0,9,1,sell,Mark 67,5246,59,5248,9,5247.0,2,68,127.0,5247.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5250.5,-2.5,2.5,5250.5,-2.5,2.5,5250.5,-2.5,2.5,5249.5,-1.5,1.5,4.11,34.59,64.75
950300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,sell,Mark 01,14,23,15,28,14.5,1,51,51.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,3.1272452428691473,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,15.0,-1.0,1.0,61.36,79.77,77.64
950300,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,1,sell,Mark 01,5,23,6,28,5.5,1,51,51.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.6957147784855486,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,6.0,-1.0,1.0,84.73,78.49,77.62
950300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,23,1,28,0.5,1,51,51.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-1.7019271541691904e-06,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,77.67,77.67
950300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,10,1,15,0.5,1,25,25.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-8.951551953010015e-16,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.99,14.99
984700,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5251.0,9,1,sell,Mark 67,5249,54,5251,9,5250.0,2,63,117.0,5250.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5251.5,-0.5,0.5,5251.5,-0.5,0.5,5251.5,-0.5,0.5,5253.5,-2.5,2.5,4.11,29.5,40.3
986300,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5254.0,10,1,sell,Mark 67,5252,53,5254,10,5253.0,2,63,116.0,5253.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5255.0,-1.0,1.0,5255.0,-1.0,1.0,5254.5,-0.5,0.5,5256.5,-2.5,2.5,4.11,29.5,40.08
988100,Mark 14,Mark 22,VEV_5200,XIRECS,94.0,5,1,sell,Mark 14,94,3,96,8,95.0,2,11,37.0,5253.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,27.26574506819884,96.0,-2.0,2.0,96.0,-2.0,2.0,94.5,-0.5,0.5,94.5,-0.5,0.5,14.32,0.18,1.04
988100,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,sell,Mark 01,46,20,48,25,47.0,2,45,45.0,5253.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,30.615318430107948,47.5,-1.5,1.5,47.5,-1.5,1.5,47.0,-1.0,1.0,47.0,-1.0,1.0,86.97,65.07,50.56
988100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,sell,Mark 01,14,20,15,25,14.5,1,45,45.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,12.575822361791062,15.0,-1.0,1.0,15.0,-1.0,1.0,14.5,-0.5,0.5,14.5,-0.5,0.5,61.36,55.49,50.69
988100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,1,sell,Mark 01,5,20,6,25,5.5,1,45,45.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,4.956357996389488,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,84.73,52.6,50.73
988100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,20,1,25,0.5,1,45,45.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-4.508584811376917e-16,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,50.75,50.75
988100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,10,1,15,0.5,1,25,25.0,5253.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.174818111653236e-46,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.99,14.99
990300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,sell,Mark 01,15,17,16,22,15.5,1,39,39.0,5258.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,13.996708209647966,15.5,-0.5,0.5,15.5,-0.5,0.5,16.0,-1.0,1.0,16.0,-1.0,1.0,61.36,30.18,23.07
990300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,17,1,22,0.5,1,39,39.0,5258.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.535313458623652e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,23.11,23.11
990300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,15,1,20,0.5,1,35,35.0,5258.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-4.406615254766543e-55,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,75.36,75.36
9900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,2,buy,Mark 55,5261,5,5265,60,5263.0,4,65,125.0,5263.0,130.0,False,passive_buy_at_bid,-2.0,0.0,-4.0,,5262.5,1.5,-1.5,5262.5,1.5,-1.5,5263.0,2.0,-2.0,5262.0,1.0,-1.0,7.79,31.08,60.49
12100,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5268.0,5,2,sell,Mark 67,5266,72,5268,5,5267.0,2,77,149.0,5267.0,130.0,False,passive_sell_at_ask,1.0,2.0,0.0,,5268.5,-0.5,0.5,5268.5,-0.5,0.5,5268.5,-0.5,0.5,5266.5,1.5,-1.5,4.0,50.23,99.01
13100,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,2,sell,Mark 01,16,16,18,19,17.0,2,35,35.0,5266.0,130.0,False,taker_sell_at_bid,-1.0,0.0,-2.0,7.9888633912431715,17.0,-1.0,1.0,17.0,-1.0,1.0,17.5,-1.5,1.5,17.0,-1.0,1.0,100.0,15.61,8.74
13100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,2,sell,Mark 01,6,16,7,19,6.5,1,35,35.0,5266.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,4.6468425172702625,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,88.41,11.21,8.75
13100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,2,sell,Mark 01,0,16,1,19,0.5,1,35,35.0,5266.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499896042316757e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,8.75,8.75
13100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,2,sell,Mark 01,0,11,1,14,0.5,1,25,25.0,5266.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.348846075345556e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.72,14.72
20900,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,5,2,sell,Mark 01,53,23,55,28,54.0,2,51,51.0,5270.5,130.0,False,taker_sell_at_bid,-1.0,0.0,-2.0,22.34806076588446,54.0,-1.0,1.0,54.0,-1.0,1.0,53.0,0.0,-0.0,54.0,-1.0,1.0,89.55,83.02,77.21
20900,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,2,sell,Mark 01,17,23,19,28,18.0,2,51,51.0,5270.5,130.0,False,taker_sell_at_bid,-1.0,0.0,-2.0,8.988857572712309,18.0,-1.0,1.0,18.0,-1.0,1.0,17.5,-0.5,0.5,18.0,-1.0,1.0,100.0,79.2,77.27
20900,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,2,sell,Mark 01,7,23,8,28,7.5,1,51,51.0,5270.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,5.646841242203246,7.5,-0.5,0.5,7.5,-0.5,0.5,7.0,0.0,-0.0,7.5,-0.5,0.5,88.41,77.83,77.3
20900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,2,sell,Mark 01,0,23,1,28,0.5,1,51,51.0,5270.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499911609932245e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,77.3,77.3
20900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,2,sell,Mark 01,0,12,1,17,0.5,1,29,29.0,5270.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.34886113281261e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,37.6,37.6
23500,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,2,2,sell,Mark 01,16,21,17,23,16.5,1,44,44.0,5264.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,7.9888635157335735,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,67.18,54.67,50.37
23500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,2,sell,Mark 01,6,21,7,23,6.5,1,44,44.0,5264.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,4.646842544568226,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,88.41,51.95,50.47
23500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,2,sell,Mark 01,0,21,1,23,0.5,1,44,44.0,5264.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499894425475237e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,50.47,50.47
23500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,2,sell,Mark 01,0,14,1,16,0.5,1,30,30.0,5264.0,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.348845750672602e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,49.64,49.64
29500,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,2,2,sell,Mark 01,16,15,18,17,17.0,2,32,32.0,5266.5,130.0,False,taker_sell_at_bid,-1.0,0.0,-2.0,7.9888597378459,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,100.0,10.13,4.32
29500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,2,sell,Mark 01,6,15,7,17,6.5,1,32,32.0,5266.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,4.646841716689655,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,88.41,6.51,4.34
29500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,2,sell,Mark 01,0,15,1,17,0.5,1,32,32.0,5266.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499908642077749e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,4.34,4.34
29500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,2,sell,Mark 01,0,18,1,20,0.5,1,38,38.0,5266.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.348855526693947e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,92.61,92.61
32500,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5266.0,4,2,sell,Mark 55,5264,19,5266,5,5265.0,2,24,111.0,5265.0,130.0,False,passive_sell_at_ask,1.0,2.0,0.0,,5266.5,-0.5,0.5,5266.5,-0.5,0.5,5266.5,-0.5,0.5,5268.5,-2.5,2.5,4.0,0.57,26.82
41900,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,2,sell,Mark 01,13,13,14,5,13.5,1,18,28.0,5250.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,4.988877058317822,13.5,-0.5,0.5,13.5,-0.5,0.5,14.0,-1.0,1.0,14.5,-1.5,1.5,67.18,0.04,0.08
41900,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,2,2,sell,Mark 01,5,13,6,15,5.5,1,28,28.0,5250.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,3.64684551234685,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,88.41,1.27,0.09
41900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,2,sell,Mark 01,0,13,1,15,0.5,1,28,28.0,5250.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499851994823079e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,0.09,0.09
41900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,2,sell,Mark 01,0,15,1,17,0.5,1,32,32.0,5250.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.348810694310303e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,61.89,61.89
42900,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,2,sell,Mark 01,14,21,15,25,14.5,1,46,46.0,5253.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,5.988873217461428,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,67.18,62.75,59.31
42900,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,2,sell,Mark 01,5,21,6,25,5.5,1,46,46.0,5253.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,3.6468446706607116,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,88.41,60.53,59.38
42900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,2,sell,Mark 01,0,21,1,25,0.5,1,46,46.0,5253.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-8.499860856678496e-08,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,59.38,59.38
42900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,2,sell,Mark 01,0,16,1,20,0.5,1,36,36.0,5253.5,130.0,False,taker_sell_at_bid,-0.5,0.0,-1.0,-4.348820634550126e-19,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.2,85.2
45100,Mark 14,Mark 22,VEV_5400,XIRECS,15.0,5,2,sell,Mark 14,15,1,16,21,15.5,1,22,37.0,5258.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.6325703075128537,15.0,0.0,-0.0,15.0,0.0,-0.0,14.5,0.5,-0.5,14.5,0.5,-0.5,67.18,0.55,14.25
45100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,2,sell,Mark 01,5,16,7,21,6.0,2,37,37.0,5258.0,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-0.32586117080418475,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,5.5,-0.5,0.5,100.0,16.79,14.28
45100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,2,sell,Mark 01,0,16,1,21,0.5,1,37,37.0,5258.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110106038279027,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.28,14.28
45100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,2,sell,Mark 01,0,13,1,18,0.5,1,31,31.0,5258.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.195299082565482e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,49.79,49.79
48400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5,2,sell,Mark 67,5256,67,5258,5,5257.0,2,72,139.0,5257.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5259.5,-1.5,1.5,5259.5,-1.5,1.5,5259.5,-1.5,1.5,5258.0,0.0,-0.0,4.0,40.39,90.14
49400,Mark 22,Mark 38,HYDROGEL_PACK,XIRECS,9958.0,4,2,buy,Mark 38,9958,9,9966,15,9962.0,8,24,81.0,5259.5,170.0,True,passive_buy_at_bid,-4.0,0.0,-8.0,,9956.0,-2.0,2.0,9956.0,-2.0,2.0,9958.0,0.0,-0.0,9955.0,-3.0,3.0,2.46,51.44,75.79
52900,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,2,sell,Mark 01,6,16,7,21,6.5,1,37,37.0,5261.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741357849155207,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,88.41,16.79,14.28
52900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,2,sell,Mark 01,0,16,1,21,0.5,1,37,37.0,5261.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110128109304156,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.28,14.28
52900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,2,sell,Mark 01,0,7,1,12,0.5,1,19,19.0,5261.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.195532920455704e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,0.09,0.09
