timestamp,buyer,seller,symbol,currency,price,quantity,day,side,counterparty,bid_price_1,ask_price_1,mid_price,spread,bid_depth_3,ask_depth_3,total_depth_3,px_minus_mid,mark_price_adv_vs_mid,px_vs_bid,px_vs_ask,at_or_through_best,inside_spread,future_mid_t10,markout_trade_t10,markout_mid_t10,future_mid_t50,markout_trade_t50,markout_mid_t50,future_mid_t200,markout_trade_t200,markout_mid_t200,future_mid_t500,markout_trade_t500,markout_mid_t500
681500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10005.0,5,1,buy,Mark 14,9989,10005,9997.0,16,32.0,32.0,64.0,8.0,-8.0,16.0,0.0,True,False,10000.0,-5.0,3.0,10000.0,-5.0,3.0,9999.0,-6.0,2.0,10000.0,-5.0,3.0
682600,Mark 14,Mark 38,VEV_4000,XIRECS,1214.0,1,1,sell,Mark 14,1214,1235,1224.5,21,40.0,40.0,80.0,-10.5,-10.5,0.0,-21.0,True,False,1225.0,-11.0,-0.5,1225.0,-11.0,-0.5,1224.5,-10.5,0.0,1224.5,-10.5,0.0
684500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9989.0,2,1,sell,Mark 14,9989,10005,9997.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,9997.0,-8.0,0.0,9997.0,-8.0,0.0,9999.0,-10.0,-2.0,10004.0,-15.0,-7.0
688900,Mark 14,Mark 38,VEV_4000,XIRECS,1226.0,2,1,sell,Mark 14,1226,1247,1236.5,21,35.0,35.0,70.0,-10.5,-10.5,0.0,-21.0,True,False,1236.5,-10.5,0.0,1236.5,-10.5,0.0,1234.5,-8.5,2.0,1234.5,-8.5,2.0
690500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10013.0,5,1,buy,Mark 14,9997,10013,10005.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10008.5,-4.5,3.5,10008.5,-4.5,3.5,10000.5,-12.5,-4.5,10005.0,-8.0,0.0
694900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10011.0,3,1,sell,Mark 14,10011,10027,10019.0,16,31.0,31.0,62.0,-8.0,-8.0,0.0,-16.0,True,False,10020.0,-9.0,-1.0,10020.0,-9.0,-1.0,10018.0,-7.0,1.0,10018.0,-7.0,1.0
695200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,6,1,sell,Mark 14,10010,10026,10018.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,10020.0,-10.0,-2.0,10020.0,-10.0,-2.0,10018.0,-8.0,0.0,10023.0,-13.0,-5.0
695900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10034.0,6,1,buy,Mark 14,10018,10034,10026.0,16,34.0,34.0,68.0,8.0,-8.0,16.0,0.0,True,False,10023.0,-11.0,-3.0,10023.0,-11.0,-3.0,10023.0,-11.0,-3.0,10026.0,-8.0,0.0
696000,Mark 14,Mark 38,VEV_4000,XIRECS,1227.0,3,1,sell,Mark 14,1227,1248,1237.5,21,30.0,30.0,60.0,-10.5,-10.5,0.0,-21.0,True,False,1238.0,-11.0,-0.5,1238.0,-11.0,-0.5,1238.5,-11.5,-1.0,1238.5,-11.5,-1.0
698300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10048.0,5,1,buy,Mark 14,10032,10048,10040.0,16,34.0,34.0,68.0,8.0,-8.0,16.0,0.0,True,False,10034.0,-14.0,-6.0,10034.0,-14.0,-6.0,10037.0,-11.0,-3.0,10036.0,-12.0,-4.0
699100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10035.0,5,1,sell,Mark 14,10035,10051,10043.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10047.0,-12.0,-4.0,10047.0,-12.0,-4.0,10046.0,-11.0,-3.0,10044.0,-9.0,-1.0
700400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,5,1,buy,Mark 14,10036,10052,10044.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10044.0,-8.0,0.0,10044.0,-8.0,0.0,10042.0,-10.0,-2.0,10040.0,-12.0,-4.0
701200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,5,1,buy,Mark 14,10036,10052,10044.0,16,44.0,44.0,88.0,8.0,-8.0,16.0,0.0,True,False,10047.0,-5.0,3.0,10047.0,-5.0,3.0,10045.0,-7.0,1.0,10043.0,-9.0,-1.0
701500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10054.0,3,1,buy,Mark 14,10038,10054,10046.0,16,31.0,31.0,62.0,8.0,-8.0,16.0,0.0,True,False,10046.0,-8.0,0.0,10046.0,-8.0,0.0,10043.0,-11.0,-3.0,10037.0,-17.0,-9.0
703000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10027.0,3,1,sell,Mark 14,10027,10043,10035.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10035.0,-8.0,0.0,10035.0,-8.0,0.0,10043.0,-16.0,-8.0,10041.0,-14.0,-6.0
707100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10056.0,3,1,buy,Mark 14,10040,10056,10048.0,16,42.0,42.0,84.0,8.0,-8.0,16.0,0.0,True,False,10048.0,-8.0,0.0,10048.0,-8.0,0.0,10048.0,-8.0,0.0,10052.0,-4.0,4.0
716700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10059.0,3,1,buy,Mark 14,10043,10059,10051.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10052.0,-7.0,1.0,10052.0,-7.0,1.0,10050.0,-9.0,-1.0,10054.0,-5.0,3.0
719600,Mark 14,Mark 38,VEV_4000,XIRECS,1254.0,2,1,sell,Mark 14,1254,1275,1264.5,21,36.0,36.0,72.0,-10.5,-10.5,0.0,-21.0,True,False,1266.5,-12.5,-2.0,1266.5,-12.5,-2.0,1267.5,-13.5,-3.0,1265.5,-11.5,-1.0
721900,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,sell,Mark 14,1253,1275,1264.0,22,27.0,27.0,54.0,-11.0,-11.0,0.0,-22.0,True,False,1262.5,-9.5,1.5,1262.5,-9.5,1.5,1262.0,-9.0,2.0,1263.0,-10.0,1.0
724400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10065.0,5,1,sell,Mark 14,10065,10081,10073.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,10072.0,-7.0,1.0,10072.0,-7.0,1.0,10072.0,-7.0,1.0,10074.0,-9.0,-1.0
725800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10068.0,6,1,sell,Mark 14,10068,10085,10076.5,17,39.0,39.0,78.0,-8.5,-8.5,0.0,-17.0,True,False,10073.5,-5.5,3.0,10073.5,-5.5,3.0,10072.5,-4.5,4.0,10068.0,0.0,8.5
726700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,3,1,buy,Mark 14,10059,10075,10067.0,16,44.0,44.0,88.0,8.0,-8.0,16.0,0.0,True,False,10069.0,-6.0,2.0,10069.0,-6.0,2.0,10070.0,-5.0,3.0,10069.0,-6.0,2.0
727900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,4,1,buy,Mark 14,10058,10075,10066.5,17,37.0,37.0,74.0,8.5,-8.5,17.0,0.0,True,False,10070.5,-4.5,4.0,10070.5,-4.5,4.0,10066.0,-9.0,-0.5,10068.0,-7.0,1.5
729700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,3,1,buy,Mark 14,10056,10072,10064.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10067.0,-5.0,3.0,10067.0,-5.0,3.0,10066.0,-6.0,2.0,10068.0,-4.0,4.0
730800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10057.0,6,1,sell,Mark 14,10057,10073,10065.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10065.0,-8.0,0.0,10065.0,-8.0,0.0,10066.0,-9.0,-1.0,10058.0,-1.0,7.0
731000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10074.0,4,1,buy,Mark 14,10058,10074,10066.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10064.0,-10.0,-2.0,10064.0,-10.0,-2.0,10061.0,-13.0,-5.0,10055.0,-19.0,-11.0
732700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10035.0,2,1,sell,Mark 14,10035,10051,10043.0,16,41.0,41.0,82.0,-8.0,-8.0,0.0,-16.0,True,False,10043.0,-8.0,0.0,10043.0,-8.0,0.0,10041.5,-6.5,1.5,10035.0,0.0,8.0
738100,Mark 38,Mark 14,VEV_4000,XIRECS,1282.0,2,1,buy,Mark 14,1261,1282,1271.5,21,32.0,32.0,64.0,10.5,-10.5,21.0,0.0,True,False,1271.5,-10.5,0.0,1271.5,-10.5,0.0,1271.0,-11.0,-0.5,1270.5,-11.5,-1.0
741200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,2,1,buy,Mark 14,10036,10052,10044.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10043.0,-9.0,-1.0,10043.0,-9.0,-1.0,10046.0,-6.0,2.0,10044.0,-8.0,0.0
742700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,2,1,buy,Mark 14,10036,10052,10044.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10045.0,-7.0,1.0,10045.0,-7.0,1.0,10045.0,-7.0,1.0,10046.5,-5.5,2.5
743600,Mark 14,Mark 38,VEV_4000,XIRECS,1259.0,3,1,sell,Mark 14,1259,1280,1269.5,21,34.0,34.0,68.0,-10.5,-10.5,0.0,-21.0,True,False,1268.5,-9.5,1.0,1268.5,-9.5,1.0,1268.5,-9.5,1.0,1271.5,-12.5,-2.0
743800,Mark 38,Mark 14,VEV_4000,XIRECS,1279.0,3,1,buy,Mark 14,1258,1279,1268.5,21,36.0,36.0,72.0,10.5,-10.5,21.0,0.0,True,False,1269.5,-9.5,1.0,1269.5,-9.5,1.0,1271.5,-7.5,3.0,1274.0,-5.0,5.5
745000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10036.0,6,1,sell,Mark 14,10036,10052,10044.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10045.0,-9.0,-1.0,10045.0,-9.0,-1.0,10046.0,-10.0,-2.0,10050.0,-14.0,-6.0
747400,Mark 14,Mark 38,VEV_4000,XIRECS,1264.0,3,1,sell,Mark 14,1264,1285,1274.5,21,32.0,32.0,64.0,-10.5,-10.5,0.0,-21.0,True,False,1273.5,-9.5,1.0,1273.5,-9.5,1.0,1272.5,-8.5,2.0,1270.5,-6.5,4.0
747700,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,3,1,sell,Mark 14,1261,1282,1271.5,21,44.0,44.0,88.0,-10.5,-10.5,0.0,-21.0,True,False,1271.0,-10.0,0.5,1271.0,-10.0,0.5,1270.5,-9.5,1.0,1272.0,-11.0,-0.5
749800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10044.0,2,1,sell,Mark 14,10044,10060,10052.0,16,45.0,45.0,90.0,-8.0,-8.0,0.0,-16.0,True,False,10053.0,-9.0,-1.0,10053.0,-9.0,-1.0,10053.5,-9.5,-1.5,10050.0,-6.0,2.0
753400,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,sell,Mark 14,1253,1275,1264.0,22,28.0,28.0,56.0,-11.0,-11.0,0.0,-22.0,True,False,1264.5,-11.5,-0.5,1264.5,-11.5,-0.5,1262.5,-9.5,1.5,1260.5,-7.5,3.5
756300,Mark 38,Mark 14,VEV_4000,XIRECS,1276.0,2,1,buy,Mark 14,1255,1276,1265.5,21,37.0,37.0,74.0,10.5,-10.5,21.0,0.0,True,False,1266.5,-9.5,1.0,1266.5,-9.5,1.0,1264.5,-11.5,-1.0,1265.5,-10.5,0.0
756600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10062.0,6,1,sell,Mark 14,10062,10078,10070.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,10072.0,-10.0,-2.0,10072.0,-10.0,-2.0,10072.0,-10.0,-2.0,10073.0,-11.0,-3.0
759100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10073.0,5,1,buy,Mark 14,10057,10073,10065.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10065.0,-8.0,0.0,10065.0,-8.0,0.0,10063.0,-10.0,-2.0,10056.0,-17.0,-9.0
760900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10055.0,2,1,buy,Mark 14,10039,10055,10047.0,16,42.0,42.0,84.0,8.0,-8.0,16.0,0.0,True,False,10051.0,-4.0,4.0,10051.0,-4.0,4.0,10050.0,-5.0,3.0,10051.0,-4.0,4.0
762700,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,2,1,sell,Mark 14,1261,1283,1272.0,22,26.0,26.0,52.0,-11.0,-11.0,0.0,-22.0,True,False,1271.5,-10.5,0.5,1271.5,-10.5,0.5,1272.0,-11.0,0.0,1271.5,-10.5,0.5
764300,Mark 14,Mark 38,VEV_4000,XIRECS,1258.0,2,1,sell,Mark 14,1258,1280,1269.0,22,25.0,25.0,50.0,-11.0,-11.0,0.0,-22.0,True,False,1268.5,-10.5,0.5,1268.5,-10.5,0.5,1268.5,-10.5,0.5,1268.5,-10.5,0.5
765800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10048.0,3,1,sell,Mark 14,10048,10064,10056.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,10058.0,-10.0,-2.0,10058.0,-10.0,-2.0,10056.0,-8.0,0.0,10056.0,-8.0,0.0
767100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10063.0,4,1,buy,Mark 14,10047,10063,10055.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10057.0,-6.0,2.0,10057.0,-6.0,2.0,10054.5,-8.5,-0.5,10064.0,1.0,9.0
768100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,4,1,sell,Mark 14,10056,10072,10064.0,16,36.0,36.0,72.0,-8.0,-8.0,0.0,-16.0,True,False,10064.0,-8.0,0.0,10064.0,-8.0,0.0,10065.0,-9.0,-1.0,10061.0,-5.0,3.0
768200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,sell,Mark 14,10056,10072,10064.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,10065.0,-9.0,-1.0,10065.0,-9.0,-1.0,10065.0,-9.0,-1.0,10062.5,-6.5,1.5
768800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10071.0,5,1,buy,Mark 14,10055,10071,10063.0,16,35.0,35.0,70.0,8.0,-8.0,16.0,0.0,True,False,10063.0,-8.0,0.0,10063.0,-8.0,0.0,10066.0,-5.0,3.0,10063.0,-8.0,0.0
772000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10082.0,6,1,buy,Mark 14,10066,10082,10074.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10071.0,-11.0,-3.0,10071.0,-11.0,-3.0,10074.0,-8.0,0.0,10075.5,-6.5,1.5
772000,Mark 38,Mark 14,VEV_4000,XIRECS,1273.0,3,1,buy,Mark 14,1252,1273,1262.5,21,31.0,31.0,62.0,10.5,-10.5,21.0,0.0,True,False,1262.5,-10.5,0.0,1262.5,-10.5,0.0,1263.5,-9.5,1.0,1262.5,-10.5,0.0
775100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,5,1,sell,Mark 14,10056,10072,10064.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,10066.0,-10.0,-2.0,10066.0,-10.0,-2.0,10065.0,-9.0,-1.0,10065.0,-9.0,-1.0
775300,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,1,1,sell,Mark 14,1250,1271,1260.5,21,34.0,34.0,68.0,-10.5,-10.5,0.0,-21.0,True,False,1261.5,-11.5,-1.0,1261.5,-11.5,-1.0,1259.5,-9.5,1.0,1261.5,-11.5,-1.0
782100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10078.0,6,1,buy,Mark 14,10062,10078,10070.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10068.0,-10.0,-2.0,10068.0,-10.0,-2.0,10065.5,-12.5,-4.5,10065.0,-13.0,-5.0
782500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,6,1,buy,Mark 14,10056,10072,10064.0,16,44.0,44.0,88.0,8.0,-8.0,16.0,0.0,True,False,10065.0,-7.0,1.0,10065.0,-7.0,1.0,10066.5,-5.5,2.5,10064.5,-7.5,0.5
782700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,6,1,buy,Mark 14,10058,10075,10066.5,17,42.0,42.0,84.0,8.5,-8.5,17.0,0.0,True,False,10066.0,-9.0,-0.5,10066.0,-9.0,-0.5,10068.0,-7.0,1.5,10070.0,-5.0,3.5
783300,Mark 14,Mark 38,VEV_4000,XIRECS,1249.0,3,1,sell,Mark 14,1249,1270,1259.5,21,33.0,33.0,66.0,-10.5,-10.5,0.0,-21.0,True,False,1260.0,-11.0,-0.5,1260.0,-11.0,-0.5,1258.5,-9.5,1.0,1261.5,-12.5,-2.0
784400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,6,1,buy,Mark 14,10056,10072,10064.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10064.0,-8.0,0.0,10064.0,-8.0,0.0,10067.0,-5.0,3.0,10070.0,-2.0,6.0
785200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,sell,Mark 14,10056,10072,10064.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,10068.0,-12.0,-4.0,10068.0,-12.0,-4.0,10068.0,-12.0,-4.0,10065.0,-9.0,-1.0
785800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,sell,Mark 14,10056,10072,10064.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10065.0,-9.0,-1.0,10065.0,-9.0,-1.0,10067.0,-11.0,-3.0,10064.0,-8.0,0.0
786700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10054.0,4,1,sell,Mark 14,10054,10070,10062.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10060.5,-6.5,1.5,10060.5,-6.5,1.5,10061.0,-7.0,1.0,10057.0,-3.0,5.0
786900,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,1,1,sell,Mark 14,1250,1271,1260.5,21,27.0,27.0,54.0,-10.5,-10.5,0.0,-21.0,True,False,1258.5,-8.5,2.0,1258.5,-8.5,2.0,1258.5,-8.5,2.0,1257.5,-7.5,3.0
789200,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,3,1,sell,Mark 14,1250,1272,1261.0,22,31.0,31.0,62.0,-11.0,-11.0,0.0,-22.0,True,False,1262.5,-12.5,-1.5,1262.5,-12.5,-1.5,1261.5,-11.5,-0.5,1263.5,-13.5,-2.5
790700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10063.0,2,1,buy,Mark 14,10047,10063,10055.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10059.0,-4.0,4.0,10059.0,-4.0,4.0,10057.0,-6.0,2.0,10059.0,-4.0,4.0
792200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,4,1,buy,Mark 14,10036,10052,10044.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10042.0,-10.0,-2.0,10042.0,-10.0,-2.0,10045.5,-6.5,1.5,10042.0,-10.0,-2.0
797600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10024.0,4,1,sell,Mark 14,10024,10040,10032.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10036.0,-12.0,-4.0,10036.0,-12.0,-4.0,10035.0,-11.0,-3.0,10034.0,-10.0,-2.0
799500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,3,1,buy,Mark 14,10013,10029,10021.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10020.0,-9.0,-1.0,10020.0,-9.0,-1.0,10019.0,-10.0,-2.0,10015.5,-13.5,-5.5
800100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10012.0,5,1,sell,Mark 14,10012,10028,10020.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10015.0,-3.0,5.0,10015.0,-3.0,5.0,10013.0,-1.0,7.0,10016.0,-4.0,4.0
800600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10024.0,5,1,buy,Mark 14,10008,10024,10016.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10013.0,-11.0,-3.0,10013.0,-11.0,-3.0,10006.5,-17.5,-9.5,10008.0,-16.0,-8.0
801000,Mark 38,Mark 14,VEV_4000,XIRECS,1259.0,2,1,buy,Mark 14,1238,1259,1248.5,21,38.0,38.0,76.0,10.5,-10.5,21.0,0.0,True,False,1247.5,-11.5,-1.0,1247.5,-11.5,-1.0,1248.5,-10.5,0.0,1249.5,-9.5,1.0
803000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10019.0,2,1,buy,Mark 14,10003,10019,10011.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10010.0,-9.0,-1.0,10010.0,-9.0,-1.0,10011.0,-8.0,0.0,10012.0,-7.0,1.0
804900,Mark 14,Mark 38,VEV_4000,XIRECS,1230.0,1,1,sell,Mark 14,1230,1250,1240.0,20,38.0,38.0,76.0,-10.0,-10.0,0.0,-20.0,True,False,1239.5,-9.5,0.5,1239.5,-9.5,0.5,1239.0,-9.0,1.0,1241.5,-11.5,-1.5
805300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9998.0,4,1,sell,Mark 14,9998,10014,10006.0,16,43.0,43.0,86.0,-8.0,-8.0,0.0,-16.0,True,False,10006.0,-8.0,0.0,10006.0,-8.0,0.0,10004.0,-6.0,2.0,10008.0,-10.0,-2.0
809700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10018.0,2,1,buy,Mark 14,10002,10018,10010.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10012.0,-6.0,2.0,10012.0,-6.0,2.0,10012.0,-6.0,2.0,10009.0,-9.0,-1.0
810600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10015.0,2,1,buy,Mark 14,9999,10015,10007.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10004.0,-11.0,-3.0,10004.0,-11.0,-3.0,10007.0,-8.0,0.0,10005.0,-10.0,-2.0
814500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9989.0,3,1,sell,Mark 14,9989,10005,9997.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,9995.0,-6.0,2.0,9995.0,-6.0,2.0,9993.0,-4.0,4.0,9996.0,-7.0,1.0
815000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10004.0,3,1,buy,Mark 14,9988,10004,9996.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,9998.0,-6.0,2.0,9998.0,-6.0,2.0,9999.0,-5.0,3.0,10001.0,-3.0,5.0
816800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9999.0,4,1,sell,Mark 14,9999,10015,10007.0,16,32.0,32.0,64.0,-8.0,-8.0,0.0,-16.0,True,False,10006.0,-7.0,1.0,10006.0,-7.0,1.0,10006.0,-7.0,1.0,10003.0,-4.0,4.0
820600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10011.0,2,1,buy,Mark 14,9995,10011,10003.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10004.0,-7.0,1.0,10004.0,-7.0,1.0,10002.0,-9.0,-1.0,10001.0,-10.0,-2.0
821100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9993.0,4,1,sell,Mark 14,9993,10009,10001.0,16,41.0,41.0,82.0,-8.0,-8.0,0.0,-16.0,True,False,10001.0,-8.0,0.0,10001.0,-8.0,0.0,9997.0,-4.0,4.0,10000.0,-7.0,1.0
821300,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,2,1,sell,Mark 14,1233,1254,1243.5,21,27.0,27.0,54.0,-10.5,-10.5,0.0,-21.0,True,False,1243.5,-10.5,0.0,1243.5,-10.5,0.0,1243.5,-10.5,0.0,1245.5,-12.5,-2.0
833600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10025.0,2,1,sell,Mark 14,10025,10041,10033.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10035.0,-10.0,-2.0,10035.0,-10.0,-2.0,10036.0,-11.0,-3.0,10038.0,-13.0,-5.0
837000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10047.0,6,1,buy,Mark 14,10031,10047,10039.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10033.5,-13.5,-5.5,10033.5,-13.5,-5.5,10038.0,-9.0,-1.0,10030.0,-17.0,-9.0
844200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10033.0,6,1,buy,Mark 14,10017,10033,10025.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10024.0,-9.0,-1.0,10024.0,-9.0,-1.0,10023.0,-10.0,-2.0,10028.0,-5.0,3.0
844800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10034.0,3,1,buy,Mark 14,10018,10034,10026.0,16,35.0,35.0,70.0,8.0,-8.0,16.0,0.0,True,False,10027.0,-7.0,1.0,10027.0,-7.0,1.0,10022.5,-11.5,-3.5,10028.0,-6.0,2.0
845500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10013.0,6,1,sell,Mark 14,10013,10029,10021.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10022.0,-9.0,-1.0,10022.0,-9.0,-1.0,10024.0,-11.0,-3.0,10026.0,-13.0,-5.0
847200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10022.0,5,1,sell,Mark 14,10022,10038,10030.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10031.0,-9.0,-1.0,10031.0,-9.0,-1.0,10032.0,-10.0,-2.0,10034.0,-12.0,-4.0
848200,Mark 38,Mark 14,VEV_4000,XIRECS,1272.0,2,1,buy,Mark 14,1251,1272,1261.5,21,29.0,29.0,58.0,10.5,-10.5,21.0,0.0,True,False,1261.0,-11.0,-0.5,1261.0,-11.0,-0.5,1262.5,-9.5,1.0,1263.5,-8.5,2.0
848400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10040.0,3,1,buy,Mark 14,10024,10040,10032.0,16,34.0,34.0,68.0,8.0,-8.0,16.0,0.0,True,False,10031.0,-9.0,-1.0,10031.0,-9.0,-1.0,10027.0,-13.0,-5.0,10032.0,-8.0,0.0
849200,Mark 14,Mark 38,VEV_4000,XIRECS,1256.0,2,1,sell,Mark 14,1256,1277,1266.5,21,39.0,39.0,78.0,-10.5,-10.5,0.0,-21.0,True,False,1267.5,-11.5,-1.0,1267.5,-11.5,-1.0,1267.5,-11.5,-1.0,1266.0,-10.0,0.5
