timestamp,buyer,seller,symbol,currency,price,quantity,day,side,counterparty,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,best_bid_depth,best_ask_depth,bid_depth_3,ask_depth_3,future_mid_t10,edge_t10,midmo_t10,future_mid_t50,edge_t50,midmo_t50,future_mid_t200,edge_t200,midmo_t200,future_mid_t500,edge_t500,midmo_t500,price_location,side_touch_improve,side_mid_edge,spread_pctile_day_product
690500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10013.0,5,1,sell,Mark 38,9997,10,10013,10,10005.0,16,10,-10,38.0,-38.0,10008.5,4.5,-3.5,10008.5,4.5,-3.5,10000.5,12.5,4.5,10005.0,8.0,0.0,at_ask,16.0,8.0,0.9835
693000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5230.0,8,1,buy,Mark 55,5230,23,5235,23,5232.5,5,23,-23,70.0,-70.0,5233.0,3.0,0.5,5233.0,3.0,0.5,5234.0,4.0,1.5,5234.0,4.0,1.5,at_bid,5.0,2.5,0.8202
694600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,3,1,buy,Mark 55,5237,16,5242,52,5239.5,5,16,-52,52.0,-52.0,5239.5,2.5,0.0,5239.5,2.5,0.0,5240.5,3.5,1.0,5243.0,6.0,3.5,at_bid,5.0,2.5,0.8202
694900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10011.0,3,1,buy,Mark 38,10011,10,10027,10,10019.0,16,10,-10,31.0,-31.0,10020.0,9.0,1.0,10020.0,9.0,1.0,10018.0,7.0,-1.0,10018.0,7.0,-1.0,at_bid,16.0,8.0,0.9835
695200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,6,1,buy,Mark 38,10010,12,10026,12,10018.0,16,12,-12,34.0,-34.0,10020.0,10.0,2.0,10020.0,10.0,2.0,10018.0,8.0,0.0,10023.0,13.0,5.0,at_bid,16.0,8.0,0.9835
695900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10034.0,6,1,sell,Mark 38,10018,11,10034,11,10026.0,16,11,-11,34.0,-34.0,10023.0,11.0,3.0,10023.0,11.0,3.0,10023.0,11.0,3.0,10026.0,8.0,0.0,at_ask,16.0,8.0,0.9835
696000,Mark 14,Mark 38,VEV_4000,XIRECS,1227.0,3,1,buy,Mark 38,1227,13,1248,13,1237.5,21,13,-13,30.0,-30.0,1238.0,11.0,0.5,1238.0,11.0,0.5,1238.5,11.5,1.0,1238.5,11.5,1.0,at_bid,21.0,10.5,0.9181
698300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10048.0,5,1,sell,Mark 38,10032,11,10048,11,10040.0,16,11,-11,34.0,-34.0,10034.0,14.0,6.0,10034.0,14.0,6.0,10037.0,11.0,3.0,10036.0,12.0,4.0,at_ask,16.0,8.0,0.9835
699100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10035.0,5,1,buy,Mark 38,10035,12,10051,12,10043.0,16,12,-12,40.0,-40.0,10047.0,12.0,4.0,10047.0,12.0,4.0,10046.0,11.0,3.0,10044.0,9.0,1.0,at_bid,16.0,8.0,0.9835
700400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,5,1,sell,Mark 38,10036,13,10052,13,10044.0,16,13,-13,39.0,-39.0,10044.0,8.0,0.0,10044.0,8.0,0.0,10042.0,10.0,2.0,10040.0,12.0,4.0,at_ask,16.0,8.0,0.9835
701200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,5,1,sell,Mark 38,10036,15,10052,15,10044.0,16,15,-15,44.0,-44.0,10047.0,5.0,-3.0,10047.0,5.0,-3.0,10045.0,7.0,-1.0,10043.0,9.0,1.0,at_ask,16.0,8.0,0.9835
701500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10054.0,3,1,sell,Mark 38,10038,11,10054,11,10046.0,16,11,-11,31.0,-31.0,10046.0,8.0,0.0,10046.0,8.0,0.0,10043.0,11.0,3.0,10037.0,17.0,9.0,at_ask,16.0,8.0,0.9835
702700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5249.0,8,1,sell,Mark 55,5244,64,5249,17,5246.5,5,64,-17,64.0,-64.0,5249.0,0.0,-2.5,5249.0,0.0,-2.5,5250.5,-1.5,-4.0,5250.5,-1.5,-4.0,at_ask,5.0,2.5,0.8202
703000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10027.0,3,1,buy,Mark 38,10027,15,10043,15,10035.0,16,15,-15,44.0,-44.0,10035.0,8.0,0.0,10035.0,8.0,0.0,10043.0,16.0,8.0,10041.0,14.0,6.0,at_bid,16.0,8.0,0.9835
707100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10056.0,3,1,sell,Mark 38,10040,12,10056,12,10048.0,16,12,-12,42.0,-42.0,10048.0,8.0,0.0,10048.0,8.0,0.0,10048.0,8.0,0.0,10052.0,4.0,-4.0,at_ask,16.0,8.0,0.9835
710500,Mark 14,Mark 22,VEV_5300,XIRECS,49.0,5,1,buy,Mark 22,49,1,51,19,50.0,2,1,-19,14.0,-19.0,50.0,1.0,0.0,50.0,1.0,0.0,50.5,1.5,0.5,50.0,1.0,0.0,at_bid,2.0,1.0,0.8697
713900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5275.0,6,1,sell,Mark 55,5270,57,5275,21,5272.5,5,57,-21,57.0,-57.0,5272.5,2.5,0.0,5272.5,2.5,0.0,5272.0,3.0,0.5,5271.5,3.5,1.0,at_ask,5.0,2.5,0.8202
716000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5270.0,7,1,buy,Mark 55,5270,18,5275,18,5272.5,5,18,-18,65.0,-65.0,5272.5,2.5,0.0,5272.5,2.5,0.0,5273.5,3.5,1.0,5272.5,2.5,0.0,at_bid,5.0,2.5,0.8202
716700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10059.0,3,1,sell,Mark 38,10043,14,10059,14,10051.0,16,14,-14,40.0,-40.0,10052.0,7.0,-1.0,10052.0,7.0,-1.0,10050.0,9.0,1.0,10054.0,5.0,-3.0,at_ask,16.0,8.0,0.9835
719600,Mark 14,Mark 38,VEV_4000,XIRECS,1254.0,2,1,buy,Mark 38,1254,9,1275,9,1264.5,21,9,-9,36.0,-36.0,1266.5,12.5,2.0,1266.5,12.5,2.0,1267.5,13.5,3.0,1265.5,11.5,1.0,at_bid,21.0,10.5,0.9181
720500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,6,1,buy,Mark 55,5264,19,5269,19,5266.5,5,19,-19,63.0,-63.0,5266.5,2.5,0.0,5266.5,2.5,0.0,5266.5,2.5,0.0,5265.5,1.5,-1.0,at_bid,5.0,2.5,0.8202
720500,Mark 14,Mark 22,VEV_5300,XIRECS,53.0,2,1,buy,Mark 22,53,3,55,21,54.0,2,3,-21,19.0,-21.0,54.0,1.0,0.0,54.0,1.0,0.0,54.0,1.0,0.0,53.0,0.0,-1.0,at_bid,2.0,1.0,0.8697
721200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5263.0,4,1,buy,Mark 55,5263,18,5268,62,5265.5,5,18,-62,62.0,-62.0,5266.5,3.5,1.0,5266.5,3.5,1.0,5266.0,3.0,0.5,5264.5,1.5,-1.0,at_bid,5.0,2.5,0.8202
721900,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,buy,Mark 38,1253,10,1275,10,1264.0,22,10,-10,27.0,-27.0,1262.5,9.5,-1.5,1262.5,9.5,-1.5,1262.0,9.0,-2.0,1263.0,10.0,-1.0,at_bid,22.0,11.0,1.0
722300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,6,1,sell,Mark 55,5260,16,5265,16,5262.5,5,16,-16,46.0,-46.0,5263.0,2.0,-0.5,5263.0,2.0,-0.5,5263.5,1.5,-1.0,5265.5,-0.5,-3.0,at_ask,5.0,2.5,0.8202
724400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10065.0,5,1,buy,Mark 38,10065,10,10081,10,10073.0,16,10,-10,37.0,-37.0,10072.0,7.0,-1.0,10072.0,7.0,-1.0,10072.0,7.0,-1.0,10074.0,9.0,1.0,at_bid,16.0,8.0,0.9835
725800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10068.0,6,1,buy,Mark 38,10068,11,10085,11,10076.5,17,11,-11,39.0,-39.0,10073.5,5.5,-3.0,10073.5,5.5,-3.0,10072.5,4.5,-4.0,10068.0,0.0,-8.5,at_bid,17.0,8.5,1.0
725800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,8,1,sell,Mark 55,5260,21,5265,21,5262.5,5,21,-21,55.0,-55.0,5262.0,3.0,0.5,5262.0,3.0,0.5,5261.5,3.5,1.0,5262.5,2.5,0.0,at_ask,5.0,2.5,0.8202
726600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5264.0,7,1,sell,Mark 55,5259,18,5264,18,5261.5,5,18,-18,60.0,-60.0,5258.5,5.5,3.0,5258.5,5.5,3.0,5257.0,7.0,4.5,5259.5,4.5,2.0,at_ask,5.0,2.5,0.8202
726700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,3,1,sell,Mark 38,10059,14,10075,14,10067.0,16,14,-14,44.0,-44.0,10069.0,6.0,-2.0,10069.0,6.0,-2.0,10070.0,5.0,-3.0,10069.0,6.0,-2.0,at_ask,16.0,8.0,0.9835
727900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,4,1,sell,Mark 38,10058,11,10075,11,10066.5,17,11,-11,37.0,-37.0,10070.5,4.5,-4.0,10070.5,4.5,-4.0,10066.0,9.0,0.5,10068.0,7.0,-1.5,at_ask,17.0,8.5,1.0
728300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,1,sell,Mark 55,5256,18,5261,18,5258.5,5,18,-18,62.0,-62.0,5259.0,2.0,-0.5,5259.0,2.0,-0.5,5259.5,1.5,-1.0,5260.5,0.5,-2.0,at_ask,5.0,2.5,0.8202
729700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,3,1,sell,Mark 38,10056,10,10072,10,10064.0,16,10,-10,37.0,-37.0,10067.0,5.0,-3.0,10067.0,5.0,-3.0,10066.0,6.0,-2.0,10068.0,4.0,-4.0,at_ask,16.0,8.0,0.9835
730800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10057.0,6,1,buy,Mark 38,10057,13,10073,13,10065.0,16,13,-13,35.0,-35.0,10065.0,8.0,0.0,10065.0,8.0,0.0,10066.0,9.0,1.0,10058.0,1.0,-7.0,at_bid,16.0,8.0,0.9835
731000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10074.0,4,1,sell,Mark 38,10058,13,10074,13,10066.0,16,13,-13,39.0,-39.0,10064.0,10.0,2.0,10064.0,10.0,2.0,10061.0,13.0,5.0,10055.0,19.0,11.0,at_ask,16.0,8.0,0.9835
732700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10035.0,2,1,buy,Mark 38,10035,13,10051,13,10043.0,16,13,-13,41.0,-41.0,10043.0,8.0,0.0,10043.0,8.0,0.0,10041.5,6.5,-1.5,10035.0,0.0,-8.0,at_bid,16.0,8.0,0.9835
735100,Mark 14,Mark 22,VEV_5400,XIRECS,21.0,4,1,buy,Mark 22,21,5,22,20,21.5,1,5,-20,16.0,-20.0,21.0,0.0,-0.5,21.0,0.0,-0.5,20.5,-0.5,-1.0,20.5,-0.5,-1.0,at_bid,1.0,0.5,0.6136
738100,Mark 38,Mark 14,VEV_4000,XIRECS,1282.0,2,1,sell,Mark 38,1261,14,1282,14,1271.5,21,14,-14,32.0,-32.0,1271.5,10.5,0.0,1271.5,10.5,0.0,1271.0,11.0,0.5,1270.5,11.5,1.0,at_ask,21.0,10.5,0.9181
741200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,2,1,sell,Mark 38,10036,15,10052,15,10044.0,16,15,-15,41.0,-41.0,10043.0,9.0,1.0,10043.0,9.0,1.0,10046.0,6.0,-2.0,10044.0,8.0,0.0,at_ask,16.0,8.0,0.9835
741600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5263.0,5,1,buy,Mark 55,5263,18,5268,48,5265.5,5,18,-48,48.0,-48.0,5265.5,2.5,0.0,5265.5,2.5,0.0,5265.0,2.0,-0.5,5264.5,1.5,-1.0,at_bid,5.0,2.5,0.8202
742700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,2,1,sell,Mark 38,10036,15,10052,15,10044.0,16,15,-15,36.0,-36.0,10045.0,7.0,-1.0,10045.0,7.0,-1.0,10045.0,7.0,-1.0,10046.5,5.5,-2.5,at_ask,16.0,8.0,0.9835
743600,Mark 14,Mark 38,VEV_4000,XIRECS,1259.0,3,1,buy,Mark 38,1259,13,1280,13,1269.5,21,13,-13,34.0,-34.0,1268.5,9.5,-1.0,1268.5,9.5,-1.0,1268.5,9.5,-1.0,1271.5,12.5,2.0,at_bid,21.0,10.5,0.9181
743800,Mark 38,Mark 14,VEV_4000,XIRECS,1279.0,3,1,sell,Mark 38,1258,13,1279,13,1268.5,21,13,-13,36.0,-36.0,1269.5,9.5,-1.0,1269.5,9.5,-1.0,1271.5,7.5,-3.0,1274.0,5.0,-5.5,at_ask,21.0,10.5,0.9181
745000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10036.0,6,1,buy,Mark 38,10036,10,10052,10,10044.0,16,10,-10,38.0,-38.0,10045.0,9.0,1.0,10045.0,9.0,1.0,10046.0,10.0,2.0,10050.0,14.0,6.0,at_bid,16.0,8.0,0.9835
746300,Mark 14,Mark 22,VEV_5400,XIRECS,20.0,4,1,buy,Mark 22,20,3,21,27,20.5,1,3,-27,23.0,-27.0,20.5,0.5,0.0,20.5,0.5,0.0,20.5,0.5,0.0,20.0,0.0,-0.5,at_bid,1.0,0.5,0.6136
747400,Mark 14,Mark 38,VEV_4000,XIRECS,1264.0,3,1,buy,Mark 38,1264,14,1285,14,1274.5,21,14,-14,32.0,-32.0,1273.5,9.5,-1.0,1273.5,9.5,-1.0,1272.5,8.5,-2.0,1270.5,6.5,-4.0,at_bid,21.0,10.5,0.9181
747700,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,3,1,buy,Mark 38,1261,14,1282,14,1271.5,21,14,-14,44.0,-44.0,1271.0,10.0,-0.5,1271.0,10.0,-0.5,1270.5,9.5,-1.0,1272.0,11.0,0.5,at_bid,21.0,10.5,0.9181
749800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10044.0,2,1,buy,Mark 38,10044,15,10060,15,10052.0,16,15,-15,45.0,-45.0,10053.0,9.0,1.0,10053.0,9.0,1.0,10053.5,9.5,1.5,10050.0,6.0,-2.0,at_bid,16.0,8.0,0.9835
752500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5272.0,3,1,sell,Mark 55,5267,16,5272,16,5269.5,5,16,-16,66.0,-66.0,5269.5,2.5,0.0,5269.5,2.5,0.0,5268.5,3.5,1.0,5265.5,6.5,4.0,at_ask,5.0,2.5,0.8202
753400,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,buy,Mark 38,1253,11,1275,11,1264.0,22,11,-11,28.0,-28.0,1264.5,11.5,0.5,1264.5,11.5,0.5,1262.5,9.5,-1.5,1260.5,7.5,-3.5,at_bid,22.0,11.0,1.0
755800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,4,1,buy,Mark 55,5260,21,5265,21,5262.5,5,21,-21,62.0,-62.0,5263.5,3.5,1.0,5263.5,3.5,1.0,5263.5,3.5,1.0,5265.5,5.5,3.0,at_bid,5.0,2.5,0.8202
756300,Mark 38,Mark 14,VEV_4000,XIRECS,1276.0,2,1,sell,Mark 38,1255,12,1276,12,1265.5,21,12,-12,37.0,-37.0,1266.5,9.5,-1.0,1266.5,9.5,-1.0,1264.5,11.5,1.0,1265.5,10.5,0.0,at_ask,21.0,10.5,0.9181
756600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10062.0,6,1,buy,Mark 38,10062,12,10078,12,10070.0,16,12,-12,34.0,-34.0,10072.0,10.0,2.0,10072.0,10.0,2.0,10072.0,10.0,2.0,10073.0,11.0,3.0,at_bid,16.0,8.0,0.9835
759100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10073.0,5,1,sell,Mark 38,10057,15,10073,15,10065.0,16,15,-15,41.0,-41.0,10065.0,8.0,0.0,10065.0,8.0,0.0,10063.0,10.0,2.0,10056.0,17.0,9.0,at_ask,16.0,8.0,0.9835
760900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10055.0,2,1,sell,Mark 38,10039,14,10055,14,10047.0,16,14,-14,42.0,-42.0,10051.0,4.0,-4.0,10051.0,4.0,-4.0,10050.0,5.0,-3.0,10051.0,4.0,-4.0,at_ask,16.0,8.0,0.9835
762700,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,2,1,buy,Mark 38,1261,8,1283,8,1272.0,22,8,-8,26.0,-26.0,1271.5,10.5,-0.5,1271.5,10.5,-0.5,1272.0,11.0,0.0,1271.5,10.5,-0.5,at_bid,22.0,11.0,1.0
764300,Mark 14,Mark 38,VEV_4000,XIRECS,1258.0,2,1,buy,Mark 38,1258,7,1280,7,1269.0,22,7,-7,25.0,-25.0,1268.5,10.5,-0.5,1268.5,10.5,-0.5,1268.5,10.5,-0.5,1268.5,10.5,-0.5,at_bid,22.0,11.0,1.0
765100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,4,1,buy,Mark 55,5265,17,5270,17,5267.5,5,17,-17,62.0,-62.0,5266.5,1.5,-1.0,5266.5,1.5,-1.0,5267.0,2.0,-0.5,5269.5,4.5,2.0,at_bid,5.0,2.5,0.8202
765800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10048.0,3,1,buy,Mark 38,10048,13,10064,13,10056.0,16,13,-13,34.0,-34.0,10058.0,10.0,2.0,10058.0,10.0,2.0,10056.0,8.0,0.0,10056.0,8.0,0.0,at_bid,16.0,8.0,0.9835
767100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10063.0,4,1,sell,Mark 38,10047,14,10063,14,10055.0,16,14,-14,38.0,-38.0,10057.0,6.0,-2.0,10057.0,6.0,-2.0,10054.5,8.5,0.5,10064.0,-1.0,-9.0,at_ask,16.0,8.0,0.9835
767200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5276.0,3,1,sell,Mark 55,5271,58,5276,25,5273.5,5,58,-25,58.0,-58.0,5273.5,2.5,0.0,5273.5,2.5,0.0,5274.0,2.0,-0.5,5274.5,1.5,-1.0,at_ask,5.0,2.5,0.8202
768100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,4,1,buy,Mark 38,10056,13,10072,13,10064.0,16,13,-13,36.0,-36.0,10064.0,8.0,0.0,10064.0,8.0,0.0,10065.0,9.0,1.0,10061.0,5.0,-3.0,at_bid,16.0,8.0,0.9835
768200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,buy,Mark 38,10056,12,10072,12,10064.0,16,12,-12,33.0,-33.0,10065.0,9.0,1.0,10065.0,9.0,1.0,10065.0,9.0,1.0,10062.5,6.5,-1.5,at_bid,16.0,8.0,0.9835
768700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5270.0,5,1,buy,Mark 55,5270,16,5275,60,5272.5,5,16,-60,60.0,-60.0,5272.0,2.0,-0.5,5272.0,2.0,-0.5,5273.0,3.0,0.5,5271.5,1.5,-1.0,at_bid,5.0,2.5,0.8202
768800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10071.0,5,1,sell,Mark 38,10055,11,10071,11,10063.0,16,11,-11,35.0,-35.0,10063.0,8.0,0.0,10063.0,8.0,0.0,10066.0,5.0,-3.0,10063.0,8.0,0.0,at_ask,16.0,8.0,0.9835
771700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5264.0,7,1,sell,Mark 55,5259,19,5264,19,5261.5,5,19,-19,65.0,-65.0,5261.5,2.5,0.0,5261.5,2.5,0.0,5260.5,3.5,1.0,5263.5,0.5,-2.0,at_ask,5.0,2.5,0.8202
772000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10082.0,6,1,sell,Mark 38,10066,13,10082,13,10074.0,16,13,-13,39.0,-39.0,10071.0,11.0,3.0,10071.0,11.0,3.0,10074.0,8.0,0.0,10075.5,6.5,-1.5,at_ask,16.0,8.0,0.9835
772000,Mark 38,Mark 14,VEV_4000,XIRECS,1273.0,3,1,sell,Mark 38,1252,11,1273,11,1262.5,21,11,-11,31.0,-31.0,1262.5,10.5,0.0,1262.5,10.5,0.0,1263.5,9.5,-1.0,1262.5,10.5,0.0,at_ask,21.0,10.5,0.9181
772600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,8,1,sell,Mark 55,5260,17,5265,17,5262.5,5,17,-17,61.0,-61.0,5261.5,3.5,1.0,5261.5,3.5,1.0,5260.5,4.5,2.0,5261.5,3.5,1.0,at_ask,5.0,2.5,0.8202
775100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,5,1,buy,Mark 38,10056,10,10072,10,10064.0,16,10,-10,33.0,-33.0,10066.0,10.0,2.0,10066.0,10.0,2.0,10065.0,9.0,1.0,10065.0,9.0,1.0,at_bid,16.0,8.0,0.9835
775300,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,1,1,buy,Mark 38,1250,11,1271,11,1260.5,21,11,-11,34.0,-34.0,1261.5,11.5,1.0,1261.5,11.5,1.0,1259.5,9.5,-1.0,1261.5,11.5,1.0,at_bid,21.0,10.5,0.9181
782100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10078.0,6,1,sell,Mark 38,10062,14,10078,14,10070.0,16,14,-14,37.0,-37.0,10068.0,10.0,2.0,10068.0,10.0,2.0,10065.5,12.5,4.5,10065.0,13.0,5.0,at_ask,16.0,8.0,0.9835
782500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,6,1,sell,Mark 38,10056,14,10072,14,10064.0,16,14,-14,44.0,-44.0,10065.0,7.0,-1.0,10065.0,7.0,-1.0,10066.5,5.5,-2.5,10064.5,7.5,-0.5,at_ask,16.0,8.0,0.9835
782700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10075.0,6,1,sell,Mark 38,10058,12,10075,12,10066.5,17,12,-12,42.0,-42.0,10066.0,9.0,0.5,10066.0,9.0,0.5,10068.0,7.0,-1.5,10070.0,5.0,-3.5,at_ask,17.0,8.5,1.0
783300,Mark 14,Mark 38,VEV_4000,XIRECS,1249.0,3,1,buy,Mark 38,1249,10,1270,10,1259.5,21,10,-10,33.0,-33.0,1260.0,11.0,0.5,1260.0,11.0,0.5,1258.5,9.5,-1.0,1261.5,12.5,2.0,at_bid,21.0,10.5,0.9181
784400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10072.0,6,1,sell,Mark 38,10056,14,10072,14,10064.0,16,14,-14,39.0,-39.0,10064.0,8.0,0.0,10064.0,8.0,0.0,10067.0,5.0,-3.0,10070.0,2.0,-6.0,at_ask,16.0,8.0,0.9835
785200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,buy,Mark 38,10056,15,10072,15,10064.0,16,15,-15,37.0,-37.0,10068.0,12.0,4.0,10068.0,12.0,4.0,10068.0,12.0,4.0,10065.0,9.0,1.0,at_bid,16.0,8.0,0.9835
785800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10056.0,3,1,buy,Mark 38,10056,10,10072,10,10064.0,16,10,-10,40.0,-40.0,10065.0,9.0,1.0,10065.0,9.0,1.0,10067.0,11.0,3.0,10064.0,8.0,0.0,at_bid,16.0,8.0,0.9835
786700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10054.0,4,1,buy,Mark 38,10054,15,10070,15,10062.0,16,15,-15,38.0,-38.0,10060.5,6.5,-1.5,10060.5,6.5,-1.5,10061.0,7.0,-1.0,10057.0,3.0,-5.0,at_bid,16.0,8.0,0.9835
786900,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,1,1,buy,Mark 38,1250,7,1271,7,1260.5,21,7,-7,27.0,-27.0,1258.5,8.5,-2.0,1258.5,8.5,-2.0,1258.5,8.5,-2.0,1257.5,7.5,-3.0,at_bid,21.0,10.5,0.9181
787800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5261.0,4,1,sell,Mark 55,5256,22,5261,22,5258.5,5,22,-22,69.0,-69.0,5258.5,2.5,0.0,5258.5,2.5,0.0,5258.0,3.0,0.5,5259.5,1.5,-1.0,at_ask,5.0,2.5,0.8202
789200,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,3,1,buy,Mark 38,1250,8,1272,8,1261.0,22,8,-8,31.0,-31.0,1262.5,12.5,1.5,1262.5,12.5,1.5,1261.5,11.5,0.5,1263.5,13.5,2.5,at_bid,22.0,11.0,1.0
790700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10063.0,2,1,sell,Mark 38,10047,14,10063,14,10055.0,16,14,-14,37.0,-37.0,10059.0,4.0,-4.0,10059.0,4.0,-4.0,10057.0,6.0,-2.0,10059.0,4.0,-4.0,at_ask,16.0,8.0,0.9835
792200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10052.0,4,1,sell,Mark 38,10036,11,10052,11,10044.0,16,11,-11,37.0,-37.0,10042.0,10.0,2.0,10042.0,10.0,2.0,10045.5,6.5,-1.5,10042.0,10.0,2.0,at_ask,16.0,8.0,0.9835
794900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5251.0,6,1,buy,Mark 55,5251,25,5256,71,5253.5,5,25,-71,71.0,-71.0,5252.5,1.5,-1.0,5252.5,1.5,-1.0,5253.0,2.0,-0.5,5254.0,3.0,0.5,at_bid,5.0,2.5,0.8202
796600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5251.0,8,1,buy,Mark 55,5251,23,5256,66,5253.5,5,23,-66,66.0,-66.0,5253.5,2.5,0.0,5253.5,2.5,0.0,5254.5,3.5,1.0,5254.5,3.5,1.0,at_bid,5.0,2.5,0.8202
797600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10024.0,4,1,buy,Mark 38,10024,10,10040,10,10032.0,16,10,-10,38.0,-38.0,10036.0,12.0,4.0,10036.0,12.0,4.0,10035.0,11.0,3.0,10034.0,10.0,2.0,at_bid,16.0,8.0,0.9835
799500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,3,1,sell,Mark 38,10013,13,10029,13,10021.0,16,13,-13,41.0,-41.0,10020.0,9.0,1.0,10020.0,9.0,1.0,10019.0,10.0,2.0,10015.5,13.5,5.5,at_ask,16.0,8.0,0.9835
799900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5249.0,8,1,buy,Mark 55,5249,15,5254,15,5251.5,5,15,-15,60.0,-60.0,5250.5,1.5,-1.0,5250.5,1.5,-1.0,5251.5,2.5,0.0,5249.5,0.5,-2.0,at_bid,5.0,2.5,0.8202
