timestamp,buyer,seller,symbol,currency,price,quantity,day,row_id,mark49_side,other_party,bid_price_1,ask_price_1,bid_volume_1,ask_volume_1,bid_depth_3,ask_depth_3,spread,mid_price,px_minus_mid,at_bid,at_ask,inside,outside,aggressive,passive_or_price_improved,future_mid_10,mid_move_10,side_mid_markout_10,trade_markout_10,future_mid_50,mid_move_50,side_mid_markout_50,trade_markout_50,future_mid_200,mid_move_200,side_mid_markout_200,trade_markout_200,future_mid_500,mid_move_500,side_mid_markout_500,trade_markout_500,future_mid_1000,mid_move_1000,side_mid_markout_1000,trade_markout_1000,future_mid_2000,mid_move_2000,side_mid_markout_2000,trade_markout_2000,future_mid_5000,mid_move_5000,side_mid_markout_5000,trade_markout_5000
448900,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5247.0,9,2,200622,sell,Mark 67,5245,5247,64,9,64.0,73.0,2,5246.0,1.0,False,True,False,False,False,True,5248.0,2.0,-2.0,-1.0,5248.0,2.0,-2.0,-1.0,5248.5,2.5,-2.5,-1.5,5250.5,4.5,-4.5,-3.5,5247.5,1.5,-1.5,-0.5,5244.5,-1.5,1.5,2.5,5239.5,-6.5,6.5,7.5
463600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5238.0,11,2,200643,sell,Mark 67,5237,5238,18,11,48.0,59.0,1,5237.5,0.5,False,True,False,False,False,True,5240.5,3.0,-3.0,-2.5,5240.5,3.0,-3.0,-2.5,5238.5,1.0,-1.0,-0.5,5238.0,0.5,-0.5,0.0,5238.0,0.5,-0.5,0.0,5240.5,3.0,-3.0,-2.5,5236.5,-1.0,1.0,1.5
466400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5233.0,14,2,200646,sell,Mark 67,5232,5233,18,14,52.0,66.0,1,5232.5,0.5,False,True,False,False,False,True,5232.5,0.0,-0.0,0.5,5232.5,0.0,-0.0,0.5,5233.5,1.0,-1.0,-0.5,5235.5,3.0,-3.0,-2.5,5233.5,1.0,-1.0,-0.5,5236.5,4.0,-4.0,-3.5,5235.0,2.5,-2.5,-2.0
493000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5240.0,12,2,200672,sell,Mark 67,5239,5240,24,12,68.0,80.0,1,5239.5,0.5,False,True,False,False,False,True,5241.0,1.5,-1.5,-1.0,5241.0,1.5,-1.5,-1.0,5241.0,1.5,-1.5,-1.0,5242.0,2.5,-2.5,-2.0,5241.5,2.0,-2.0,-1.5,5242.5,3.0,-3.0,-2.5,5243.5,4.0,-4.0,-3.5
547100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,13,2,200737,sell,Mark 67,5236,5237,20,13,60.0,73.0,1,5236.5,0.5,False,True,False,False,False,True,5238.5,2.0,-2.0,-1.5,5238.5,2.0,-2.0,-1.5,5240.5,4.0,-4.0,-3.5,5237.5,1.0,-1.0,-0.5,5238.5,2.0,-2.0,-1.5,5236.5,0.0,-0.0,0.5,5239.0,2.5,-2.5,-2.0
650600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5244.0,8,2,200879,sell,Mark 67,5242,5244,58,8,58.0,66.0,2,5243.0,1.0,False,True,False,False,False,True,5243.5,0.5,-0.5,0.5,5243.5,0.5,-0.5,0.5,5244.5,1.5,-1.5,-0.5,5239.5,-3.5,3.5,4.5,5247.5,4.5,-4.5,-3.5,5247.5,4.5,-4.5,-3.5,5252.0,9.0,-9.0,-8.0
672800,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5271.0,10,2,200900,sell,Mark 67,5269,5271,65,10,65.0,75.0,2,5270.0,1.0,False,True,False,False,False,True,5272.5,2.5,-2.5,-1.5,5272.5,2.5,-2.5,-1.5,5273.0,3.0,-3.0,-2.0,5272.5,2.5,-2.5,-1.5,5270.5,0.5,-0.5,0.5,5272.0,2.0,-2.0,-1.0,5267.0,-3.0,3.0,4.0
715300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5244.0,8,2,200965,sell,Mark 67,5243,5244,17,8,65.0,73.0,1,5243.5,0.5,False,True,False,False,False,True,5244.5,1.0,-1.0,-0.5,5244.5,1.0,-1.0,-0.5,5244.5,1.0,-1.0,-0.5,5246.5,3.0,-3.0,-2.5,5248.0,4.5,-4.5,-4.0,5243.5,0.0,-0.0,0.5,5240.0,-3.5,3.5,4.0
717300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5244.0,12,2,200968,sell,Mark 67,5243,5244,22,12,60.0,72.0,1,5243.5,0.5,False,True,False,False,False,True,5247.0,3.5,-3.5,-3.0,5247.0,3.5,-3.5,-3.0,5246.5,3.0,-3.0,-2.5,5244.5,1.0,-1.0,-0.5,5243.5,0.0,-0.0,0.5,5244.0,0.5,-0.5,0.0,5239.5,-4.0,4.0,4.5
720500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,11,2,200970,sell,Mark 67,5236,5237,17,11,61.0,72.0,1,5236.5,0.5,False,True,False,False,False,True,5238.0,1.5,-1.5,-1.0,5238.0,1.5,-1.5,-1.0,5237.5,1.0,-1.0,-0.5,5239.0,2.5,-2.5,-2.0,5240.5,4.0,-4.0,-3.5,5238.5,2.0,-2.0,-1.5,5234.5,-2.0,2.0,2.5
721200,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,3,2,200971,buy,Mark 55,5239,5242,14,70,84.0,70.0,3,5240.5,-1.5,True,False,False,False,False,True,5240.0,-0.5,-0.5,1.0,5240.0,-0.5,-0.5,1.0,5239.5,-1.0,-1.0,0.5,5239.5,-1.0,-1.0,0.5,5238.5,-2.0,-2.0,-0.5,5239.5,-1.0,-1.0,0.5,5232.5,-8.0,-8.0,-6.5
756000,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5225.0,7,2,201017,buy,Mark 55,5225,5227,10,23,80.0,70.0,2,5226.0,-1.0,True,False,False,False,False,True,5223.5,-2.5,-2.5,-1.5,5223.5,-2.5,-2.5,-1.5,5224.5,-1.5,-1.5,-0.5,5221.5,-4.5,-4.5,-3.5,5221.5,-4.5,-4.5,-3.5,5216.5,-9.5,-9.5,-8.5,5221.5,-4.5,-4.5,-3.5
771600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5230.0,12,2,201038,sell,Mark 67,5229,5230,19,12,66.0,78.0,1,5229.5,0.5,False,True,False,False,False,True,5232.5,3.0,-3.0,-2.5,5232.5,3.0,-3.0,-2.5,5234.0,4.5,-4.5,-4.0,5233.5,4.0,-4.0,-3.5,5233.0,3.5,-3.5,-3.0,5232.0,2.5,-2.5,-2.0,5238.5,9.0,-9.0,-8.5
777200,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5238.0,10,2,201044,sell,Mark 67,5236,5238,54,10,54.0,64.0,2,5237.0,1.0,False,True,False,False,False,True,5237.0,0.0,-0.0,1.0,5237.0,0.0,-0.0,1.0,5237.0,0.0,-0.0,1.0,5239.5,2.5,-2.5,-1.5,5243.5,6.5,-6.5,-5.5,5243.5,6.5,-6.5,-5.5,5235.5,-1.5,1.5,2.5
798800,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5241.0,12,2,201069,sell,Mark 67,5240,5241,16,12,61.0,73.0,1,5240.5,0.5,False,True,False,False,False,True,5242.5,2.0,-2.0,-1.5,5242.5,2.0,-2.0,-1.5,5241.5,1.0,-1.0,-0.5,5242.5,2.0,-2.0,-1.5,5247.5,7.0,-7.0,-6.5,5250.5,10.0,-10.0,-9.5,5257.5,17.0,-17.0,-16.5
840900,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5256.0,11,2,201131,sell,Mark 67,5255,5256,24,11,73.0,84.0,1,5255.5,0.5,False,True,False,False,False,True,5257.5,2.0,-2.0,-1.5,5257.5,2.0,-2.0,-1.5,5259.5,4.0,-4.0,-3.5,5259.5,4.0,-4.0,-3.5,5258.5,3.0,-3.0,-2.5,5258.0,2.5,-2.5,-2.0,5261.5,6.0,-6.0,-5.5
841800,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5258.0,8,2,201132,sell,Mark 22,5258,5261,2,18,59.0,57.0,3,5259.5,-1.5,True,False,False,False,True,False,5258.5,-1.0,1.0,-0.5,5258.5,-1.0,1.0,-0.5,5258.0,-1.5,1.5,0.0,5258.5,-1.0,1.0,-0.5,5256.0,-3.5,3.5,2.0,5257.5,-2.0,2.0,0.5,5260.5,1.0,-1.0,-2.5
848400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5256.0,11,2,201139,sell,Mark 67,5254,5256,63,11,63.0,74.0,2,5255.0,1.0,False,True,False,False,False,True,5257.0,2.0,-2.0,-1.0,5257.0,2.0,-2.0,-1.0,5256.5,1.5,-1.5,-0.5,5256.0,1.0,-1.0,0.0,5255.0,0.0,-0.0,1.0,5256.0,1.0,-1.0,0.0,5258.5,3.5,-3.5,-2.5
872400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5248.0,15,2,201160,sell,Mark 67,5247,5248,21,15,71.0,86.0,1,5247.5,0.5,False,True,False,False,False,True,5247.5,0.0,-0.0,0.5,5247.5,0.0,-0.0,0.5,5248.5,1.0,-1.0,-0.5,5249.5,2.0,-2.0,-1.5,5247.5,0.0,-0.0,0.5,5247.0,-0.5,0.5,1.0,5246.5,-1.0,1.0,1.5
887900,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5269.0,15,2,201183,sell,Mark 67,5268,5269,18,15,66.0,81.0,1,5268.5,0.5,False,True,False,False,False,True,5271.5,3.0,-3.0,-2.5,5271.5,3.0,-3.0,-2.5,5268.5,0.0,-0.0,0.5,5265.5,-3.0,3.0,3.5,5263.5,-5.0,5.0,5.5,5264.5,-4.0,4.0,4.5,5272.5,4.0,-4.0,-3.5
902700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5282.0,9,2,201203,sell,Mark 67,5281,5282,21,9,56.0,65.0,1,5281.5,0.5,False,True,False,False,False,True,5283.5,2.0,-2.0,-1.5,5283.5,2.0,-2.0,-1.5,5284.5,3.0,-3.0,-2.5,5283.0,1.5,-1.5,-1.0,5283.0,1.5,-1.5,-1.0,5279.0,-2.5,2.5,3.0,5278.5,-3.0,3.0,3.5
912000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5276.0,9,2,201210,sell,Mark 67,5275,5276,20,9,70.0,79.0,1,5275.5,0.5,False,True,False,False,False,True,5276.5,1.0,-1.0,-0.5,5276.5,1.0,-1.0,-0.5,5278.5,3.0,-3.0,-2.5,5278.5,3.0,-3.0,-2.5,5283.0,7.5,-7.5,-7.0,5281.5,6.0,-6.0,-5.5,5285.5,10.0,-10.0,-9.5
941000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5274.0,9,2,201244,sell,Mark 67,5273,5274,16,9,62.0,71.0,1,5273.5,0.5,False,True,False,False,False,True,5276.0,2.5,-2.5,-2.0,5276.0,2.5,-2.5,-2.0,5275.5,2.0,-2.0,-1.5,5273.5,0.0,-0.0,0.5,5273.5,0.0,-0.0,0.5,5269.5,-4.0,4.0,4.5,5276.5,3.0,-3.0,-2.5
958700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5271.0,8,2,201269,sell,Mark 67,5269,5271,72,8,72.0,80.0,2,5270.0,1.0,False,True,False,False,False,True,5272.0,2.0,-2.0,-1.0,5272.0,2.0,-2.0,-1.0,5271.5,1.5,-1.5,-0.5,5272.5,2.5,-2.5,-1.5,5272.0,2.0,-2.0,-1.0,5268.5,-1.5,1.5,2.5,5263.5,-6.5,6.5,7.5
992900,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5284.0,8,2,201319,buy,Mark 22,5285,5287,2,16,48.0,46.0,2,5286.0,-2.0,False,False,False,True,False,True,5283.5,-2.5,-2.5,-0.5,5283.5,-2.5,-2.5,-0.5,5283.0,-3.0,-3.0,-1.0,5280.5,-5.5,-5.5,-3.5,5281.5,-4.5,-4.5,-2.5,5286.5,0.5,0.5,2.5,5300.0,14.0,14.0,16.0
993500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5280.0,13,2,201321,sell,Mark 67,5279,5280,25,13,59.0,72.0,1,5279.5,0.5,False,True,False,False,False,True,5279.5,0.0,-0.0,0.5,5279.5,0.0,-0.0,0.5,5280.0,0.5,-0.5,0.0,5281.5,2.0,-2.0,-1.5,5283.0,3.5,-3.5,-3.0,5286.5,7.0,-7.0,-6.5,5297.5,18.0,-18.0,-17.5
77300,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5256.0,8,3,300105,sell,Mark 55,5255,5256,17,14,66.0,80.0,1,5255.5,0.5,False,True,False,False,False,True,5257.0,1.5,-1.5,-1.0,5257.0,1.5,-1.5,-1.0,5255.5,0.0,-0.0,0.5,5255.5,0.0,-0.0,0.5,5257.0,1.5,-1.5,-1.0,5260.5,5.0,-5.0,-4.5,5261.5,6.0,-6.0,-5.5
77300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5256.0,6,3,300106,sell,Mark 67,5255,5256,17,14,66.0,80.0,1,5255.5,0.5,False,True,False,False,False,True,5257.0,1.5,-1.5,-1.0,5257.0,1.5,-1.5,-1.0,5255.5,0.0,-0.0,0.5,5255.5,0.0,-0.0,0.5,5257.0,1.5,-1.5,-1.0,5260.5,5.0,-5.0,-4.5,5261.5,6.0,-6.0,-5.5
99400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5253.0,12,3,300144,sell,Mark 67,5252,5253,16,12,65.0,77.0,1,5252.5,0.5,False,True,False,False,False,True,5254.5,2.0,-2.0,-1.5,5254.5,2.0,-2.0,-1.5,5256.0,3.5,-3.5,-3.0,5253.5,1.0,-1.0,-0.5,5253.5,1.0,-1.0,-0.5,5256.5,4.0,-4.0,-3.5,5250.5,-2.0,2.0,2.5
103700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5251.0,8,3,300149,sell,Mark 67,5249,5251,67,8,67.0,75.0,2,5250.0,1.0,False,True,False,False,False,True,5253.5,3.5,-3.5,-2.5,5253.5,3.5,-3.5,-2.5,5252.5,2.5,-2.5,-1.5,5252.5,2.5,-2.5,-1.5,5249.5,-0.5,0.5,1.5,5246.5,-3.5,3.5,4.5,5254.0,4.0,-4.0,-3.0
111600,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5244.0,6,3,300159,buy,Mark 22,5245,5248,7,62,69.0,62.0,3,5246.5,-2.5,False,False,False,True,False,True,5244.5,-2.0,-2.0,0.5,5244.5,-2.0,-2.0,0.5,5244.5,-2.0,-2.0,0.5,5243.5,-3.0,-3.0,-0.5,5240.0,-6.5,-6.5,-4.0,5235.5,-11.0,-11.0,-8.5,5240.5,-6.0,-6.0,-3.5
117400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5231.0,9,3,300162,sell,Mark 67,5230,5231,20,9,63.0,72.0,1,5230.5,0.5,False,True,False,False,False,True,5233.5,3.0,-3.0,-2.5,5233.5,3.0,-3.0,-2.5,5234.5,4.0,-4.0,-3.5,5236.0,5.5,-5.5,-5.0,5236.5,6.0,-6.0,-5.5,5236.5,6.0,-6.0,-5.5,5243.5,13.0,-13.0,-12.5
215100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5231.0,14,3,300308,sell,Mark 67,5230,5231,16,14,53.0,67.0,1,5230.5,0.5,False,True,False,False,False,True,5232.5,2.0,-2.0,-1.5,5232.5,2.0,-2.0,-1.5,5230.5,0.0,-0.0,0.5,5232.5,2.0,-2.0,-1.5,5232.5,2.0,-2.0,-1.5,5227.5,-3.0,3.0,3.5,5233.5,3.0,-3.0,-2.5
254300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5239.0,15,3,300371,sell,Mark 67,5238,5239,17,15,59.0,74.0,1,5238.5,0.5,False,True,False,False,False,True,5241.5,3.0,-3.0,-2.5,5241.5,3.0,-3.0,-2.5,5240.0,1.5,-1.5,-1.0,5239.5,1.0,-1.0,-0.5,5239.5,1.0,-1.0,-0.5,5237.5,-1.0,1.0,1.5,5235.5,-3.0,3.0,3.5
264000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5230.0,9,3,300386,sell,Mark 67,5229,5230,18,9,59.0,68.0,1,5229.5,0.5,False,True,False,False,False,True,5233.5,4.0,-4.0,-3.5,5233.5,4.0,-4.0,-3.5,5234.5,5.0,-5.0,-4.5,5236.0,6.5,-6.5,-6.0,5238.0,8.5,-8.5,-8.0,5234.0,4.5,-4.5,-4.0,5237.0,7.5,-7.5,-7.0
289600,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5234.0,6,3,300421,buy,Mark 22,5235,5237,3,16,52.0,49.0,2,5236.0,-2.0,False,False,False,True,False,True,5232.5,-3.5,-3.5,-1.5,5232.5,-3.5,-3.5,-1.5,5233.5,-2.5,-2.5,-0.5,5232.5,-3.5,-3.5,-1.5,5229.0,-7.0,-7.0,-5.0,5229.5,-6.5,-6.5,-4.5,5227.5,-8.5,-8.5,-6.5
302800,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5224.0,3,3,300437,sell,Mark 55,5223,5224,23,8,64.0,72.0,1,5223.5,0.5,False,True,False,False,False,True,5224.5,1.0,-1.0,-0.5,5224.5,1.0,-1.0,-0.5,5226.5,3.0,-3.0,-2.5,5223.5,0.0,-0.0,0.5,5220.5,-3.0,3.0,3.5,5221.5,-2.0,2.0,2.5,5218.5,-5.0,5.0,5.5
310900,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5226.0,3,3,300445,sell,Mark 55,5224,5226,74,11,74.0,85.0,2,5225.0,1.0,False,True,False,False,False,True,5226.5,1.5,-1.5,-0.5,5226.5,1.5,-1.5,-0.5,5225.5,0.5,-0.5,0.5,5225.5,0.5,-0.5,0.5,5225.5,0.5,-0.5,0.5,5228.5,3.5,-3.5,-2.5,5225.5,0.5,-0.5,0.5
352000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5221.0,9,3,300528,sell,Mark 67,5219,5221,67,9,67.0,76.0,2,5220.0,1.0,False,True,False,False,False,True,5221.5,1.5,-1.5,-0.5,5221.5,1.5,-1.5,-0.5,5220.5,0.5,-0.5,0.5,5218.5,-1.5,1.5,2.5,5216.5,-3.5,3.5,4.5,5213.0,-7.0,7.0,8.0,5221.5,1.5,-1.5,-0.5
357500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5216.0,11,3,300529,sell,Mark 67,5215,5216,15,11,61.0,72.0,1,5215.5,0.5,False,True,False,False,False,True,5218.0,2.5,-2.5,-2.0,5218.0,2.5,-2.5,-2.0,5218.5,3.0,-3.0,-2.5,5217.5,2.0,-2.0,-1.5,5215.5,0.0,-0.0,0.5,5216.5,1.0,-1.0,-0.5,5218.5,3.0,-3.0,-2.5
406500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5236.0,14,3,300638,sell,Mark 67,5235,5236,25,14,57.0,71.0,1,5235.5,0.5,False,True,False,False,False,True,5236.0,0.5,-0.5,0.0,5236.0,0.5,-0.5,0.0,5235.0,-0.5,0.5,1.0,5234.5,-1.0,1.0,1.5,5234.5,-1.0,1.0,1.5,5234.5,-1.0,1.0,1.5,5234.5,-1.0,1.0,1.5
443100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5217.0,11,3,300686,sell,Mark 67,5216,5217,20,11,67.0,78.0,1,5216.5,0.5,False,True,False,False,False,True,5218.5,2.0,-2.0,-1.5,5218.5,2.0,-2.0,-1.5,5219.0,2.5,-2.5,-2.0,5216.5,0.0,-0.0,0.5,5218.0,1.5,-1.5,-1.0,5212.0,-4.5,4.5,5.0,5208.5,-8.0,8.0,8.5
450300,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5214.0,10,3,300693,buy,Mark 22,5214,5217,3,55,58.0,55.0,3,5215.5,-1.5,True,False,False,False,False,True,5212.0,-3.5,-3.5,-2.0,5212.0,-3.5,-3.5,-2.0,5213.5,-2.0,-2.0,-0.5,5210.5,-5.0,-5.0,-3.5,5210.5,-5.0,-5.0,-3.5,5208.5,-7.0,-7.0,-5.5,5214.5,-1.0,-1.0,0.5
575300,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5221.0,7,3,300905,buy,Mark 22,5222,5225,4,64,68.0,64.0,3,5223.5,-2.5,False,False,False,True,False,True,5224.0,0.5,0.5,3.0,5224.0,0.5,0.5,3.0,5221.5,-2.0,-2.0,0.5,5216.5,-7.0,-7.0,-4.5,5216.5,-7.0,-7.0,-4.5,5217.5,-6.0,-6.0,-3.5,5221.0,-2.5,-2.5,0.0
616700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5230.0,14,3,300957,sell,Mark 67,5229,5230,25,14,68.0,82.0,1,5229.5,0.5,False,True,False,False,False,True,5230.5,1.0,-1.0,-0.5,5230.5,1.0,-1.0,-0.5,5230.5,1.0,-1.0,-0.5,5228.0,-1.5,1.5,2.0,5233.5,4.0,-4.0,-3.5,5230.0,0.5,-0.5,0.0,5217.5,-12.0,12.0,12.5
653400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5252.0,9,3,301025,sell,Mark 67,5251,5252,22,9,54.0,63.0,1,5251.5,0.5,False,True,False,False,False,True,5254.0,2.5,-2.5,-2.0,5254.0,2.5,-2.5,-2.0,5254.0,2.5,-2.5,-2.0,5253.5,2.0,-2.0,-1.5,5255.5,4.0,-4.0,-3.5,5251.5,0.0,-0.0,0.5,5255.5,4.0,-4.0,-3.5
663100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5262.0,8,3,301031,sell,Mark 67,5260,5262,64,8,64.0,72.0,2,5261.0,1.0,False,True,False,False,False,True,5261.5,0.5,-0.5,0.5,5261.5,0.5,-0.5,0.5,5261.5,0.5,-0.5,0.5,5259.5,-1.5,1.5,2.5,5259.5,-1.5,1.5,2.5,5259.0,-2.0,2.0,3.0,5255.5,-5.5,5.5,6.5
677300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5251.0,10,3,301059,sell,Mark 67,5249,5251,70,10,70.0,80.0,2,5250.0,1.0,False,True,False,False,False,True,5252.5,2.5,-2.5,-1.5,5252.5,2.5,-2.5,-1.5,5252.5,2.5,-2.5,-1.5,5254.5,4.5,-4.5,-3.5,5253.5,3.5,-3.5,-2.5,5254.0,4.0,-4.0,-3.0,5250.5,0.5,-0.5,0.5
700600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5243.0,14,3,301098,sell,Mark 67,5242,5243,20,14,56.0,70.0,1,5242.5,0.5,False,True,False,False,False,True,5245.5,3.0,-3.0,-2.5,5245.5,3.0,-3.0,-2.5,5246.0,3.5,-3.5,-3.0,5247.0,4.5,-4.5,-4.0,5244.5,2.0,-2.0,-1.5,5245.5,3.0,-3.0,-2.5,5244.5,2.0,-2.0,-1.5
701000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5245.0,9,3,301099,sell,Mark 67,5244,5245,21,9,62.0,71.0,1,5244.5,0.5,False,True,False,False,False,True,5247.0,2.5,-2.5,-2.0,5247.0,2.5,-2.5,-2.0,5246.5,2.0,-2.0,-1.5,5244.5,0.0,-0.0,0.5,5244.5,0.0,-0.0,0.5,5244.5,0.0,-0.0,0.5,5245.5,1.0,-1.0,-0.5
707800,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5247.0,14,3,301110,sell,Mark 67,5246,5247,20,14,54.0,68.0,1,5246.5,0.5,False,True,False,False,False,True,5249.0,2.5,-2.5,-2.0,5249.0,2.5,-2.5,-2.0,5250.5,4.0,-4.0,-3.5,5253.5,7.0,-7.0,-6.5,5252.0,5.5,-5.5,-5.0,5256.5,10.0,-10.0,-9.5,5262.5,16.0,-16.0,-15.5
718600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5257.0,12,3,301122,sell,Mark 67,5256,5257,24,12,70.0,82.0,1,5256.5,0.5,False,True,False,False,False,True,5260.0,3.5,-3.5,-3.0,5260.0,3.5,-3.5,-3.0,5259.5,3.0,-3.0,-2.5,5259.5,3.0,-3.0,-2.5,5259.5,3.0,-3.0,-2.5,5257.5,1.0,-1.0,-0.5,5257.5,1.0,-1.0,-0.5
720000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5258.0,8,3,301124,sell,Mark 67,5256,5258,65,8,65.0,73.0,2,5257.0,1.0,False,True,False,False,False,True,5259.0,2.0,-2.0,-1.0,5259.0,2.0,-2.0,-1.0,5257.5,0.5,-0.5,0.5,5257.5,0.5,-0.5,0.5,5259.5,2.5,-2.5,-1.5,5258.0,1.0,-1.0,0.0,5255.5,-1.5,1.5,2.5
755400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5231.0,8,3,301183,sell,Mark 67,5230,5231,16,8,51.0,59.0,1,5230.5,0.5,False,True,False,False,False,True,5231.0,0.5,-0.5,0.0,5231.0,0.5,-0.5,0.0,5231.5,1.0,-1.0,-0.5,5232.5,2.0,-2.0,-1.5,5236.0,5.5,-5.5,-5.0,5238.0,7.5,-7.5,-7.0,5228.5,-2.0,2.0,2.5
769200,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5234.0,9,3,301201,sell,Mark 67,5233,5234,19,9,68.0,77.0,1,5233.5,0.5,False,True,False,False,False,True,5234.5,1.0,-1.0,-0.5,5234.5,1.0,-1.0,-0.5,5233.5,0.0,-0.0,0.5,5232.5,-1.0,1.0,1.5,5233.5,0.0,-0.0,0.5,5235.5,2.0,-2.0,-1.5,5231.0,-2.5,2.5,3.0
810500,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5259.0,10,3,301272,sell,Mark 22,5257,5258,18,2,65.0,67.0,1,5257.5,1.5,False,False,False,True,False,True,5259.5,2.0,-2.0,-0.5,5259.5,2.0,-2.0,-0.5,5261.5,4.0,-4.0,-2.5,5262.5,5.0,-5.0,-3.5,5263.0,5.5,-5.5,-4.0,5264.5,7.0,-7.0,-5.5,5260.5,3.0,-3.0,-1.5
810500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5258.0,2,3,301273,sell,Mark 67,5257,5258,18,2,65.0,67.0,1,5257.5,0.5,False,True,False,False,False,True,5259.5,2.0,-2.0,-1.5,5259.5,2.0,-2.0,-1.5,5261.5,4.0,-4.0,-3.5,5262.5,5.0,-5.0,-4.5,5263.0,5.5,-5.5,-5.0,5264.5,7.0,-7.0,-6.5,5260.5,3.0,-3.0,-2.5
843500,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,3,301330,sell,Mark 55,5237,5238,22,15,70.0,85.0,1,5237.5,0.5,False,True,False,False,False,True,5240.5,3.0,-3.0,-2.5,5240.5,3.0,-3.0,-2.5,5240.5,3.0,-3.0,-2.5,5240.5,3.0,-3.0,-2.5,5240.5,3.0,-3.0,-2.5,5241.5,4.0,-4.0,-3.5,5243.0,5.5,-5.5,-5.0
