symbol,side,day,timestamp,qty,entry_ts,historical_edge_t200,executable_edge_t200,slippage
VELVETFRUIT_EXTRACT,sell,1,460700,6,460800,1.5,-0.5,4.0
HYDROGEL_PACK,sell,1,462500,2,462600,7.0,-5.0,14.0
VEV_4000,buy,1,464200,1,464300,12.5,-9.5,22.0
VELVETFRUIT_EXTRACT,sell,1,465300,8,465400,0.5,-4.5,4.0
VELVETFRUIT_EXTRACT,buy,1,469600,7,469700,0.5,-3.5,3.0
VELVETFRUIT_EXTRACT,sell,1,470400,4,470500,2.5,-1.0,4.0
VELVETFRUIT_EXTRACT,buy,1,472600,3,472700,4.5,-5.0,6.0
VEV_4000,buy,1,475500,1,475600,11.5,-10.0,21.0
HYDROGEL_PACK,sell,1,476200,3,476300,6.5,-6.5,13.0
HYDROGEL_PACK,buy,1,477600,5,477700,9.0,-8.0,17.0
VELVETFRUIT_EXTRACT,buy,1,478900,4,479000,0.5,-5.5,5.0
HYDROGEL_PACK,sell,1,479100,5,479200,8.0,-8.0,18.0
VEV_4000,sell,1,480700,2,480800,9.5,-10.5,20.0
VEV_4000,buy,1,480900,2,481000,9.5,-12.5,21.0
VEV_4000,sell,1,481300,3,481400,11.5,-9.5,22.0
VELVETFRUIT_EXTRACT,sell,1,483100,8,483200,4.5,-0.5,6.0
VEV_4000,sell,1,483200,3,483300,12.5,-10.0,22.0
HYDROGEL_PACK,buy,1,485300,3,485400,10.0,-7.0,18.0
HYDROGEL_PACK,buy,1,489600,4,489700,10.0,-5.0,17.0
VELVETFRUIT_EXTRACT,buy,1,489700,6,489800,7.5,-1.5,7.0
VELVETFRUIT_EXTRACT,sell,1,490900,5,491000,2.5,-2.5,5.0
VEV_4000,buy,1,491100,3,491200,11.5,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,1,492100,5,492200,3.5,-3.5,6.0
HYDROGEL_PACK,sell,1,494500,4,494600,9.0,-9.0,16.0
VEV_4000,buy,1,494700,2,494800,10.5,-12.5,21.0
HYDROGEL_PACK,buy,1,495300,5,495400,10.0,-6.0,17.0
VELVETFRUIT_EXTRACT,buy,1,496200,5,496300,0.5,-1.5,4.0
VEV_4000,buy,1,496300,2,496400,11.5,-9.5,20.0
VELVETFRUIT_EXTRACT,buy,1,498400,7,498500,1.0,-1.5,6.0
HYDROGEL_PACK,buy,1,499900,6,500000,5.0,-12.0,17.0
HYDROGEL_PACK,buy,1,500800,4,500900,11.0,-6.0,19.0
HYDROGEL_PACK,buy,1,501400,6,501500,7.0,-6.0,14.0
HYDROGEL_PACK,buy,1,502000,3,502100,11.0,-5.0,19.0
HYDROGEL_PACK,buy,1,503500,6,503600,6.0,-11.0,16.0
VEV_4000,buy,1,503500,3,503600,10.5,-10.5,21.0
VELVETFRUIT_EXTRACT,buy,1,506200,5,506300,2.0,-1.5,4.0
HYDROGEL_PACK,sell,1,507200,4,507300,10.0,-11.0,19.0
HYDROGEL_PACK,buy,1,507800,6,507900,9.0,-9.0,16.0
VEV_4000,buy,1,509100,3,509200,13.0,-10.5,23.0
HYDROGEL_PACK,buy,1,509900,5,510000,6.0,-9.0,13.0
HYDROGEL_PACK,buy,1,510100,3,510200,5.0,-13.0,14.0
HYDROGEL_PACK,sell,1,513200,5,513300,12.0,-8.0,19.0
VELVETFRUIT_EXTRACT,buy,1,514500,6,514600,3.5,-1.5,5.0
HYDROGEL_PACK,buy,1,515200,4,515300,10.0,-3.0,15.0
VELVETFRUIT_EXTRACT,buy,1,516800,5,516900,2.5,-0.5,4.0
VEV_4000,buy,1,517900,1,518000,10.5,-8.5,20.0
VEV_4000,sell,1,518800,1,518900,12.5,-8.0,22.0
HYDROGEL_PACK,buy,1,519000,5,519100,7.0,-10.0,16.0
VEV_4000,buy,1,519100,2,519200,10.5,-9.5,21.0
HYDROGEL_PACK,sell,1,519400,2,519500,6.0,-7.0,14.0
HYDROGEL_PACK,sell,1,520400,2,520500,6.0,-7.0,13.0
VEV_4000,buy,1,521100,2,521200,12.5,-11.5,22.0
VELVETFRUIT_EXTRACT,sell,1,521800,3,521900,3.0,-2.5,5.0
VEV_5500,buy,1,524000,4,524100,0.0,-1.0,1.0
VEV_4000,buy,1,525500,1,525600,9.5,-12.5,21.0
HYDROGEL_PACK,sell,1,526600,4,526700,13.5,-3.0,16.0
HYDROGEL_PACK,sell,1,527700,6,527800,4.0,-12.0,14.0
VELVETFRUIT_EXTRACT,sell,1,527700,6,527800,2.5,-4.0,6.0
VELVETFRUIT_EXTRACT,sell,1,528600,4,528700,0.5,-3.0,4.0
VELVETFRUIT_EXTRACT,sell,1,529400,4,529500,2.5,-2.0,5.0
HYDROGEL_PACK,buy,1,530300,3,530400,8.0,-7.0,15.0
HYDROGEL_PACK,buy,1,530600,5,530700,13.0,-4.0,19.0
HYDROGEL_PACK,sell,1,533100,2,533200,7.0,-9.0,16.0
HYDROGEL_PACK,sell,1,533400,5,533500,9.0,-8.0,16.0
VELVETFRUIT_EXTRACT,buy,1,534100,3,534200,1.0,-2.5,5.0
HYDROGEL_PACK,sell,1,534800,3,534900,9.0,-11.0,18.0
HYDROGEL_PACK,buy,1,537500,2,537600,6.0,-9.0,13.0
HYDROGEL_PACK,sell,1,538000,2,538100,9.0,-9.0,16.0
HYDROGEL_PACK,sell,1,538900,6,539000,10.0,-6.0,17.0
VELVETFRUIT_EXTRACT,buy,1,540700,7,540800,0.5,-4.5,5.0
HYDROGEL_PACK,sell,1,542600,6,542700,9.0,-7.0,15.0
VELVETFRUIT_EXTRACT,buy,1,544300,4,544400,0.0,-4.0,4.0
VEV_4000,sell,1,544500,2,544600,9.5,-11.5,20.0
VELVETFRUIT_EXTRACT,buy,1,545000,4,545100,3.0,-3.5,6.0
VELVETFRUIT_EXTRACT,buy,1,547800,3,547900,2.5,-5.5,6.0
VEV_4000,sell,1,550300,1,550400,9.0,-10.5,20.0
HYDROGEL_PACK,buy,1,550400,2,550500,10.0,-7.0,16.0
VEV_4000,buy,1,550900,2,551000,13.5,-11.0,23.0
VEV_4000,sell,1,552600,3,552700,11.5,-8.5,21.0
HYDROGEL_PACK,sell,1,553300,6,553400,10.0,-5.0,16.0
VEV_4000,buy,1,556900,3,557000,9.0,-11.5,20.0
VELVETFRUIT_EXTRACT,buy,1,557200,4,557300,3.5,-2.5,5.0
HYDROGEL_PACK,buy,1,563600,2,563700,10.0,-12.0,19.0
VEV_5200,buy,1,564300,2,564400,1.5,-2.0,3.0
VEV_4000,sell,1,567700,1,567800,11.5,-9.5,21.0
VELVETFRUIT_EXTRACT,sell,1,568200,7,568300,0.5,-5.5,4.0
HYDROGEL_PACK,buy,1,568700,5,568800,5.0,-10.0,16.0
VEV_4000,sell,1,568800,2,568900,11.5,-9.0,20.0
VEV_4000,buy,1,569900,1,570000,9.5,-10.5,20.0
VEV_4000,sell,1,576700,2,576800,10.5,-10.5,21.0
HYDROGEL_PACK,sell,1,578600,3,578700,8.0,-10.0,19.0
HYDROGEL_PACK,buy,1,578800,6,578900,1.0,-10.0,15.0
HYDROGEL_PACK,buy,1,580600,4,580700,7.0,-9.0,16.0
VELVETFRUIT_EXTRACT,sell,1,581100,7,581200,4.0,1.5,5.0
VELVETFRUIT_EXTRACT,buy,1,584800,7,584900,3.5,-2.5,5.0
VEV_4000,buy,1,589100,3,589200,11.5,-12.5,22.0
HYDROGEL_PACK,buy,1,590100,2,590200,9.0,-12.0,18.0
HYDROGEL_PACK,sell,1,596300,2,596400,4.0,-11.0,13.0
VELVETFRUIT_EXTRACT,buy,1,597200,7,597300,2.5,-0.5,4.0
VELVETFRUIT_EXTRACT,buy,1,597400,4,597500,1.0,-3.5,6.0
VEV_4000,buy,1,599600,1,599700,9.0,-11.5,20.0
VEV_4000,buy,1,600100,2,600200,8.5,-11.0,20.0
HYDROGEL_PACK,sell,1,600400,4,600500,10.0,-6.0,16.0
VEV_4000,buy,1,601200,1,601300,9.0,-11.5,21.0
HYDROGEL_PACK,buy,1,601700,2,601800,9.0,-14.0,18.0
HYDROGEL_PACK,buy,1,604700,5,604800,8.0,-12.0,19.0
HYDROGEL_PACK,buy,1,606400,5,606500,8.0,-8.0,18.0
VEV_4000,sell,1,608100,2,608200,10.0,-9.5,20.0
VELVETFRUIT_EXTRACT,buy,1,609900,6,610000,1.5,-2.0,4.0
VELVETFRUIT_EXTRACT,buy,1,612500,5,612600,4.5,0.5,6.0
HYDROGEL_PACK,buy,1,614100,4,614200,3.0,-12.0,16.0
VELVETFRUIT_EXTRACT,buy,1,616300,5,616400,4.0,-0.5,5.0
VELVETFRUIT_EXTRACT,buy,1,617400,7,617500,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,1,619800,7,619900,1.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,1,620500,3,620600,2.5,-1.5,5.0
VEV_4000,sell,1,621700,3,621800,11.5,-10.5,21.0
HYDROGEL_PACK,buy,1,621800,2,621900,10.0,-9.0,18.0
VELVETFRUIT_EXTRACT,sell,1,621900,6,622000,0.5,-2.5,4.0
VEV_4000,buy,1,622800,1,622900,9.5,-11.5,21.0
VEV_5200,buy,1,624400,2,624500,1.5,-2.0,3.0
HYDROGEL_PACK,buy,1,625100,2,625200,7.0,-5.5,15.0
VELVETFRUIT_EXTRACT,buy,1,626000,4,626100,1.0,-2.5,3.0
VELVETFRUIT_EXTRACT,buy,1,628300,7,628400,0.5,-3.5,3.0
HYDROGEL_PACK,sell,1,630400,5,630500,8.0,-8.0,15.0
VEV_4000,sell,1,631500,3,631600,15.0,-10.0,20.0
VELVETFRUIT_EXTRACT,sell,1,634500,5,634600,0.5,-2.0,5.0
HYDROGEL_PACK,buy,1,634900,2,635000,11.0,-4.0,17.0
HYDROGEL_PACK,sell,1,635700,3,635800,10.0,-6.0,15.0
VEV_5200,buy,1,636100,4,636200,-0.5,-2.0,2.0
HYDROGEL_PACK,buy,1,637500,4,637600,8.0,-11.0,18.0
HYDROGEL_PACK,sell,1,640700,4,640800,8.0,-5.0,16.0
VEV_5200,buy,1,642100,4,642200,1.0,-1.5,2.0
VEV_4000,sell,1,645000,3,645100,9.0,-12.0,20.0
VELVETFRUIT_EXTRACT,sell,1,646100,3,646200,3.0,-1.5,4.0
HYDROGEL_PACK,sell,1,647000,3,647100,6.0,-12.0,15.0
VEV_4000,buy,1,647200,3,647300,9.0,-11.0,20.0
HYDROGEL_PACK,buy,1,647400,2,647500,6.0,-10.0,14.0
HYDROGEL_PACK,buy,1,647600,4,647700,6.0,-8.0,14.0
HYDROGEL_PACK,buy,1,647900,6,648000,6.0,-12.0,16.0
VELVETFRUIT_EXTRACT,sell,1,648200,6,648300,1.5,-1.5,4.0
HYDROGEL_PACK,sell,1,648400,2,648500,6.0,-7.0,16.0
VELVETFRUIT_EXTRACT,buy,1,650300,6,650400,4.5,-3.0,5.0
HYDROGEL_PACK,buy,1,652800,2,652900,7.0,-10.0,15.0
HYDROGEL_PACK,buy,1,653200,6,653300,7.0,-9.0,15.0
HYDROGEL_PACK,buy,1,653300,5,653400,7.0,-10.0,16.0
VELVETFRUIT_EXTRACT,buy,1,654300,8,654400,2.5,-1.5,6.0
VELVETFRUIT_EXTRACT,sell,1,655100,8,655200,3.5,-1.5,6.0
HYDROGEL_PACK,sell,1,661300,6,661400,6.0,-1.5,16.0
HYDROGEL_PACK,sell,1,666100,3,666200,9.0,-4.0,16.0
HYDROGEL_PACK,sell,1,669200,4,669300,11.0,-9.0,18.0
VEV_4000,buy,1,671200,3,671300,11.5,-10.0,21.0
HYDROGEL_PACK,buy,1,673800,4,673900,4.0,-6.0,10.0
VEV_4000,buy,1,675700,1,675800,10.0,-10.5,21.0
VELVETFRUIT_EXTRACT,sell,1,679600,6,679700,4.0,-2.5,5.0
VEV_4000,buy,1,680600,3,680700,10.0,-11.0,20.0
HYDROGEL_PACK,buy,1,680800,2,680900,5.0,-11.0,15.0
HYDROGEL_PACK,sell,1,681500,5,681600,6.0,-10.0,13.0
VEV_4000,buy,1,682600,1,682700,10.5,-9.5,21.0
HYDROGEL_PACK,buy,1,684500,2,684600,10.0,-4.0,16.0
VELVETFRUIT_EXTRACT,sell,1,688400,6,688500,1.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,1,688600,5,688700,0.5,-4.5,5.0
VEV_4000,buy,1,688900,2,689000,8.5,-12.5,21.0
HYDROGEL_PACK,sell,1,690500,5,690600,12.5,-2.0,9.0
VELVETFRUIT_EXTRACT,buy,1,693000,8,693100,4.0,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,1,694600,3,694700,3.5,-0.5,5.0
HYDROGEL_PACK,buy,1,694900,3,695000,7.0,-10.0,17.0
HYDROGEL_PACK,buy,1,695200,6,695300,8.0,-8.0,18.0
HYDROGEL_PACK,sell,1,695900,6,696000,11.0,-11.0,19.0
VEV_4000,buy,1,696000,3,696100,11.5,-10.0,21.0
HYDROGEL_PACK,sell,1,698300,5,698400,11.0,-6.0,18.0
HYDROGEL_PACK,buy,1,699100,5,699200,11.0,-10.0,20.0
HYDROGEL_PACK,sell,1,700400,5,700500,10.0,-5.0,16.0
HYDROGEL_PACK,sell,1,701200,5,701300,7.0,-7.0,13.0
HYDROGEL_PACK,sell,1,701500,3,701600,11.0,-3.0,16.0
VELVETFRUIT_EXTRACT,sell,1,702700,8,702800,-1.5,-4.5,3.0
HYDROGEL_PACK,buy,1,703000,3,703100,16.0,-3.0,16.0
HYDROGEL_PACK,sell,1,707100,3,707200,8.0,-6.0,16.0
VEV_5300,buy,1,710500,5,710600,1.5,-0.5,2.0
VELVETFRUIT_EXTRACT,sell,1,713900,6,714000,3.0,-1.5,5.0
VELVETFRUIT_EXTRACT,buy,1,716000,7,716100,3.5,-1.5,5.0
HYDROGEL_PACK,sell,1,716700,3,716800,9.0,-8.0,15.0
VEV_4000,buy,1,719600,2,719700,13.5,-11.0,23.0
VELVETFRUIT_EXTRACT,buy,1,720500,6,720600,2.5,-3.0,5.0
VEV_5300,buy,1,720500,2,720600,1.0,-1.0,2.0
VELVETFRUIT_EXTRACT,buy,1,721200,4,721300,3.0,-4.5,6.0
VEV_4000,buy,1,721900,3,722000,9.0,-10.0,20.0
VELVETFRUIT_EXTRACT,sell,1,722300,6,722400,1.5,-3.5,5.0
HYDROGEL_PACK,buy,1,724400,5,724500,7.0,-6.0,15.0
HYDROGEL_PACK,buy,1,725800,6,725900,4.5,-11.0,14.0
VELVETFRUIT_EXTRACT,sell,1,725800,8,725900,3.5,-4.5,6.0
VELVETFRUIT_EXTRACT,sell,1,726600,7,726700,7.0,-2.5,8.0
HYDROGEL_PACK,sell,1,726700,3,726800,5.0,-9.0,14.0
HYDROGEL_PACK,sell,1,727900,4,728000,9.0,-3.0,13.0
VELVETFRUIT_EXTRACT,sell,1,728300,5,728400,1.5,-1.5,5.0
HYDROGEL_PACK,sell,1,729700,3,729800,6.0,-7.0,13.0
HYDROGEL_PACK,buy,1,730800,6,730900,9.0,-9.0,16.0
HYDROGEL_PACK,sell,1,731000,4,731100,13.0,-2.0,18.0
HYDROGEL_PACK,buy,1,732700,2,732800,6.5,-11.0,16.0
VEV_5400,buy,1,735100,4,735200,-0.5,-1.5,1.0
VEV_4000,sell,1,738100,2,738200,11.0,-10.0,21.0
HYDROGEL_PACK,sell,1,741200,2,741300,6.0,-11.0,17.0
VELVETFRUIT_EXTRACT,buy,1,741600,5,741700,2.0,-2.5,5.0
HYDROGEL_PACK,sell,1,742700,2,742800,7.0,-8.0,15.0
VEV_4000,buy,1,743600,3,743700,9.5,-9.5,20.0
VEV_4000,sell,1,743800,3,743900,7.5,-12.5,20.0
HYDROGEL_PACK,buy,1,745000,6,745100,10.0,-6.0,17.0
VEV_5400,buy,1,746300,4,746400,0.5,-0.5,1.0
VEV_4000,buy,1,747400,3,747500,8.5,-12.5,20.0
VEV_4000,buy,1,747700,3,747800,9.5,-12.0,21.0
HYDROGEL_PACK,buy,1,749800,2,749900,9.5,-9.0,17.0
VELVETFRUIT_EXTRACT,sell,1,752500,3,752600,3.5,-0.5,5.0
VEV_4000,buy,1,753400,3,753500,9.5,-13.0,22.0
VELVETFRUIT_EXTRACT,buy,1,755800,4,755900,3.5,-2.5,6.0
VEV_4000,sell,1,756300,2,756400,11.5,-8.5,20.0
HYDROGEL_PACK,buy,1,756600,6,756700,10.0,-7.0,18.0
HYDROGEL_PACK,sell,1,759100,5,759200,10.0,-5.0,16.0
HYDROGEL_PACK,sell,1,760900,2,761000,5.0,-9.0,12.0
VEV_4000,buy,1,762700,2,762800,11.0,-10.5,21.0
VEV_4000,buy,1,764300,2,764400,10.5,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,1,765100,4,765200,2.0,0.5,4.0
HYDROGEL_PACK,buy,1,765800,3,765900,8.0,-9.0,18.0
HYDROGEL_PACK,sell,1,767100,4,767200,8.5,-13.0,14.0
VELVETFRUIT_EXTRACT,sell,1,767200,3,767300,2.0,-3.5,5.0
HYDROGEL_PACK,buy,1,768100,4,768200,9.0,-7.0,16.0
HYDROGEL_PACK,buy,1,768200,3,768300,9.0,-9.0,17.0
VELVETFRUIT_EXTRACT,buy,1,768700,5,768800,3.0,-3.5,5.0
HYDROGEL_PACK,sell,1,768800,5,768900,5.0,-10.0,16.0
VELVETFRUIT_EXTRACT,sell,1,771700,7,771800,3.5,-3.5,5.0
HYDROGEL_PACK,sell,1,772000,6,772100,8.0,-13.0,19.0
VEV_4000,sell,1,772000,3,772100,9.5,-10.5,21.0
VELVETFRUIT_EXTRACT,sell,1,772600,8,772700,4.5,-1.0,6.0
HYDROGEL_PACK,buy,1,775100,5,775200,9.0,-10.0,18.0
VEV_4000,buy,1,775300,1,775400,9.5,-11.0,22.0
HYDROGEL_PACK,sell,1,782100,6,782200,12.5,-5.0,18.0
HYDROGEL_PACK,sell,1,782500,6,782600,5.5,-9.0,15.0
HYDROGEL_PACK,sell,1,782700,6,782800,7.0,-6.5,17.0
VEV_4000,buy,1,783300,3,783400,9.5,-11.0,22.0
HYDROGEL_PACK,sell,1,784400,6,784500,5.0,-11.5,16.0
HYDROGEL_PACK,buy,1,785200,3,785300,12.0,-10.0,20.0
HYDROGEL_PACK,buy,1,785800,3,785900,11.0,-7.0,17.0
HYDROGEL_PACK,buy,1,786700,4,786800,7.0,-9.0,15.0
VEV_4000,buy,1,786900,1,787000,8.5,-11.5,19.0
VELVETFRUIT_EXTRACT,sell,1,787800,4,787900,3.0,-3.5,5.0
VEV_4000,buy,1,789200,3,789300,11.5,-10.5,23.0
HYDROGEL_PACK,sell,1,790700,2,790800,6.0,-4.0,12.0
HYDROGEL_PACK,sell,1,792200,4,792300,6.5,-9.0,18.0
VELVETFRUIT_EXTRACT,buy,1,794900,6,795000,2.0,-1.5,4.0
VELVETFRUIT_EXTRACT,buy,1,796600,8,796700,3.5,-3.5,5.0
HYDROGEL_PACK,buy,1,797600,4,797700,11.0,-8.0,20.0
HYDROGEL_PACK,sell,1,799500,3,799600,10.0,-7.0,17.0
VELVETFRUIT_EXTRACT,buy,1,799900,8,800000,2.5,-1.5,4.0
HYDROGEL_PACK,buy,1,800100,5,800200,1.0,-8.0,11.0
HYDROGEL_PACK,sell,1,800600,5,800700,17.5,-6.0,19.0
VEV_4000,sell,1,801000,2,801100,10.5,-11.5,22.0
VELVETFRUIT_EXTRACT,sell,1,802800,3,802900,4.5,-2.5,7.0
HYDROGEL_PACK,sell,1,803000,2,803100,8.0,-9.0,17.0
VEV_4000,buy,1,804900,1,805000,9.0,-9.5,20.0
HYDROGEL_PACK,buy,1,805300,4,805400,6.0,-12.0,16.0
HYDROGEL_PACK,sell,1,809700,2,809800,6.0,-2.0,14.0
VELVETFRUIT_EXTRACT,sell,1,810100,4,810200,2.5,-1.5,5.0
HYDROGEL_PACK,sell,1,810600,2,810700,8.0,-11.0,19.0
VELVETFRUIT_EXTRACT,buy,1,812400,8,812500,2.0,0.5,1.0
HYDROGEL_PACK,buy,1,814500,3,814600,4.0,-10.0,14.0
HYDROGEL_PACK,sell,1,815000,3,815100,5.0,-10.0,14.0
VELVETFRUIT_EXTRACT,sell,1,815000,5,815100,1.5,-3.5,5.0
HYDROGEL_PACK,buy,1,816800,4,816900,7.0,-9.0,15.0
VELVETFRUIT_EXTRACT,sell,1,818100,7,818200,2.5,-3.5,5.0
VELVETFRUIT_EXTRACT,buy,1,818500,7,818600,1.5,-1.5,5.0
HYDROGEL_PACK,sell,1,820600,2,820700,9.0,-6.0,15.0
HYDROGEL_PACK,buy,1,821100,4,821200,4.0,-11.0,16.0
VEV_4000,buy,1,821300,2,821400,10.5,-9.0,21.0
VELVETFRUIT_EXTRACT,sell,1,822000,8,822100,1.5,-3.0,5.0
VELVETFRUIT_EXTRACT,buy,1,822200,7,822300,2.5,-5.0,5.0
VELVETFRUIT_EXTRACT,sell,1,824200,4,824300,1.5,-4.5,5.0
VELVETFRUIT_EXTRACT,sell,1,827000,7,827100,1.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,1,832000,6,832100,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,1,832100,8,832200,2.5,-2.5,5.0
HYDROGEL_PACK,buy,1,833600,2,833700,11.0,-8.0,18.0
VELVETFRUIT_EXTRACT,buy,1,834900,7,835000,4.5,0.5,6.0
HYDROGEL_PACK,sell,1,837000,6,837100,9.0,-3.0,17.0
VELVETFRUIT_EXTRACT,buy,1,840400,3,840500,2.5,-3.0,5.0
VELVETFRUIT_EXTRACT,buy,1,843100,4,843200,2.5,-3.5,6.0
HYDROGEL_PACK,sell,1,844200,6,844300,10.0,-6.0,17.0
HYDROGEL_PACK,sell,1,844800,3,844900,11.5,-3.0,15.0
HYDROGEL_PACK,buy,1,845500,6,845600,11.0,-5.0,17.0
HYDROGEL_PACK,buy,1,847200,5,847300,10.0,-8.0,17.0
VEV_4000,sell,1,848200,2,848300,9.5,-13.5,22.0
HYDROGEL_PACK,sell,1,848400,3,848500,13.0,-5.0,17.0
VEV_5300,buy,1,848900,5,849000,1.5,-0.5,2.0
VEV_5500,buy,1,848900,5,849000,0.5,-0.5,1.0
VEV_4000,buy,1,849200,2,849300,11.5,-10.0,22.0
VELVETFRUIT_EXTRACT,buy,1,850300,7,850400,0.5,-4.0,4.0
VELVETFRUIT_EXTRACT,buy,1,851700,6,851800,5.5,1.0,7.0
HYDROGEL_PACK,buy,1,853500,4,853600,7.0,-8.0,14.0
HYDROGEL_PACK,sell,1,853900,6,854000,7.0,-6.0,12.0
HYDROGEL_PACK,sell,1,854900,2,855000,8.0,-8.0,15.0
VEV_4000,buy,1,855500,3,855600,9.5,-12.0,21.0
VELVETFRUIT_EXTRACT,buy,1,856600,3,856700,2.5,-2.5,6.0
HYDROGEL_PACK,sell,1,860100,2,860200,8.0,-9.0,17.0
HYDROGEL_PACK,buy,1,862900,6,863000,8.0,-9.0,16.0
HYDROGEL_PACK,sell,1,866300,6,866400,14.0,-3.0,19.0
HYDROGEL_PACK,buy,1,867100,5,867200,8.0,-7.0,14.0
VEV_4000,sell,1,867800,2,867900,10.5,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,1,869600,5,869700,4.5,-2.5,8.0
HYDROGEL_PACK,sell,1,870000,3,870100,11.0,-9.0,18.0
VEV_4000,buy,1,870100,3,870200,9.5,-12.5,21.0
VEV_4000,sell,1,870200,3,870300,12.5,-8.5,22.0
HYDROGEL_PACK,buy,1,871700,5,871800,7.0,-9.0,14.0
VELVETFRUIT_EXTRACT,buy,1,873600,7,873700,3.5,-2.5,6.0
HYDROGEL_PACK,sell,1,876000,4,876100,9.0,-3.0,16.0
HYDROGEL_PACK,sell,1,876400,3,876500,9.0,-11.0,19.0
VELVETFRUIT_EXTRACT,sell,1,877600,5,877700,0.5,-4.5,5.0
VELVETFRUIT_EXTRACT,sell,1,878500,4,878600,0.5,-3.5,4.0
VEV_4000,buy,1,881400,1,881500,14.5,-9.5,25.0
VELVETFRUIT_EXTRACT,buy,1,881800,4,881900,0.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,1,883800,8,883900,3.5,-1.0,5.0
VELVETFRUIT_EXTRACT,buy,1,883900,3,884000,4.0,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,1,884200,4,884300,3.5,-1.5,5.0
VEV_4000,buy,1,886300,3,886400,9.5,-12.5,22.0
HYDROGEL_PACK,sell,1,887200,2,887300,8.0,-10.0,15.0
VEV_4000,sell,1,888300,2,888400,12.5,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,1,891000,3,891100,4.5,-1.5,6.0
HYDROGEL_PACK,sell,1,892000,6,892100,10.0,-7.0,16.0
HYDROGEL_PACK,buy,1,894300,6,894400,5.0,-13.0,15.0
HYDROGEL_PACK,sell,1,899200,4,899300,10.0,-9.0,16.0
VEV_4000,sell,1,900800,3,900900,8.5,-6.0,20.0
HYDROGEL_PACK,buy,1,901400,4,901500,12.0,-8.0,19.0
VEV_4000,sell,1,901600,1,901700,9.5,-11.5,20.0
HYDROGEL_PACK,sell,1,901800,2,901900,12.0,-9.0,17.0
VELVETFRUIT_EXTRACT,buy,1,901900,3,902000,2.5,-2.0,5.0
VEV_4000,sell,1,903400,1,903500,10.0,-9.5,21.0
VELVETFRUIT_EXTRACT,sell,1,904000,6,904100,1.5,-4.5,5.0
VELVETFRUIT_EXTRACT,buy,1,905200,6,905300,0.5,-2.5,3.0
VELVETFRUIT_EXTRACT,sell,1,907000,4,907100,1.0,-3.5,4.0
VELVETFRUIT_EXTRACT,buy,1,907300,4,907400,1.5,-2.5,5.0
HYDROGEL_PACK,sell,1,908700,4,908800,11.0,-8.0,18.0
HYDROGEL_PACK,sell,1,909300,5,909400,7.0,-12.0,18.0
HYDROGEL_PACK,buy,1,912000,6,912100,8.0,-13.0,17.0
HYDROGEL_PACK,buy,1,912600,2,912700,8.0,-8.0,15.0
VELVETFRUIT_EXTRACT,buy,1,913100,7,913200,2.5,-2.5,6.0
HYDROGEL_PACK,sell,1,914400,4,914500,8.0,-7.0,16.0
HYDROGEL_PACK,sell,1,914800,4,914900,7.0,-11.0,17.0
VEV_4000,buy,1,915200,2,915300,12.5,-9.0,21.0
HYDROGEL_PACK,sell,1,917900,3,918000,9.0,-7.0,18.0
HYDROGEL_PACK,buy,1,918500,6,918600,7.0,-10.0,15.0
VELVETFRUIT_EXTRACT,buy,1,923000,6,923100,5.5,-3.5,6.0
HYDROGEL_PACK,buy,1,924500,5,924600,4.0,-9.0,13.0
VEV_4000,buy,1,925400,3,925500,12.5,-11.0,23.0
HYDROGEL_PACK,sell,1,925900,6,926000,9.5,-5.0,19.0
HYDROGEL_PACK,buy,1,928000,2,928100,5.0,0.0,5.0
HYDROGEL_PACK,sell,1,928500,6,928600,11.0,-10.0,17.0
VEV_4000,sell,1,929100,2,929200,12.0,-9.5,21.0
HYDROGEL_PACK,sell,1,929300,3,929400,6.0,-13.0,13.0
HYDROGEL_PACK,sell,1,929500,6,929600,4.0,-1.0,6.0
HYDROGEL_PACK,buy,1,929800,3,929900,10.0,-7.0,18.0
HYDROGEL_PACK,sell,1,930800,6,930900,8.0,-7.0,14.0
HYDROGEL_PACK,buy,1,932100,3,932200,6.0,-12.0,14.0
HYDROGEL_PACK,buy,1,934300,3,934400,12.0,-4.0,17.0
HYDROGEL_PACK,buy,1,936500,6,936600,9.0,-10.0,17.0
VELVETFRUIT_EXTRACT,buy,1,936600,7,936700,1.5,0.5,0.0
HYDROGEL_PACK,buy,1,936700,3,936800,7.0,-4.0,14.0
VEV_4000,buy,1,937700,3,937800,13.5,-8.5,23.0
VELVETFRUIT_EXTRACT,sell,1,938200,3,938300,3.5,-3.5,6.0
HYDROGEL_PACK,sell,1,938900,6,939000,8.0,-9.0,16.0
