group,product,quote_mode,side,horizon,days,quote_ticks,trade_fill_count,book_or_trade_fill_count,trade_fill_rate,book_or_trade_fill_rate,mean_edge_if_filled,mean_cross_liq_edge_if_filled,mean_spread_capture_if_filled,mean_adverse_selection_if_filled,ev_per_quote,cross_liq_ev_per_quote,positive_edge_days,positive_cross_liq_days,min_day_edge_if_filled,min_day_cross_liq_edge_if_filled,min_day_ev_per_quote,cap10_edge_per_full_inventory,cap10_cross_liq_edge_per_full_inventory
MICROCHIP,MICROCHIP_OVAL,one_tick_inside,sell,1,3,29997,235,9360,0.007834116745007834,0.312031203120312,-7.465957446808511,-11.16595744680851,2.6702127659574466,-10.136170212765958,-0.05848918225155849,-0.08747541420808748,0,0,-10.68,-15.053333333333333,-0.08010801080108011,-74.65957446808511,-111.65957446808511
MICROCHIP,MICROCHIP_OVAL,one_tick_inside,sell,5,3,29985,1237,18538,0.04125396031349008,0.6182424545606137,-13.191592562651577,-16.884397736459174,2.6855295068714633,-15.87712206952304,-0.544205436051359,-0.6965482741370685,0,0,-18.85872235872236,-23.213759213759214,-0.7679339669834917,-131.91592562651576,-168.84397736459175
MICROCHIP,MICROCHIP_OVAL,one_tick_inside,sell,20,3,29940,4771,23947,0.15935203740814963,0.7998329993319974,-24.462167260532382,-28.166631733389227,2.6908404946552085,-27.15300775518759,-3.8980961923847697,-4.488410153640615,0,0,-29.799346405228757,-33.64313725490196,-4.568436873747495,-244.62167260532382,-281.66631733389227
MICROCHIP,MICROCHIP_OVAL,one_tick_inside,sell,100,3,29700,14256,26792,0.48,0.902087542087542,-39.177609427609426,-42.89891975308642,2.7036335578002246,-41.88124298540965,-18.805252525252524,-20.59148148148148,0,0,-48.32899706252623,-52.700797314309696,-23.266262626262627,-391.7760942760942,-428.9891975308642
MICROCHIP,MICROCHIP_OVAL,one_tick_inside,sell,500,3,28500,21770,27033,0.763859649122807,0.9485263157894737,5.930018373909049,2.1876435461644466,2.745222783647221,3.184795590261828,4.529701754385965,1.6710526315789493,2,2,-49.7607555089192,-54.137460650577125,-39.934315789473686,59.30018373909049,21.876435461644466
MICROCHIP,MICROCHIP_OVAL,book_mid,buy,1,3,29997,298,11840,0.009934326766009935,0.3947061372803947,-9.12751677852349,-12.815436241610739,0.24328859060402686,-9.370805369127517,-0.09067573424009068,-0.1273127312731273,0,0,-10.818627450980392,-15.0,-0.11036103610361037,-91.27516778523488,-128.15436241610738
MICROCHIP,MICROCHIP_OVAL,book_mid,buy,5,3,29985,1420,20686,0.04735701183925296,0.6898782724695681,-16.51619718309859,-20.187323943661973,0.24753521126760564,-16.763732394366198,-0.7821577455394364,-0.9560113390028347,0,0,-20.32172131147541,-24.5,-0.9921960980490245,-165.16197183098592,-201.8732394366197
MICROCHIP,MICROCHIP_OVAL,book_mid,buy,20,3,29940,5095,25400,0.17017368069472277,0.8483633934535738,-28.857703631010796,-32.52737978410206,0.2538763493621197,-29.111579980372916,-4.910821643286573,-5.535303941215765,0,0,-34.31503378378378,-38.163288288288285,-6.106563126252505,-288.577036310108,-325.2737978410206
MICROCHIP,MICROCHIP_OVAL,book_mid,buy,100,3,29700,16582,27851,0.5583164983164983,0.9377441077441078,-61.54999396936437,-65.24086358702208,0.2544325171873115,-61.804426486551684,-34.364377104377105,-36.42505050505051,0,0,-73.80357142857143,-77.63617171006334,-42.37368686868687,-615.4999396936437,-652.4086358702208
MICROCHIP,MICROCHIP_OVAL,book_mid,buy,500,3,28500,24789,27846,0.8697894736842106,0.9770526315789474,-120.57158417039815,-124.25910686191456,0.25255153495502036,-120.82413570535319,-104.87189473684211,-108.07926315789474,0,0,-150.2481375713931,-154.0857958778247,-127.37878947368421,-1205.7158417039816,-1242.5910686191455
MICROCHIP,MICROCHIP_OVAL,book_mid,sell,1,3,29997,282,11548,0.009400940094009401,0.38497183051638495,-8.166666666666666,-11.868794326241135,0.2730496453900709,-8.439716312056738,-0.07677434410107678,-0.11157782444911157,0,0,-11.303370786516854,-15.674157303370787,-0.1006100610061006,-81.66666666666666,-118.68794326241135
MICROCHIP,MICROCHIP_OVAL,book_mid,sell,5,3,29985,1380,20158,0.04602301150575288,0.672269468067367,-13.739855072463769,-17.434782608695652,0.2644927536231884,-14.004347826086956,-0.632349508087377,-0.8024012006003002,0,0,-19.801781737193764,-24.164810690423163,-0.8895447723861931,-137.3985507246377,-174.34782608695653
MICROCHIP,MICROCHIP_OVAL,book_mid,sell,20,3,29940,5065,24843,0.16917167668670674,0.8297595190380761,-25.120533070088847,-28.824284304047385,0.2629812438302073,-25.38351431391905,-4.249682698730795,-4.87625250501002,0,0,-29.452279635258357,-33.299088145896654,-4.885320641282565,-251.20533070088845,-288.2428430404739
MICROCHIP,MICROCHIP_OVAL,book_mid,sell,100,3,29700,14653,27233,0.49336700336700334,0.9169360269360269,-39.41288473350167,-43.135125912782364,0.25807001979116906,-39.67095475329284,-19.445016835016833,-21.281447811447812,0,0,-49.11056611485796,-53.482934804823216,-24.272525252525252,-394.1288473350167,-431.35125912782365
MICROCHIP,MICROCHIP_OVAL,book_mid,sell,500,3,28500,21976,27256,0.7710877192982456,0.9563508771929825,5.772206042955952,2.030169275573353,0.2520704404805242,5.520135602475428,4.450877192982456,1.565438596491228,2,2,-50.231664499349804,-54.608062418725616,-40.66121052631579,57.72206042955952,20.30169275573353
MICROCHIP,MICROCHIP_OVAL,wall_mid,buy,1,3,29997,296,11800,0.009867653432009868,0.3933726706003934,-9.10641891891892,-12.807432432432432,0.3108108108108108,-9.41722972972973,-0.08985898589858986,-0.12637930459712637,0,0,-10.67156862745098,-14.844444444444445,-0.10886088608860886,-91.0641891891892,-128.07432432432432
MICROCHIP,MICROCHIP_OVAL,wall_mid,buy,5,3,29985,1418,20648,0.04729031182257796,0.688610972152743,-16.40514809590973,-20.081100141043724,0.30888575458392104,-16.714033850493653,-0.7758045689511422,-0.9496414874103718,0,0,-20.247443762781185,-24.209756097560977,-0.9905952976488244,-164.05148095909732,-200.81100141043723
MICROCHIP,MICROCHIP_OVAL,wall_mid,buy,20,3,29940,5090,25389,0.17000668002672012,0.8479959919839679,-28.83310412573674,-32.50530451866405,0.3008840864440079,-29.133988212180746,-4.901820307281229,-5.526118904475618,0,0,-34.255067567567565,-38.1036036036036,-6.095891783567135,-288.33104125736736,-325.0530451866405
MICROCHIP,MICROCHIP_OVAL,wall_mid,buy,100,3,29700,16573,27846,0.558013468013468,0.9375757575757576,-61.50084474748084,-65.1927231038436,0.29931213419417124,-61.800156881675015,-34.31829966329966,-36.378417508417506,0,0,-73.75329931374274,-77.5859581207109,-42.33737373737374,-615.0084474748085,-651.927231038436
MICROCHIP,MICROCHIP_OVAL,wall_mid,buy,500,3,28500,24786,27846,0.8696842105263158,0.9770526315789474,-120.54014362946825,-124.2277495360284,0.30432502218994595,-120.84446865165819,-104.8318596491228,-108.03891228070175,0,0,-150.22155986090414,-154.05923994038747,-127.32463157894738,-1205.4014362946825,-1242.2774953602839
MICROCHIP,MICROCHIP_OVAL,wall_mid,sell,1,3,29997,283,11484,0.009434276761009434,0.38283828382838286,-8.1113074204947,-11.812720848056538,0.303886925795053,-8.415194346289752,-0.07652431909857653,-0.11144447778111144,0,0,-11.382022471910112,-15.752808988764045,-0.10131013101310131,-81.113074204947,-118.12720848056537
MICROCHIP,MICROCHIP_OVAL,wall_mid,sell,5,3,29985,1378,20103,0.045956311489077875,0.6704352176088044,-13.784833091436864,-17.478955007256893,0.29390420899854863,-14.078737300435414,-0.6335000833750208,-0.8032683008170752,0,0,-19.844097995545656,-24.207126948775056,-0.8914457228614308,-137.84833091436863,-174.78955007256894
MICROCHIP,MICROCHIP_OVAL,wall_mid,sell,20,3,29940,5053,24801,0.16877087508350033,0.8283567134268537,-25.214031268553335,-28.918464278646347,0.2998218879873343,-25.51385315654067,-4.2553941215764866,-4.8805945223780896,0,0,-29.665853658536584,-33.51280487804878,-4.887825651302605,-252.14031268553333,-289.1846427864635
MICROCHIP,MICROCHIP_OVAL,wall_mid,sell,100,3,29700,14633,27215,0.4926936026936027,0.9163299663299663,-39.47440716189435,-43.197498804072985,0.30178363971844463,-39.77619080161279,-19.44878787878788,-21.283131313131314,0,0,-49.10717204740499,-53.479566816510015,-24.27580808080808,-394.7440716189435,-431.97498804072984
MICROCHIP,MICROCHIP_OVAL,wall_mid,sell,500,3,28500,21961,27244,0.7705614035087719,0.9559298245614035,5.743090023222986,2.0007285642730293,0.2998041983516233,5.443285824871363,4.42540350877193,1.5416842105263158,2,2,-50.172431729518856,-54.54876462938881,-40.613263157894735,57.43090023222986,20.00728564273029
MICROCHIP,MICROCHIP_OVAL,residual_fair,buy,1,3,29997,323,13060,0.010767743441010768,0.4353768710204354,-9.826625386996904,-13.470588235294118,-1.431888544891641,-8.394736842105264,-0.10581058105810581,-0.14504783811714506,0,0,-12.505747126436782,-16.896551724137932,-0.11571157115711571,-98.26625386996903,-134.7058823529412
MICROCHIP,MICROCHIP_OVAL,residual_fair,buy,5,3,29985,1524,21452,0.05082541270635318,0.7154243788560947,-16.944553805774277,-20.597112860892388,-1.272965879265092,-15.671587926509186,-0.8612139403034851,-1.0468567617141904,0,0,-21.399289099526065,-25.760663507109005,-1.0319659829914958,-169.44553805774277,-205.9711286089239
MICROCHIP,MICROCHIP_OVAL,residual_fair,buy,20,3,29940,5285,25775,0.1765197060788243,0.8608884435537743,-29.044465468306527,-32.70141911069064,-1.124503311258278,-27.91996215704825,-5.126920507682031,-5.7724448897795595,0,0,-34.19116840373012,-38.038398244651674,-6.245541082164329,-290.44465468306527,-327.01419110690637
MICROCHIP,MICROCHIP_OVAL,residual_fair,buy,100,3,29700,16774,28041,0.5647811447811448,0.9441414141414142,-61.63622272564683,-65.32216525575295,-0.8633599618457136,-60.77286276380112,-34.81097643097643,-36.89272727272727,0,0,-73.16783400455262,-77.00245140956049,-42.20823232323232,-616.3622272564683,-653.2216525575295
MICROCHIP,MICROCHIP_OVAL,residual_fair,buy,500,3,28500,24858,27936,0.8722105263157894,0.9802105263157894,-120.93235578083514,-124.61879475420388,-0.8424048596025424,-120.0899509212326,-105.47847368421053,-108.6938245614035,0,0,-150.04463843486874,-153.8818722139673,-127.55373684210527,-1209.3235578083513,-1246.1879475420387
MICROCHIP,MICROCHIP_OVAL,residual_fair,sell,1,3,29997,246,9919,0.008200820082008202,0.3306663999733307,-8.079268292682928,-11.84959349593496,1.4227642276422765,-9.502032520325203,-0.06625662566256625,-0.09717638430509717,0,0,-11.333333333333334,-15.701149425287356,-0.09860986098609861,-80.79268292682927,-118.4959349593496
MICROCHIP,MICROCHIP_OVAL,residual_fair,sell,5,3,29985,1248,18936,0.0416208104052026,0.6315157578789394,-13.907051282051283,-17.634615384615383,1.750400641025641,-15.657451923076923,-0.5788227447056862,-0.7339669834917458,0,0,-20.09259259259259,-24.44675925925926,-0.8684342171085543,-139.07051282051282,-176.34615384615384
MICROCHIP,MICROCHIP_OVAL,residual_fair,sell,20,3,29940,4797,24114,0.16022044088176352,0.8054108216432866,-24.91223681467584,-28.634146341463413,1.9419428809672712,-26.85417969564311,-3.991449565798263,-4.5877755511022045,0,0,-30.079987253027404,-33.927342256214146,-4.729008016032064,-249.1223681467584,-286.3414634146341
MICROCHIP,MICROCHIP_OVAL,residual_fair,sell,100,3,29700,14338,26883,0.4827609427609428,0.9051515151515152,-39.461431161947274,-43.192076998186636,1.9515622820477054,-41.41299344399498,-19.05043771043771,-20.851447811447812,0,0,-48.92668863261944,-53.30127677100494,-23.99878787878788,-394.61431161947274,-431.92076998186633
MICROCHIP,MICROCHIP_OVAL,residual_fair,sell,500,3,28500,21820,27109,0.7656140350877193,0.9511929824561404,6.118354720439964,2.373052245646196,1.9503666361136571,4.167988084326306,4.684298245614035,1.8168421052631578,2,2,-50.437026885930564,-54.81310362829549,-40.67878947368421,61.18354720439964,23.730522456461962
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,buy,1,3,29997,233,8686,0.0077674434110077675,0.2895622895622896,-8.742489270386265,-12.703862660944205,3.9463519313304722,-12.688841201716738,-0.06790679067906791,-0.09867653432009868,0,0,-10.33125,-14.6625,-0.08265826582658266,-87.42489270386265,-127.03862660944205
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,buy,5,3,29985,1273,18066,0.042454560613640155,0.6025012506253127,-16.49096622152396,-20.439120188531028,3.9442262372348784,-20.435192458758838,-0.7001167250291812,-0.8677338669334668,0,0,-19.830607476635514,-24.121495327102803,-0.8491745872936468,-164.9096622152396,-204.3912018853103
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,buy,20,3,29940,4842,23625,0.16172344689378756,0.7890781563126252,-31.868752581577862,-35.806897976042954,3.95332507228418,-35.82207765386204,-5.153924515698063,-5.790814963259853,0,0,-35.5,-39.265596046942555,-5.758967935871744,-318.6875258157786,-358.06897976042956
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,buy,100,3,29700,14653,26940,0.49336700336700334,0.907070707070707,-55.67815464410018,-59.60956800655156,3.9580290725448712,-59.63618371664506,-27.469764309764308,-29.40939393939394,0,0,-69.31360771957463,-73.0842851516345,-35.552979797979795,-556.7815464410019,-596.0956800655156
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,buy,500,3,28500,23785,27581,0.834561403508772,0.9677543859649123,-77.40950178684045,-81.34307336556654,3.9668488543199496,-81.3763506411604,-64.60298245614035,-67.88578947368421,0,0,-118.58251066422913,-122.3327239488117,-102.41784210526316,-774.0950178684045,-813.4307336556653
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,sell,1,3,29997,220,8613,0.007334066740007334,0.2871287128712871,-7.495454545454545,-11.413636363636364,3.9,-11.395454545454545,-0.054972163883054974,-0.08370837083708371,0,0,-7.759740259740259,-12.028571428571428,-0.059755975597559755,-74.95454545454545,-114.13636363636364
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,sell,5,3,29985,1135,18214,0.03785225946306486,0.607437051859263,-14.333480176211454,-18.2431718061674,3.8960352422907487,-18.229515418502203,-0.5425546106386526,-0.6905452726363182,0,0,-16.655875299760194,-20.424460431654676,-0.6948974487243622,-143.33480176211455,-182.431718061674
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,sell,20,3,29940,4429,23682,0.14792919171676686,0.7909819639278557,-28.03172273650937,-31.94648904944683,3.8980582524271843,-31.929780988936553,-4.146710086840347,-4.725818303273213,0,0,-29.469508400746733,-33.24579962663348,-4.7452404809619235,-280.3172273650937,-319.4648904944683
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,sell,100,3,29700,15032,26933,0.5061279461279461,0.9068350168350169,-53.59473124002129,-57.52847259180415,3.908894358701437,-57.50362559872273,-27.125791245791245,-29.116767676767676,0,0,-58.05117736422332,-62.17983651226158,-30.878535353535355,-535.9473124002129,-575.2847259180415
MICROCHIP,MICROCHIP_RECTANGLE,best_touch,sell,500,3,28500,22611,27210,0.7933684210526316,0.9547368421052631,-43.071558091194554,-47.02122860554597,3.9268497633895008,-46.99840785458405,-34.17161403508772,-37.305157894736844,1,0,-97.83479923518165,-101.6353091140854,-80.79094736842106,-430.71558091194555,-470.2122860554597
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,buy,1,3,29997,253,9446,0.008434176751008434,0.3148981564823149,-8.883399209486166,-12.8300395256917,2.9209486166007905,-11.804347826086957,-0.07492415908257492,-0.10821082108210821,0,0,-10.873493975903614,-15.19277108433735,-0.09025902590259026,-88.83399209486166,-128.300395256917
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,buy,5,3,29985,1326,18674,0.044222111055527764,0.6227780556945139,-16.530920060331827,-20.47812971342383,2.939291101055807,-19.47021116138763,-0.7310321827580457,-0.9055861263965316,0,0,-20.173076923076923,-24.46153846153846,-0.892096048024012,-165.30920060331826,-204.7812971342383
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,buy,20,3,29940,4957,23974,0.16556446225784904,0.8007348029392117,-31.957433931813597,-35.89429090175509,2.953197498486988,-34.91063143030058,-5.291015364061456,-5.942818971275885,0,0,-35.75105358217941,-39.514148103552074,-5.950150300601202,-319.57433931813597,-358.9429090175509
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,buy,100,3,29700,14819,27093,0.49895622895622893,0.9122222222222223,-55.683750590458196,-59.6158985086713,2.958364262095958,-58.64211485255415,-27.78375420875421,-29.745723905723906,0,0,-69.73206957201485,-73.50185655657612,-36.042323232323234,-556.8375059045819,-596.158985086713
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,buy,500,3,28500,23850,27638,0.8368421052631579,0.9697543859649123,-77.72507337526206,-81.65857442348009,2.9667295597484276,-80.69180293501049,-65.04361403508771,-68.33533333333334,0,0,-119.10686047926043,-122.85695170903783,-103.07131578947369,-777.2507337526206,-816.5857442348009
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,sell,1,3,29997,240,9420,0.008000800080008,0.314031403140314,-7.88125,-11.795833333333333,2.910416666666667,-10.791666666666666,-0.06305630563056305,-0.09437610427709438,0,0,-8.321917808219178,-12.616438356164384,-0.06855685568556856,-78.8125,-117.95833333333333
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,sell,5,3,29985,1191,18785,0.03971985992996498,0.6264799066199767,-14.535264483627204,-18.446683459277917,2.900083963056255,-17.43534844668346,-0.5773386693346674,-0.7326996831749208,0,0,-16.88532110091743,-20.64908256880734,-0.736568284142071,-145.35264483627205,-184.46683459277918
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,sell,20,3,29940,4558,24019,0.15223780895123581,0.8022378089512358,-28.24637999122422,-32.1623519087319,2.899627029398859,-31.14600702062308,-4.300167000668003,-4.896325985303942,0,0,-29.609526699029125,-33.386529126213595,-4.889428857715431,-282.4637999122422,-321.623519087319
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,sell,100,3,29700,15195,27078,0.5116161616161616,0.9117171717171717,-53.643468246133594,-57.57676867390589,2.909279368213228,-56.55274761434683,-27.44486531986532,-29.457205387205388,0,0,-58.31057772236076,-62.61284289276808,-31.203484848484848,-536.4346824613359,-575.767686739059
MICROCHIP,MICROCHIP_RECTANGLE,one_tick_inside,sell,500,3,28500,22685,27271,0.7959649122807018,0.9568771929824561,-43.06845933436191,-47.017897288957464,2.927132466387481,-45.995591800749395,-34.28098245614035,-37.42459649122807,1,0,-97.80558027202237,-101.60620312698614,-80.99331578947368,-430.6845933436191,-470.17897288957465
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,buy,1,3,29997,297,11701,0.009900990099009901,0.3900723405673901,-10.154882154882156,-14.094276094276093,0.24915824915824916,-10.404040404040405,-0.10054338767210054,-0.13954728806213954,0,0,-12.505376344086022,-16.817204301075268,-0.11631163116311631,-101.54882154882156,-140.94276094276094
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,buy,5,3,29985,1470,20399,0.04902451225612806,0.6803068200767051,-17.513945578231294,-21.461224489795917,0.24557823129251702,-17.75952380952381,-0.8586126396531599,-1.0521260630315157,0,0,-21.19551934826884,-25.488798370672097,-1.0412206103051527,-175.13945578231295,-214.61224489795916
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,buy,20,3,29940,5235,24988,0.1748496993987976,0.8346025384101536,-32.84832855778414,-36.786055396370585,0.25224450811843363,-33.10057306590258,-5.743520374081497,-6.432030728122912,0,0,-36.257990867579906,-40.01312785388128,-6.365130260521042,-328.48328557784146,-367.86055396370585
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,buy,100,3,29700,15207,27571,0.512020202020202,0.9283164983164983,-56.105148944565,-60.03840336687052,0.24873413559544946,-56.35388308016045,-28.726969696969697,-30.740875420875422,0,0,-70.85534892638037,-74.62212423312883,-37.331464646464646,-561.0514894456501,-600.3840336687052
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,buy,500,3,28500,24015,27788,0.8426315789473684,0.9750175438596491,-78.5943785134291,-82.52792004996877,0.24907349573183427,-78.84345200916094,-66.22610526315789,-69.54063157894737,0,0,-120.18928571428572,-123.93970944309928,-104.50142105263158,-785.943785134291,-825.2792004996877
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,sell,1,3,29997,279,11672,0.0093009300930093,0.3891055772243891,-9.012544802867383,-12.935483870967742,0.2616487455197133,-9.274193548387096,-0.08382504917158383,-0.12031203120312031,0,0,-9.728915662650602,-14.024096385542169,-0.08800880088008801,-90.12544802867383,-129.3548387096774
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,sell,5,3,29985,1331,20424,0.04438886109721527,0.6811405702851425,-15.392561983471074,-19.305785123966942,0.24492862509391436,-15.637490608564988,-0.683258295814574,-0.8569618142404536,0,0,-18.302685950413224,-22.074380165289256,-0.8862931465732866,-153.92561983471074,-193.05785123966942
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,sell,20,3,29940,4852,24985,0.16205744822979293,0.834502338009352,-29.06368507831822,-32.97959604286892,0.2524732069249794,-29.316158285243198,-4.7099866399465595,-5.344589178356713,0,0,-30.388157894736842,-34.560165975103736,-5.32249498997996,-290.6368507831822,-329.7959604286892
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,sell,100,3,29700,15573,27525,0.5243434343434343,0.9267676767676768,-54.28276504205998,-58.215886470172734,0.25672638541064663,-54.53949142747062,-28.462811447811447,-30.525117845117844,0,0,-59.6286206198096,-63.93011950577274,-32.39030303030303,-542.8276504205998,-582.1588647017273
MICROCHIP,MICROCHIP_RECTANGLE,book_mid,sell,500,3,28500,22853,27481,0.801859649122807,0.9642456140350877,-43.54577079595677,-47.495164748610684,0.25961580536472234,-43.80538660132149,-34.917596491228075,-38.08445614035088,1,0,-98.72632444051081,-102.52724743962574,-82.19226315789474,-435.4577079595677,-474.9516474861068
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,buy,1,3,29997,297,11652,0.009900990099009901,0.38843884388438843,-10.075757575757576,-14.016835016835017,0.3282828282828283,-10.404040404040405,-0.09975997599759975,-0.1387805447211388,0,0,-12.414893617021276,-16.72340425531915,-0.11671167116711671,-100.75757575757576,-140.16835016835017
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,buy,5,3,29985,1467,20390,0.04892446223111556,0.6800066700016675,-17.476823449216088,-21.425357873210633,0.310838445807771,-17.78766189502386,-0.8550441887610472,-1.048224112056028,0,0,-21.13951120162933,-25.433808553971488,-1.0384692346173086,-174.76823449216087,-214.25357873210632
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,buy,20,3,29940,5229,24968,0.17464929859719439,0.8339345357381429,-32.869669152801684,-36.808185121438136,0.31162746222987187,-33.181296615031556,-5.74066466265865,-6.428523714094856,0,0,-36.26843910806175,-40.0251572327044,-6.356062124248497,-328.69669152801686,-368.08185121438135
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,buy,100,3,29700,15201,27567,0.5118181818181818,0.9281818181818182,-56.04236563383988,-59.9757252812315,0.3009341490691402,-56.34329978290902,-28.683501683501685,-30.696666666666665,0,0,-70.7498561289085,-74.51678496067524,-37.254444444444445,-560.4236563383988,-599.757252812315
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,buy,500,3,28500,24014,27786,0.8425964912280701,0.9749473684210527,-78.55632131256768,-82.48992254518198,0.30080369784292493,-78.8571250104106,-66.19128070175438,-69.50571929824561,0,0,-120.21207167938007,-123.96246518949026,-104.50857894736842,-785.5632131256767,-824.8992254518198
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,sell,1,3,29997,277,11630,0.009234256759009234,0.3877054372103877,-9.057761732851986,-12.981949458483754,0.3104693140794224,-9.368231046931408,-0.08364169750308365,-0.11987865453211988,0,0,-9.801204819277109,-14.096385542168674,-0.08760876087608761,-90.57761732851986,-129.81949458483754
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,sell,5,3,29985,1327,20396,0.04425546106386526,0.6802067700516925,-15.351544837980407,-19.26525998492841,0.2946495855312736,-15.64619442351168,-0.6793896948474237,-0.8525929631482407,0,0,-18.275933609958507,-22.047717842323653,-0.8813406703351676,-153.51544837980407,-192.6525998492841
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,sell,20,3,29940,4847,24971,0.16189044756179025,0.8340347361389445,-29.043222611924904,-32.95914998968434,0.2996698989065401,-29.342892510831444,-4.7018203072812295,-5.335771543086173,0,0,-30.347058823529412,-34.6318339100346,-5.304809619238477,-290.43222611924904,-329.5914998968434
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,sell,100,3,29700,15567,27513,0.5241414141414141,0.9263636363636364,-54.31611742789234,-58.249309436628764,0.29989721847497913,-54.61601464636732,-28.4693265993266,-30.53087542087542,0,0,-59.679627379505874,-63.98116646415553,-32.349747474747474,-543.1611742789233,-582.4930943662877
MICROCHIP,MICROCHIP_RECTANGLE,wall_mid,sell,500,3,28500,22851,27475,0.8017894736842105,0.9640350877192982,-43.550960570653366,-47.500415736729245,0.29674850115968665,-43.84770907181305,-34.918701754385964,-38.08533333333333,1,0,-98.57864458212164,-102.37956758123657,-82.06931578947368,-435.50960570653365,-475.00415736729246
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,buy,1,3,29997,287,11287,0.009567623429009568,0.37627096042937624,-10.128919860627178,-14.059233449477352,0.19337979094076654,-10.322299651567944,-0.0969096909690969,-0.1345134513451345,0,0,-11.960674157303371,-16.269662921348313,-0.10976097609760976,-101.28919860627178,-140.59233449477352
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,buy,5,3,29985,1449,19930,0.04832416208104052,0.6646656661664165,-17.579710144927535,-21.50655624568668,0.494824016563147,-18.074534161490682,-0.8495247623811906,-1.0392863098215774,0,0,-21.358078602620086,-25.641921397379914,-0.9786893446723361,-175.79710144927535,-215.06556245686681
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,buy,20,3,29940,5192,24737,0.17341349365397463,0.8262191048764195,-32.331567796610166,-36.25520030816641,0.763482280431433,-33.095050077041606,-5.606730126920508,-6.287140948563795,0,0,-36.08087431693989,-39.82568306010929,-6.616032064128256,-323.31567796610165,-362.5520030816641
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,buy,100,3,29700,15135,27480,0.5095959595959596,0.9252525252525252,-55.34377271225636,-59.270234555665674,1.094416914436736,-56.438189626693095,-28.202962962962964,-30.203872053872054,0,0,-70.23956374576909,-74.0035727717187,-37.73070707070707,-553.4377271225636,-592.7023455566567
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,buy,500,3,28500,24037,27792,0.8434035087719298,0.9751578947368421,-77.39726255356325,-81.33011607105712,1.203623580313683,-78.60088613387694,-65.27712280701755,-68.5941052631579,0,0,-119.60510167248225,-123.3553122367946,-104.63557894736842,-773.9726255356325,-813.3011607105711
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,sell,1,3,29997,282,11921,0.009400940094009401,0.3974064073073974,-9.306737588652481,-13.24113475177305,-0.5159574468085106,-8.790780141843971,-0.0874920825415875,-0.12447911457812448,0,0,-11.141176470588235,-15.447058823529412,-0.10561056105610561,-93.06737588652481,-132.4113475177305
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,sell,5,3,29985,1320,20521,0.04402201100550275,0.6843755210938802,-16.086363636363636,-20.0219696969697,-0.268560606060606,-15.81780303030303,-0.7081540770385193,-0.8814073703518426,0,0,-19.41816367265469,-23.199600798403193,-0.9733366683341671,-160.86363636363637,-200.219696969697
MICROCHIP,MICROCHIP_RECTANGLE,residual_fair,sell,20,3,29940,4838,25081,0.16158984635938545,0.8377087508350033,-29.24452252997106,-33.17486564696156,-0.009921455146754904,-29.234601074824308,-4.72561790247161,-5.3607214428857715,0,0,-30.688483146067416,-34.92928619079386,-5.473496993987976,-292.4452252997106,-331.7486564696156
