group,day,time_bin,ticks,spread_median,top_depth_median,imbalance_abs_mean,mid_ret_abs_mean,passive_fill_next5_pct,trade_count,trade_qty,trade_ticks_pct
UV_VISOR,2,3,5000,13.0,36.0,0.02103659976417471,8.1154,0.107,135,365,0.027
UV_VISOR,2,4,5000,13.0,36.0,0.021009372169933222,8.1463,0.0762,110,290,0.022
UV_VISOR,2,5,5000,13.0,36.0,0.02435767021992599,8.0613,0.0878,125,285,0.025
UV_VISOR,2,6,5000,14.0,36.0,0.020390962521074245,8.2974,0.0456,65,145,0.013
UV_VISOR,2,7,5000,14.0,36.0,0.016789108445285594,8.1813,0.0868,120,265,0.024
UV_VISOR,2,8,5000,14.0,36.0,0.018793329425240597,8.1772,0.0576,85,215,0.017
UV_VISOR,2,9,5000,14.0,38.0,0.023294977426471446,8.4351,0.106,150,390,0.03
UV_VISOR,3,0,5000,14.0,36.0,0.020016416590088657,8.255255255255255,0.103,135,370,0.027
UV_VISOR,3,1,5000,14.0,36.0,0.023282469952546327,8.3726,0.0744,105,265,0.021
UV_VISOR,3,2,5000,14.0,36.0,0.022656073416188853,8.2635,0.0826,115,290,0.023
UV_VISOR,3,3,5000,14.0,37.0,0.027741939835834638,8.226,0.0918,140,390,0.028
UV_VISOR,3,4,5000,14.0,36.0,0.023471822716327362,8.3004,0.071,95,235,0.019
UV_VISOR,3,5,5000,14.0,36.0,0.015078873244501346,8.3591,0.0972,140,320,0.028
UV_VISOR,3,6,5000,14.0,38.0,0.02264659795798322,8.1486,0.0938,125,275,0.025
UV_VISOR,3,7,5000,14.0,36.0,0.01808575399194703,8.2975,0.0988,140,345,0.028
UV_VISOR,3,8,5000,14.0,38.0,0.017269291487735653,8.3054,0.1086,160,440,0.032
UV_VISOR,3,9,5000,14.0,36.0,0.02210703144717826,8.2895,0.0836,120,315,0.024
UV_VISOR,4,0,5000,14.0,36.0,0.02249285354695947,8.297497497497497,0.1006,150,385,0.03
UV_VISOR,4,1,5000,15.0,36.0,0.027281574040401484,8.5842,0.1,135,280,0.027
UV_VISOR,4,2,5000,14.0,36.0,0.022168543020671165,8.3477,0.0976,140,370,0.028
UV_VISOR,4,3,5000,14.0,36.0,0.019607373234391153,8.1806,0.076,115,245,0.023
UV_VISOR,4,4,5000,14.0,36.0,0.01920452214787968,8.4341,0.0896,125,315,0.025
UV_VISOR,4,5,5000,14.0,36.0,0.025607524736215193,8.3812,0.0886,115,265,0.023
UV_VISOR,4,6,5000,14.0,36.0,0.020978893180335342,8.049,0.068,90,210,0.018
UV_VISOR,4,7,5000,14.0,36.0,0.01869070643427656,8.1136,0.0784,115,265,0.023
UV_VISOR,4,8,5000,13.0,36.0,0.02454286263860984,8.1278,0.0946,130,295,0.026
UV_VISOR,4,9,5000,13.0,36.0,0.025901106831070466,8.0175,0.0898,130,340,0.026
