group,offset,trades,qty,offset_type
OXYGEN_SHAKE,-8.0,81,200,price_minus_wall_mid
OXYGEN_SHAKE,8.0,67,151,price_minus_wall_mid
OXYGEN_SHAKE,8.5,56,147,price_minus_wall_mid
OXYGEN_SHAKE,-8.5,43,97,price_minus_wall_mid
OXYGEN_SHAKE,0.0,33,63,price_minus_wall_mid
OXYGEN_SHAKE,-0.5,32,67,price_minus_wall_mid
OXYGEN_SHAKE,-9.0,20,51,price_minus_wall_mid
OXYGEN_SHAKE,9.0,19,43,price_minus_wall_mid
OXYGEN_SHAKE,-5.0,15,40,price_minus_wall_mid
OXYGEN_SHAKE,-1.0,10,20,price_minus_wall_mid
OXYGEN_SHAKE,5.0,8,25,price_minus_wall_mid
PANEL,-4.5,633,1579,price_minus_wall_mid
PANEL,4.5,608,1535,price_minus_wall_mid
PANEL,-5.0,358,898,price_minus_wall_mid
PANEL,4.0,354,846,price_minus_wall_mid
PANEL,-4.0,340,842,price_minus_wall_mid
PANEL,5.0,325,795,price_minus_wall_mid
PANEL,-5.5,199,500,price_minus_wall_mid
PANEL,5.5,194,468,price_minus_wall_mid
PANEL,-6.0,154,372,price_minus_wall_mid
PANEL,6.0,138,336,price_minus_wall_mid
PANEL,-3.5,75,182,price_minus_wall_mid
PANEL,3.5,68,163,price_minus_wall_mid
PANEL,-6.5,63,147,price_minus_wall_mid
PANEL,6.5,62,167,price_minus_wall_mid
PANEL,-0.5,35,69,price_minus_wall_mid
PANEL,0.0,21,40,price_minus_wall_mid
PANEL,-1.0,19,41,price_minus_wall_mid
PANEL,7.0,11,25,price_minus_wall_mid
PANEL,-7.0,8,20,price_minus_wall_mid
PEBBLES,-6.5,327,1193,price_minus_wall_mid
PEBBLES,6.5,317,1120,price_minus_wall_mid
PEBBLES,6.0,258,925,price_minus_wall_mid
PEBBLES,-6.0,252,886,price_minus_wall_mid
PEBBLES,-7.0,251,918,price_minus_wall_mid
PEBBLES,7.0,242,846,price_minus_wall_mid
PEBBLES,-5.5,164,589,price_minus_wall_mid
PEBBLES,5.5,157,563,price_minus_wall_mid
PEBBLES,7.5,106,374,price_minus_wall_mid
PEBBLES,-7.5,97,331,price_minus_wall_mid
PEBBLES,5.0,86,295,price_minus_wall_mid
PEBBLES,8.5,86,313,price_minus_wall_mid
PEBBLES,4.5,84,301,price_minus_wall_mid
PEBBLES,-8.5,81,297,price_minus_wall_mid
PEBBLES,-4.5,77,273,price_minus_wall_mid
PEBBLES,-5.0,75,252,price_minus_wall_mid
PEBBLES,-4.0,70,248,price_minus_wall_mid
PEBBLES,4.0,69,237,price_minus_wall_mid
PEBBLES,-8.0,61,211,price_minus_wall_mid
PEBBLES,-9.0,59,203,price_minus_wall_mid
PEBBLES,8.0,58,194,price_minus_wall_mid
PEBBLES,9.0,58,205,price_minus_wall_mid
PEBBLES,-3.5,24,81,price_minus_wall_mid
PEBBLES,-9.5,23,79,price_minus_wall_mid
PEBBLES,3.5,21,70,price_minus_wall_mid
PEBBLES,10.0,20,70,price_minus_wall_mid
PEBBLES,-10.0,18,61,price_minus_wall_mid
PEBBLES,9.5,13,48,price_minus_wall_mid
PEBBLES,-0.5,12,50,price_minus_wall_mid
PEBBLES,10.5,11,33,price_minus_wall_mid
PEBBLES,-10.5,10,41,price_minus_wall_mid
PEBBLES,-1.0,9,27,price_minus_wall_mid
PEBBLES,0.0,9,33,price_minus_wall_mid
PEBBLES,11.0,8,27,price_minus_wall_mid
PEBBLES,-11.0,6,17,price_minus_wall_mid
PEBBLES,11.5,1,4,price_minus_wall_mid
ROBOT,-3.5,583,1452,price_minus_wall_mid
ROBOT,-4.0,571,1388,price_minus_wall_mid
ROBOT,4.0,564,1365,price_minus_wall_mid
ROBOT,3.5,527,1321,price_minus_wall_mid
ROBOT,-3.0,507,1257,price_minus_wall_mid
ROBOT,3.0,489,1204,price_minus_wall_mid
ROBOT,4.5,164,414,price_minus_wall_mid
ROBOT,-4.5,161,424,price_minus_wall_mid
ROBOT,-0.5,34,68,price_minus_wall_mid
ROBOT,0.0,26,56,price_minus_wall_mid
ROBOT,-1.0,15,26,price_minus_wall_mid
ROBOT,5.0,15,29,price_minus_wall_mid
ROBOT,-5.0,8,19,price_minus_wall_mid
ROBOT,2.5,1,2,price_minus_wall_mid
SLEEP_POD,5.0,586,1444,price_minus_wall_mid
SLEEP_POD,-5.0,582,1459,price_minus_wall_mid
SLEEP_POD,4.5,572,1421,price_minus_wall_mid
SLEEP_POD,-4.5,559,1366,price_minus_wall_mid
SLEEP_POD,-5.5,362,909,price_minus_wall_mid
SLEEP_POD,5.5,346,837,price_minus_wall_mid
SLEEP_POD,-4.0,196,503,price_minus_wall_mid
SLEEP_POD,4.0,148,374,price_minus_wall_mid
SLEEP_POD,-6.0,128,297,price_minus_wall_mid
SLEEP_POD,6.0,105,250,price_minus_wall_mid
SLEEP_POD,-0.5,44,85,price_minus_wall_mid
SLEEP_POD,0.0,19,38,price_minus_wall_mid
SLEEP_POD,-1.0,12,27,price_minus_wall_mid
SLEEP_POD,-3.5,3,6,price_minus_wall_mid
SLEEP_POD,3.5,3,9,price_minus_wall_mid
SNACKPACK,-8.5,859,2162,price_minus_wall_mid
SNACKPACK,8.5,832,2068,price_minus_wall_mid
SNACKPACK,-8.0,441,1061,price_minus_wall_mid
SNACKPACK,8.0,412,994,price_minus_wall_mid
SNACKPACK,9.0,349,858,price_minus_wall_mid
SNACKPACK,-9.0,344,851,price_minus_wall_mid
SNACKPACK,-9.5,130,326,price_minus_wall_mid
SNACKPACK,9.5,130,318,price_minus_wall_mid
SNACKPACK,-7.5,47,115,price_minus_wall_mid
SNACKPACK,-0.5,44,91,price_minus_wall_mid
SNACKPACK,7.5,33,92,price_minus_wall_mid
SNACKPACK,-1.0,19,33,price_minus_wall_mid
SNACKPACK,0.0,12,26,price_minus_wall_mid
SNACKPACK,-10.0,9,25,price_minus_wall_mid
SNACKPACK,10.0,4,5,price_minus_wall_mid
TRANSLATOR,-4.5,942,2334,price_minus_wall_mid
TRANSLATOR,4.5,937,2301,price_minus_wall_mid
TRANSLATOR,-4.0,493,1223,price_minus_wall_mid
TRANSLATOR,4.0,439,1094,price_minus_wall_mid
TRANSLATOR,-5.0,327,826,price_minus_wall_mid
TRANSLATOR,5.0,312,780,price_minus_wall_mid
TRANSLATOR,-5.5,42,97,price_minus_wall_mid
TRANSLATOR,-0.5,38,73,price_minus_wall_mid
TRANSLATOR,3.5,36,86,price_minus_wall_mid
TRANSLATOR,5.5,36,74,price_minus_wall_mid
TRANSLATOR,-3.5,26,60,price_minus_wall_mid
TRANSLATOR,0.0,24,49,price_minus_wall_mid
TRANSLATOR,-1.0,13,28,price_minus_wall_mid
UV_VISOR,-7.0,557,1367,price_minus_wall_mid
UV_VISOR,7.0,531,1292,price_minus_wall_mid
UV_VISOR,-7.5,346,859,price_minus_wall_mid
UV_VISOR,7.5,340,813,price_minus_wall_mid
UV_VISOR,6.5,311,785,price_minus_wall_mid
UV_VISOR,-6.5,285,718,price_minus_wall_mid
UV_VISOR,-6.0,192,464,price_minus_wall_mid
UV_VISOR,6.0,172,449,price_minus_wall_mid
UV_VISOR,-8.0,151,392,price_minus_wall_mid
UV_VISOR,5.0,125,310,price_minus_wall_mid
UV_VISOR,8.0,119,292,price_minus_wall_mid
UV_VISOR,-5.0,109,285,price_minus_wall_mid
UV_VISOR,-4.5,96,227,price_minus_wall_mid
UV_VISOR,4.5,79,183,price_minus_wall_mid
UV_VISOR,5.5,68,176,price_minus_wall_mid
UV_VISOR,-5.5,65,166,price_minus_wall_mid
UV_VISOR,-0.5,46,93,price_minus_wall_mid
UV_VISOR,-8.5,20,41,price_minus_wall_mid
UV_VISOR,0.0,16,29,price_minus_wall_mid
UV_VISOR,-1.0,13,28,price_minus_wall_mid
UV_VISOR,8.5,12,28,price_minus_wall_mid
UV_VISOR,-4.0,9,21,price_minus_wall_mid
UV_VISOR,4.0,3,7,price_minus_wall_mid
