group,a,b,n_full,corr_mid_full,spread_mean_full,spread_sd_full,adf_t_full,half_life_full,wf_pnl_total,wf_sharpe_mean,wf_sharpe_min,wf_trades,d2to3_pnl,d2to3_sharpe,d2to3_trades,d2to3_win_pct,d3to4_pnl,d3to4_sharpe,d3to4_trades,d3to4_win_pct,pass_walkforward
ROBOT,ROBOT_MOPPING,ROBOT_LAUNDRY,30000,-0.7134754328661845,1277.4515333333334,1279.989046997792,-1.0879962386642412,10196.082754778688,-988.0,-0.37117014314704655,-0.9852990969305442,1,-1351.5,-0.9852990969305442,1,0.4957835116425425,363.5,0.24295881063645103,0,0.5010148163182464,False
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,30000,-0.008066705340676893,-1240.2102666666667,1016.3947104699346,-0.8909302249862673,6049.127930017991,-377.5,0.3073317143635525,-0.9894216780009811,5,1195.0,1.6040851067280861,4,0.5216411181244365,-1572.5,-0.9894216780009811,1,0.49860574860574863,False
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_RED,30000,-0.5885627440575814,-3151.597333333333,1424.3836170052255,-1.996915265070475,15132.26434963052,-2244.0,-0.8413964903555282,-0.9898833121732632,0,-1291.0,-0.9898833121732632,0,0.4957177814029364,-953.0,-0.6929096685377933,0,0.4950656221385695,False
PEBBLES,PEBBLES_XS,PEBBLES_L,30000,-0.268551407088353,-2769.4708166666665,1724.2109684886784,-1.6628674562869867,9156.743240618542,-1174.5,-0.2366468481383519,-0.9903562166677717,1,-2098.0,-0.9903562166677717,0,0.4954572986069049,923.5,0.5170625203910679,1,0.504653130287648,False
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_AMBER,30000,-0.11903057967161627,3045.7645,1272.9746935909934,-2.46918399554482,12096.788314885922,-483.0,-0.048444396487592856,-1.0321572578922606,3,-1427.0,-1.0321572578922606,1,0.4955352560812891,944.0,0.9352684649170749,2,0.5043895974821931,False
ROBOT,ROBOT_VACUUMING,ROBOT_MOPPING,30000,-0.7859963971773566,-1933.43745,1233.0828174724643,-1.3149720324419822,10021.6895196041,-1329.0,-1.0392701949221388,-1.0392701949221388,1,-1329.0,-1.0392701949221388,1,0.49960031974420466,0.0,,0,0.0,False
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_RED,30000,-0.4425694693353033,-105.83283333333334,1079.3127215757745,-0.8359194333873833,6700.533163949764,-928.5,-0.218462681123965,-1.2642789622065471,3,972.0,0.8273535999586171,2,0.5083258728737691,-1900.5,-1.2642789622065471,1,0.48900725294650954,False
PEBBLES,PEBBLES_XS,PEBBLES_M,30000,-0.694075544278341,-2858.603416666667,1989.513912210717,-1.2586726310508738,12222.726387294382,-2078.0,-0.5051984684288329,-1.4153793577116047,2,-2706.5,-1.4153793577116047,1,0.49505806770447247,628.5,0.404982420853939,1,0.5105627220041129,False
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,30000,-0.5933514510346837,-471.5058,1226.6451732671894,-0.07507276066247404,7075.471634422811,-642.5,0.005092875941788977,-1.5758838550130287,5,1874.5,1.5860696068966067,4,0.508952551477171,-2517.0,-1.5758838550130287,1,0.4949660982124512,False
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,30000,-0.0937980661769521,-4379.863016666666,1953.4847624294127,-2.1720056793798155,10349.13786742833,-3260.5,-0.622180657869797,-1.5870891182238465,2,-3785.0,-1.5870891182238465,0,0.4977302532028649,524.5,0.34272780248425244,2,0.5027624309392266,False
ROBOT,ROBOT_MOPPING,ROBOT_IRONING,30000,-0.8151808624074363,2398.642966666667,1465.3722780556022,-1.4066317926978782,12757.134936302824,-1117.5,-0.500266020556009,-1.6194383807764663,1,-2030.0,-1.6194383807764663,1,0.5010538148096108,912.5,0.6189063396644482,0,0.5058907170424538,False
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,30000,-0.4504947640197723,3908.357216666667,2327.7469947113923,-1.532695786175661,11836.43335215437,-3510.0,-0.6596686323501382,-1.7814040337512864,1,-4709.5,-1.7814040337512864,1,0.49214551467548573,1199.5,0.46206676905100996,0,0.5011598587997983,False
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,30000,0.6524004777670824,-552.8406333333334,1204.6259016608706,-0.37416347062903116,6152.1147533856865,-1430.5,-0.16693034471442325,-1.8144513270598543,4,1408.5,1.4805906376310078,4,0.5173276170060735,-2839.0,-1.8144513270598543,0,0.489491318915626,False
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,30000,0.074300537127201,700.1989,1181.5246572919204,0.2602845347177223,7749.261279305382,-1806.0,-0.5082019169533828,-1.8639164277045077,2,1281.5,0.8475125937977421,2,0.5022318873755294,-3087.5,-1.8639164277045077,0,0.49209245742092456,False
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,30000,-0.8822983028170596,4862.30895,2518.711864675718,-1.9489871683684208,14710.256471102573,-3362.5,0.5285576666498867,-1.9499548485946125,2,-4899.0,-1.9499548485946125,1,0.4906098546042003,1536.5,3.007070181894386,1,0.5451977401129944,False
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_SQUARE,30000,-0.7316565719941762,-5415.149583333333,3148.6985420540277,-1.5011733850880102,23621.989853906405,-4882.0,-0.9514525749909619,-2.057532220556542,0,-5262.5,-2.057532220556542,0,0.4925448317549869,380.5,0.1546270705746181,0,0.5003019931548218,False
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_OVAL,30000,-0.41550078822883746,1035.2865666666667,1838.106603835283,0.6604863142530958,19675.39627793752,-4472.5,-1.6511526186126697,-2.8035805899754602,3,-721.5,-0.49872464724987936,3,0.49711582833410245,-3751.0,-2.8035805899754602,0,0.49150300193344865,False
