product,group,method,n_buckets,cross_day_shape_corr_mean,rank_corr_mean,sign_consistency,bucket_std_mean,bucket_std_max,max_abs_avg_delta,max_delta_over_spread,max_delta_over_realized_vol,one_day_overfit_score,all_days_same_sign_buckets,median_spread,mean_realized_vol,avg_path,day2_path,day3_path,day4_path
PANEL_4X4,PANEL,day_mean,5,0.068101,0.166667,0.733333,261.0322,401.4351,271.2632,30.1404,27.2501,0.34559,1,9.0,9.954581,271.2632|126.1596|-223.9064|-201.3729|27.8565,96.8429|121.7254|-279.0031|37.8804|22.5544,-67.9818|-160.9971|-209.9589|-83.2039|522.1417,784.9286|417.7507|-182.7574|-558.7953|-461.1266
PEBBLES_L,PEBBLES,day_mean,5,-0.165297,-0.333333,0.666667,393.9333,695.5308,393.9244,30.3019,26.2185,0.546894,0,13.0,15.024692,265.0105|286.8591|79.4983|-393.9244|-237.4435,313.8933|243.8718|327.0029|-720.2934|-164.4746,-44.2856|-26.2339|-544.8811|39.8279|575.5726,525.4238|642.9393|456.3732|-501.3077|-1123.4285
PEBBLES_M,PEBBLES,day_mean,5,-0.288755,-0.4,0.733333,351.758,651.688,353.0998,27.1615,23.3335,0.281696,1,13.0,15.132741,-353.0998|-139.8125|202.4806|51.8747|238.5571,-73.3145|204.1587|363.5670|-171.8193|-322.5918,-1253.4765|-165.0514|220.1208|301.5453|896.8618,267.4917|-458.5448|23.7539|25.8980|141.4012
PEBBLES_S,PEBBLES,day_mean,5,0.369825,0.266667,0.733333,202.4835,294.868,419.9746,34.9979,27.9617,0.774295,1,12.0,15.019625,362.9144|188.1860|-1.4305|-129.6952|-419.9746,648.4955|-135.2455|121.5953|-92.4489|-542.3964,-43.0363|277.3082|-123.2053|201.6764|-312.7428,483.2838|422.4953|-2.6814|-498.3132|-404.7846
PEBBLES_XL,PEBBLES,day_mean,5,0.031966,-0.1,0.8,694.6452,1079.5534,1161.5313,68.3254,38.3184,0.589586,2,17.0,30.312633,-1161.5313|-632.2547|-108.9761|1000.5734|902.1889,-1778.4832|-667.9242|-729.5224|1316.6879|1859.2419,263.9676|-411.3014|650.0331|103.7796|-606.4787,-1970.0784|-817.5386|-247.4391|1581.2526|1453.8034
PEBBLES_XS,PEBBLES,day_mean,5,0.87608,0.833333,1.0,147.566,315.311,886.7448,98.5272,58.9128,0.823463,5,9.0,15.051811,886.7448|297.0710|-171.6673|-528.8324|-483.3161,889.4303|355.2758|-82.8112|-332.1262|-829.7687,1076.8486|325.2746|-202.0876|-646.8214|-553.2142,693.9556|210.6626|-230.1029|-607.5497|-66.9655
ROBOT_DISHES,ROBOT,day_mean,5,-0.111445,-0.266667,0.666667,170.2065,256.6661,263.9651,37.7093,16.7993,0.575574,1,7.0,15.712819,-109.3861|-112.5353|-23.0531|-18.9907|263.9651,-45.5410|-305.5613|-151.2551|43.7454|458.6119,46.4136|-7.6036|237.9719|-178.0924|-98.6896,-329.0308|-24.4411|-155.8760|77.3749|431.9730
ROBOT_IRONING,ROBOT,day_mean,5,0.377373,0.466667,0.8,263.0094,448.9037,427.3097,71.2183,41.3622,0.706176,2,6.0,10.330918,427.3097|243.4731|-30.7424|-327.3278|-312.7125,605.1040|-71.0397|-434.5727|-280.2022|180.7107,563.4754|451.5824|351.4526|-461.1499|-905.3604,113.3499|349.8766|-9.1072|-240.6314|-213.4879
ROBOT_LAUNDRY,ROBOT,day_mean,5,-0.389097,-0.366667,0.6,171.3085,238.8183,115.7553,16.5365,11.8052,0.271586,1,7.0,9.805469,9.3010|-30.0734|87.9547|48.5730|-115.7553,-231.1458|-177.1835|359.4319|124.5752|-75.6778,276.2801|197.2866|-65.8015|18.4538|-426.2190,-17.2313|-110.3231|-29.7663|2.6899|154.6309
ROBOT_MOPPING,ROBOT,day_mean,5,-0.197054,-0.266667,0.533333,443.1551,656.2786,421.3075,52.6634,37.8393,0.45625,0,8.0,11.13412,-387.6356|-237.0307|-10.6868|421.3075|214.0455,-175.7819|1.5451|-169.7765|462.6928|-118.6795,-1118.1349|-777.3509|-158.6837|923.4129|1130.7566,131.0102|64.7139|296.3997|-122.1831|-369.9406
ROBOT_VACUUMING,ROBOT,day_mean,5,-0.085278,-0.133333,0.733333,173.8341,325.8786,174.1518,24.8788,18.8807,0.281111,1,7.0,9.223777,174.1518|37.8066|28.6368|-99.3851|-141.2101,-151.1692|-96.9432|184.8386|82.4839|-19.2101,619.5135|164.9110|-123.7320|-310.3447|-350.3478,54.1110|45.4520|24.8038|-70.2944|-54.0725
SLEEP_POD_COTTON,SLEEP_POD,day_mean,5,-0.205002,-0.233333,0.6,378.9189,655.0685,231.8946,23.1895,19.9056,0.461036,0,10.0,11.649723,-231.8946|-70.3790|108.0710|224.4325|-30.2300,-502.9855|-325.9312|6.4615|479.4888|342.9663,-411.3274|-454.9981|-30.3423|379.1829|517.4849,218.6289|569.7924|348.0939|-185.3741|-951.1411
SLEEP_POD_LAMB_WOOL,SLEEP_POD,day_mean,5,-0.03253,0.166667,0.733333,233.9038,441.0329,244.8152,24.4815,22.8577,0.642477,2,10.0,10.710418,-244.8152|77.6069|158.5507|-78.3059|86.9635,-57.3214|700.9421|3.8939|-389.4269|-258.0876,-296.0752|-215.2189|196.1406|-0.8717|316.0251,-381.0491|-252.9024|275.6177|155.3809|202.9529
SLEEP_POD_NYLON,SLEEP_POD,day_mean,5,-0.364904,-0.366667,0.666667,251.4832,368.5027,179.4951,19.9439,18.6708,0.36542,0,9.0,9.613675,-179.4951|-87.4787|18.5963|133.4354|114.9421,338.0494|138.2084|32.1442|-193.3818|-315.0203,-491.2018|-179.4316|221.0004|183.7234|265.9096,-385.3331|-221.2128|-197.3558|409.9647|393.9370
SLEEP_POD_POLYESTER,SLEEP_POD,day_mean,5,-0.32224,-0.233333,0.6,304.0206,593.0643,329.9533,29.9958,27.8141,0.410695,0,11.0,11.862789,-258.4738|-53.9659|-102.0770|84.5633|329.9533,-627.8360|-300.6542|-241.6662|366.7550|803.4015,-322.3671|-121.2762|-191.0479|-58.0986|692.7899,174.7818|260.0328|126.4833|-54.9665|-506.3315
SLEEP_POD_SUEDE,SLEEP_POD,day_mean,5,-0.213017,-0.2,0.666667,262.7829,386.973,343.5517,34.3552,30.149,0.411309,1,10.0,11.395115,-153.6106|-139.7494|-6.9769|-43.2148|343.5517,-53.6820|-218.3123|-475.2305|-88.0400|835.2649,-632.1663|-91.9383|218.7029|199.6542|305.7475,225.0165|-108.9977|235.5968|-241.2585|-110.3572
SNACKPACK_CHOCOLATE,SNACKPACK,day_mean,5,0.200152,0.066667,0.733333,80.6035,161.318,143.2862,8.4286,21.791,0.694946,1,17.0,6.575484,98.7951|46.0732|38.2399|-143.2862|-39.8219,-5.7080|-3.7777|158.8013|-157.4334|8.1178,79.6724|90.9057|145.6909|-206.1833|-110.0858,222.4208|51.0915|-189.7727|-66.2420|-17.4977
SNACKPACK_PISTACHIO,SNACKPACK,day_mean,5,0.55309,0.266667,0.866667,56.8462,72.1548,126.3384,7.8962,24.1225,0.614802,3,16.0,5.23737,110.0274|87.8124|-22.9167|-48.5847|-126.3384,158.2490|26.1423|-91.3042|-32.4903|-60.5968,141.8118|124.7328|-9.7237|-143.8970|-112.9240,30.0215|112.5622|32.2777|30.6332|-205.4946
SNACKPACK_RASPBERRY,SNACKPACK,day_mean,5,-0.151576,-0.133333,0.6,85.1978,114.7919,107.6227,6.3307,13.3006,0.531269,0,17.0,8.091588,16.8523|-107.6227|15.2852|-11.0671|86.5523,97.8258|53.8875|-45.5994|-97.1214|-8.9924,-47.4166|-174.1791|101.4347|92.0584|28.1027,0.1479|-202.5764|-9.9796|-28.1384|240.5466
SNACKPACK_STRAWBERRY,SNACKPACK,day_mean,5,0.167376,0.033333,0.666667,107.9667,153.5648,182.438,10.1354,22.4324,0.547681,1,18.0,8.132807,-182.4380|69.4912|-16.3521|80.8510|48.4478,-333.1098|-86.9233|6.4477|168.9037|244.6817,-49.4485|171.6153|-100.4440|-52.6292|30.9065,-164.7557|123.7818|44.9400|126.2785|-130.2447
SNACKPACK_VANILLA,SNACKPACK,day_mean,5,0.323556,0.066667,0.8,78.6897,151.8124,166.4688,9.7923,25.5599,0.819963,2,17.0,6.512891,-86.5671|-66.5930|-69.7418|166.4688|56.4331,33.0106|-10.6819|-211.7646|203.0199|-13.5841,-75.0568|-90.3681|-138.1673|198.5354|105.0569,-217.6552|-98.7289|140.7065|97.8511|77.8265
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,day_mean,5,0.364825,0.033333,0.733333,148.8001,251.2921,273.0039,34.1255,28.9247,0.436008,3,8.0,9.438451,273.0039|24.8823|-34.3792|-47.0515|-216.4556,61.9298|14.9033|48.1368|124.4120|-249.3819,626.1443|39.6382|-310.0310|-285.2113|-70.5403,130.9377|20.1055|158.7567|19.6447|-329.4445
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,day_mean,5,-0.155672,-0.266667,0.666667,231.6469,401.408,177.6007,19.7334,18.0201,0.562441,1,9.0,9.855715,177.6007|31.0990|-139.6155|-88.6437|19.5595,97.5220|-436.7632|-363.2682|115.2886|587.2208,315.7679|316.7246|-97.9577|-266.6556|-267.8791,119.5122|213.3357|42.3794|-114.5640|-260.6633
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,day_mean,5,-0.345246,-0.266667,0.666667,294.3109,525.3112,223.7399,24.86,22.1012,0.276697,0,9.0,10.123448,223.7399|62.0477|-46.1937|-133.1374|-106.4565,182.6391|104.2694|80.3541|28.8219|-396.0844,-320.0282|-210.1594|-48.6544|-51.9802|630.8223,808.6088|292.0333|-170.2807|-376.2539|-554.1074
TRANSLATOR_SPACE_GRAY,TRANSLATOR,day_mean,5,-0.339619,-0.333333,0.6,288.5969,466.4846,206.6195,22.9577,21.937,0.297592,0,9.0,9.418754,206.6195|27.7161|-9.5950|-162.6830|-62.0577,347.5283|259.5688|-161.9944|-353.8272|-91.2756,-421.9749|-275.7674|63.0181|263.5364|371.1879,694.3052|99.3469|70.1914|-397.7581|-466.0854
TRANSLATOR_VOID_BLUE,TRANSLATOR,day_mean,5,-0.207368,-0.133333,0.8,218.1766,400.8131,195.348,19.5348,18.0497,0.768809,2,10.0,10.822759,-147.8460|-132.4815|-28.6727|195.3480|113.6522,-194.0095|-303.4813|-339.2283|196.3522|640.3669,180.0818|-38.2707|-64.7992|254.0918|-331.1037,-429.6103|-55.6925|318.0093|135.6000|31.6935
UV_VISOR_AMBER,UV_VISOR,day_mean,5,0.495856,0.6,0.866667,133.4618,243.1682,345.0644,34.5064,43.3778,0.584544,3,10.0,7.95487,345.0644|92.2208|-17.2628|-195.5312|-224.4913,590.3139|174.3319|47.3591|-348.8214|-463.1834,324.7237|80.9931|-16.3381|-69.8374|-319.5414,120.1557|21.3375|-82.8093|-167.9350|109.2510
UV_VISOR_MAGENTA,UV_VISOR,day_mean,5,-0.127568,-0.066667,0.8,208.3428,327.9309,227.6813,16.263,20.3442,0.467,2,14.0,11.191436,-154.7006|-110.6667|-123.6555|161.3415|227.6813,-211.0850|-403.7290|-347.7676|475.0412|487.5405,-154.4843|-268.7742|17.3655|300.2998|105.5932,-98.5327|340.5031|-40.5644|-291.3164|89.9103
UV_VISOR_ORANGE,UV_VISOR,day_mean,5,-0.038308,-0.1,0.733333,217.5729,358.3642,344.8376,26.526,32.9848,0.415647,1,13.0,10.454438,-88.3085|207.6273|235.8506|-10.3318|-344.8376,187.5941|146.0759|-205.4986|-153.6481|25.4768,-281.5310|159.6182|402.8290|-50.5673|-230.3488,-170.9885|317.1878|510.2215|173.2200|-829.6409
UV_VISOR_RED,UV_VISOR,day_mean,5,-0.03008,0.233333,0.733333,150.0669,280.376,179.7925,12.8423,16.3198,0.805028,1,14.0,11.016838,-179.7925|58.6583|136.5438|-96.6946|81.2850,-200.8784|199.7621|280.1128|-175.0752|-103.9214,-115.1623|116.4340|193.3408|-394.1175|199.5050,-223.3368|-140.2214|-63.8221|279.1089|148.2714
UV_VISOR_YELLOW,UV_VISOR,day_mean,5,-0.263002,-0.333333,0.733333,501.4491,814.6735,155.0704,11.0765,14.0992,0.615321,1,14.0,10.998565,115.0860|-83.5863|-155.0704|12.1517|111.4190,-865.9601|-574.0191|-11.4122|740.1481|711.2433,82.4449|-127.7879|-252.0156|6.1699|291.1889,1128.7733|451.0483|-201.7834|-709.8629|-668.1752
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,group,5,-0.006235,0.066667,0.933333,657.7915,919.1462,1120.1285,80.0092,97.8495,0.475812,4,14.0,11.447458,468.7153|559.6568|581.1134|614.4236|1120.1285,-157.3291|153.6052|136.9222|444.4885|856.8895,524.3358|53.7840|2.8488|94.1135|149.3536,1039.1392|1471.5813|1603.5693|1304.6688|2354.1424
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group,5,-0.248205,-0.3,1.0,287.4732,437.8159,635.2763,48.8674,62.0149,0.823964,5,13.0,10.243924,-425.6863|-635.2763|-615.6952|-606.9412|-573.4146,-343.9406|-416.2471|-206.9818|-146.3655|-294.7800,-551.4964|-718.5823|-565.6922|-478.8625|-290.5654,-381.6218|-770.9997|-1074.4117|-1195.5957|-1134.8983
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,group,5,-0.284634,-0.2,0.533333,552.2227,766.4593,192.4126,13.7438,17.7153,0.337089,0,14.0,10.861377,192.4126|-165.0549|-14.7581|-118.1011|-51.4554,149.6159|-504.0451|-774.5048|-861.2300|88.5420,570.8068|500.3865|728.5918|936.8442|624.7833,-143.1848|-491.5062|1.6388|-429.9174|-867.6916
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,group,5,-0.145097,-0.066667,0.6,462.6359,574.705,417.9,29.85,37.671,0.388248,0,14.0,11.093421,217.6354|412.8761|417.9000|398.6077|25.5165,280.2734|598.7411|1076.3737|1147.5963|407.3492,717.1928|1005.1585|231.0830|-160.3405|-208.0542,-344.5600|-365.2712|-53.7567|208.5673|-122.7455
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group,5,-0.269962,-0.233333,0.733333,365.7127,579.5965,520.775,37.1982,49.44,0.492226,2,14.0,10.533469,-453.0771|-172.2017|-368.5602|-287.9890|-520.7750,71.3804|167.9459|-231.8093|-584.4892|-1058.0007,-1260.8390|-840.7468|-396.8315|-391.7548|-275.5172,-169.7728|156.1958|-477.0397|112.2771|-228.8071
MICROCHIP_CIRCLE,MICROCHIP,group,5,-0.244259,-0.4,0.866667,581.3409,1087.4857,913.8632,114.2329,99.0334,0.703061,3,8.0,9.227824,-818.5819|-913.8632|-735.1893|-466.5718|-399.4301,-477.5306|-874.1013|-949.0069|-899.0547|-886.9026,-1001.1513|-1299.8343|-1099.4416|-1240.3792|-1418.9102,-977.0640|-567.6540|-157.1195|739.7186|1107.5225
MICROCHIP_OVAL,MICROCHIP,group,5,0.485222,0.333333,1.0,1262.3617,1466.439,2062.8933,257.8617,167.9149,0.551483,5,8.0,12.285351,-1176.8578|-1496.6385|-1826.2793|-1947.4003|-2062.8933,-72.5116|-266.7093|-457.4556|-54.8149|-355.2077,-927.4245|-1132.1602|-1517.4878|-2159.3528|-2092.8445,-2530.6373|-3091.0460|-3503.8945|-3628.0332|-3740.6278
MICROCHIP_RECTANGLE,MICROCHIP,group,5,-0.209785,0.133333,0.933333,646.08,784.3285,1436.8018,179.6002,109.675,0.621157,4,8.0,13.100535,-876.3286|-980.3425|-1194.1473|-1436.8018|-1258.2458,162.0121|-191.6353|-568.8691|-828.5239|-627.2314,-1057.6482|-1599.0340|-2037.7933|-2313.1053|-2073.7867,-1733.3498|-1150.3582|-975.7795|-1168.7761|-1073.7193
MICROCHIP_SQUARE,MICROCHIP,group,5,-0.092206,-0.133333,1.0,1839.0341,2244.4633,4110.2102,342.5175,200.0959,0.737536,5,12.0,20.541199,2865.9461|3557.9617|4028.6261|4002.9346|4110.2102,141.0812|1173.5590|1546.1924|1601.0274|1841.8331,2818.5005|3920.0757|4747.0970|5314.4990|5572.8951,5638.2567|5580.2505|5792.5890|5093.2774|4915.9025
MICROCHIP_TRIANGLE,MICROCHIP,group,5,0.024485,0.266667,0.466667,516.9494,659.5335,389.641,43.2934,26.9487,0.322263,0,9.0,14.458638,5.8222|-167.1176|-273.0102|-152.1608|-389.6410,246.9489|158.8870|429.1393|181.3661|27.5086,167.7235|110.9527|-92.3743|398.3383|12.6463,-397.2058|-771.1925|-1155.7955|-1036.1867|-1209.0780
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,group,5,0.190355,0.333333,0.866667,329.6098,477.571,839.5451,69.9621,77.6564,0.74057,3,12.0,10.811016,-579.8226|-839.5451|-609.2196|-372.3304|-407.9480,-276.3247|-841.2775|-861.1657|-639.5930|-678.9796,-820.9854|-1133.6477|-905.6656|-775.8575|-578.2277,-642.1576|-543.7101|-60.8275|298.4593|33.3631
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group,5,-0.150247,-0.333333,1.0,298.0826,563.3798,1164.8285,97.069,106.5278,0.727007,5,12.0,10.934507,-671.7919|-475.7677|-844.0984|-1077.2998|-1164.8285,-70.3469|-355.4275|-907.9307|-1217.6430|-1602.2241,-1425.0551|-819.6737|-789.8778|-778.8892|-597.3450,-519.9737|-252.2021|-834.4868|-1235.3672|-1294.9164
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,group,5,0.563529,0.366667,0.933333,699.0338,936.2521,2273.1524,151.5435,189.5558,0.71574,4,15.0,11.991996,1195.4586|1586.6492|1975.5983|2004.0791|2273.1524,-110.3989|850.8670|1600.8845|1315.7027|1557.8055,1658.9034|1504.1126|1437.1215|1921.0595|2085.7028,2037.8713|2404.9680|2888.7888|2775.4751|3175.9489
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,group,5,-0.281436,-0.266667,0.666667,465.2278,727.684,449.3065,34.562,45.4849,0.316523,1,13.0,9.878141,-217.9012|-352.9788|-449.3065|-155.8790|-225.2255,-43.4429|-201.5754|-261.3934|-180.4310|78.0552,-133.1642|309.5990|332.9805|322.7342|62.7931,-477.0964|-1166.9600|-1419.5065|-609.9402|-816.5246
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group,5,-0.219582,-0.133333,0.666667,583.2291,822.3885,475.1504,36.55,47.0926,0.432793,0,13.0,10.089701,274.0570|81.6424|-72.9737|-398.5699|-475.1504,500.5134|547.4133|429.6053|721.9642|645.3429,720.3013|139.6098|-74.5585|-689.0470|-972.9232,-398.6436|-442.0958|-573.9680|-1228.6270|-1097.8709
PANEL_1X2,PANEL,group,5,-0.321346,-0.333333,1.0,552.5062,657.7179,971.3343,80.9445,107.4297,0.538948,5,12.0,9.041581,-971.3343|-854.6235|-965.3899|-787.4624|-848.5451,-193.8693|-305.8897|-858.4199|-914.0621|-1384.2687,-1802.2777|-1678.0279|-1672.1518|-1283.3154|-995.1355,-917.8560|-579.9528|-365.5978|-165.0099|-166.2311
PANEL_1X4,PANEL,group,5,-0.073785,-0.133333,0.8,658.7803,764.6139,738.5349,92.3169,78.0927,0.671333,2,8.0,9.457153,-106.6911|-316.9716|-487.8822|-738.5349|-403.0176,-55.8728|-161.7734|-47.5537|-30.7373|593.2175,803.3220|494.9071|-104.2171|-1084.7651|-781.8173,-1067.5224|-1284.0483|-1311.8758|-1100.1021|-1020.4529
PANEL_2X2,PANEL,group,5,-0.239028,-0.133333,0.666667,559.0952,757.4018,441.4855,49.0539,46.0836,0.517585,1,9.0,9.580099,-268.4060|-245.0823|-54.4754|-148.5590|-441.4855,-217.1488|-229.7819|143.3170|-251.5086|-224.9310,224.7233|513.2638|682.0847|826.2451|-246.5543,-812.7925|-1018.7287|-988.8279|-1020.4136|-852.9711
PANEL_2X4,PANEL,group,5,0.898015,0.933333,1.0,586.2423,675.7387,1819.8,181.98,161.3881,0.722707,5,10.0,11.275924,973.8583|1217.2089|1585.2506|1819.8000|1689.7467,286.5795|459.2813|770.5488|1127.0014|1109.7787,1063.0256|1092.0961|1598.0149|1814.3654|1631.5747,1571.9700|2100.2495|2387.1881|2518.0331|2327.8866
PANEL_4X4,PANEL,group,5,-0.119418,-0.066667,0.6,377.5665,633.2588,372.573,41.397,37.4273,0.303843,0,9.0,9.954581,372.5730|199.4684|-77.5032|-145.2436|3.3015,180.3115|238.1638|-7.8922|69.3067|-93.7965,-288.7932|-422.2389|-503.7308|-272.5301|391.9325,1226.2008|782.4802|279.1134|-232.5074|-288.2316
PEBBLES_L,PEBBLES,group,5,-0.16531,-0.333333,0.8,486.413,612.4915,460.972,35.4594,30.681,0.418679,2,13.0,15.024692,439.1255|460.9720|253.6400|-219.8009|-63.3232,176.7176|106.6731|189.8651|-857.4648|-301.6481,157.1704|175.2266|-343.4174|241.2860|777.0325,983.4883|1101.0164|914.4724|-43.2239|-665.3538
PEBBLES_M,PEBBLES,group,5,-0.288715,-0.4,0.733333,553.2126,922.4542,501.81,38.6008,33.1605,0.470141,1,13.0,15.132741,-89.8522|123.4330|465.7548|315.1307|501.8100,-325.8542|-48.4040|111.0653|-424.3546|-575.1291,-1082.9813|5.4481|390.6236|472.0424|1067.3608,1139.2788|413.2548|895.5756|897.7043|1013.1984
PEBBLES_S,PEBBLES,group,5,0.369808,0.266667,0.933333,739.8619,958.1333,1487.6082,123.9673,99.0443,0.605777,4,12.0,15.019625,-704.7245|-879.4549|-1069.0427|-1197.3256|-1487.6082,298.9889|-484.7752|-227.8734|-441.9513|-891.9009,-845.5168|-525.1680|-925.6782|-600.8021|-1115.2195,-1567.6457|-1628.4216|-2053.5764|-2549.2234|-2455.7041
PEBBLES_XL,PEBBLES,group,5,0.031973,-0.1,0.933333,1487.8229,1675.0012,4226.1756,248.5986,139.4196,0.676602,4,17.0,30.312633,2064.0624|2593.3369|3116.6442|4226.1756|4127.7879,-228.7024|881.8335|820.2963|2866.4729|3409.0248,3726.0664|3050.8018|4112.1395|3565.8805|2855.6240,2694.8230|3847.3753|4417.4969|6246.1734|6118.7149
PEBBLES_XS,PEBBLES,group,5,0.876079,0.833333,0.933333,1319.1852,1445.7369,3124.1798,347.1311,207.5617,0.686417,4,9.0,15.051811,-1708.6111|-2298.2869|-2766.9964|-3124.1798|-3078.6666,78.8501|-455.3274|-893.3534|-1142.7021|-1640.3466,-1954.7388|-2706.3084|-3233.6674|-3678.4068|-3584.7978,-3249.9444|-3733.2249|-4173.9684|-4551.4304|-4010.8553
ROBOT_DISHES,ROBOT,group,5,0.200793,0.133333,0.6,615.7845,705.7805,538.6863,76.9552,34.2832,0.35926,0,7.0,15.712819,124.2535|163.5243|222.9128|232.5617|538.6863,-450.5499|-580.4404|-513.7039|-447.6292|-31.2548,85.5004|103.2276|306.3267|-59.9520|147.8787,737.8099|967.7858|876.1157|1205.2663|1499.4349
ROBOT_IRONING,ROBOT,group,5,0.541223,0.433333,0.933333,540.8723,701.9874,1392.5201,232.0867,134.7915,0.735608,4,6.0,10.330918,-655.7953|-797.2119|-1101.5212|-1392.5201|-1354.7360,81.7021|-464.3119|-915.4147|-889.9700|-427.5490,-448.9986|-489.1472|-631.7533|-1394.5702|-1710.3528,-1600.0895|-1438.1767|-1757.3955|-1893.0202|-1926.3061
ROBOT_LAUNDRY,ROBOT,group,5,-0.411658,-0.4,0.6,451.3808,576.1887,138.3674,19.7668,14.1112,0.17342,0,7.0,9.805469,47.3873|50.4331|138.3674|104.5721|-36.5873,164.7358|348.8279|797.8736|434.0910|235.3460,535.8899|528.6409|223.0764|357.1173|40.8725,-558.4638|-726.1694|-605.8478|-477.4919|-385.9803
ROBOT_MOPPING,ROBOT,group,5,-0.176102,-0.233333,0.933333,781.1697,998.039,1754.7582,219.3448,157.6019,0.828641,4,8.0,11.13412,927.9023|1120.9273|1317.1774|1754.7582|1570.6650,485.8383|793.2951|534.4038|1037.9473|458.0830,-11.9091|400.6193|976.8102|2108.6923|2444.4639,2309.7777|2168.8675|2440.3182|2117.6350|1809.4481
ROBOT_VACUUMING,ROBOT,group,5,0.013741,-0.066667,0.933333,379.3585,477.5158,718.0281,102.5754,77.8453,0.72048,4,7.0,9.223777,-443.7478|-537.6728|-576.9364|-699.3719|-718.0281,-281.7264|-97.3706|96.8413|-134.4392|-234.6252,-160.4826|-543.3406|-874.4601|-1011.2872|-922.8623,-889.0343|-972.3072|-953.1906|-952.3892|-996.5966
SLEEP_POD_COTTON,SLEEP_POD,group,5,-0.193311,-0.266667,1.0,323.8606,603.052,667.1624,66.7162,57.2685,0.84649,5,10.0,11.649723,488.6753|491.3263|579.7503|667.1624|307.6460,21.5113|18.9598|485.0826|788.1514|405.0029,374.2880|112.5623|241.7546|593.4526|452.8813,1070.2267|1342.4567|1012.4135|619.8833|65.0537
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group,5,-0.269455,-0.333333,0.8,520.2078,926.6406,461.7482,46.1748,43.1121,0.681142,2,10.0,10.710418,-350.4176|-186.8601|-195.9423|-461.7482|-401.3329,498.3383|1076.9961|513.6779|-49.6013|-164.8880,-381.5981|-518.7967|-402.9006|-657.7401|-619.7168,-1167.9929|-1118.7795|-698.6042|-677.9031|-419.3938
SLEEP_POD_NYLON,SLEEP_POD,group,5,-0.354885,-0.333333,1.0,473.9995,697.4607,1438.3234,159.8137,149.6122,0.748395,5,9.0,9.613675,-1350.0666|-1416.9148|-1400.8659|-1314.9760|-1438.3234,-363.8485|-743.2952|-715.6294|-1111.1138|-1479.3783,-1828.7693|-1735.0540|-1630.0854|-1725.1897|-1921.8767,-1857.5821|-1772.3953|-1856.8830|-1108.6246|-913.7151
SLEEP_POD_POLYESTER,SLEEP_POD,group,5,-0.321537,-0.333333,0.933333,402.3537,655.4423,980.7762,89.1615,82.6767,0.756795,4,11.0,11.862789,775.0431|820.6863|682.5493|840.2402|980.7762,-144.1387|3.4373|196.1553|634.6182|824.6387,1131.0217|1114.0577|748.8226|823.9446|1295.9597,1338.2464|1344.5639|1102.6698|1062.1579|821.7301
SLEEP_POD_SUEDE,SLEEP_POD,group,5,-0.356934,-0.333333,0.733333,439.7827,625.7259,551.2341,55.1234,48.3746,0.695342,1,10.0,11.395115,436.7658|291.7623|334.5088|269.3216|551.2341,-11.8622|-356.0981|-479.2864|-262.0543|414.6247,705.0577|1027.2307|1042.4087|965.5326|792.7525,617.1019|204.1542|440.4040|104.4866|446.3252
SNACKPACK_CHOCOLATE,SNACKPACK,group,5,0.265327,0.333333,0.933333,144.8379,313.3695,352.9787,20.7635,53.681,0.722016,4,17.0,6.575484,-93.3549|-160.5751|-151.4791|-352.9787|-245.6925,-42.7225|-46.4682|148.5241|-221.3702|-72.7685,-95.1660|-98.5617|-18.9932|-348.6862|-263.2231,-142.1762|-336.6956|-583.9682|-488.8795|-401.0861
SNACKPACK_PISTACHIO,SNACKPACK,group,5,0.728282,0.766667,1.0,151.4577,193.9507,679.7368,42.4836,129.7859,0.744418,5,16.0,5.23737,-429.6503|-466.3636|-560.1634|-605.8048|-679.7368,-184.3663|-322.1489|-407.1821|-402.0277|-447.0838,-445.9808|-477.6886|-587.3619|-699.3540|-679.0154,-658.6039|-599.2533|-685.9462|-716.0328|-913.1113
SNACKPACK_RASPBERRY,SNACKPACK,group,5,-0.164193,-0.233333,0.666667,97.8005,139.9201,115.122,6.7719,14.2274,0.480643,1,17.0,8.091588,59.1427|-79.8306|60.0067|13.6808|115.1220,164.4742|114.8601|47.7863|-57.3952|13.7843,-5.1555|-146.5469|153.8501|166.6550|92.0649,18.1096|-207.8048|-21.6165|-68.2173|239.5170
